PC_number,PS_total_final,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
1702038,4,135,872,81,0,0,248,861,2,5,2,5,2211
1702039,3,10,383,7,0,1,106,283,4,1,3,0,798
1702040,3,3,240,4,0,0,63,304,6,0,0,1,621
1702041,5,94,633,63,2,9,68,1250,4,12,7,2,2144
1702042,4,50,517,82,0,11,87,905,3,5,5,9,1674
1702043,4,26,323,12,0,3,76,370,0,1,1,1,813
1702044,3,110,736,29,0,4,60,126,5,0,3,1,1074
1702045,1,45,229,2,0,0,10,140,0,0,0,0,426
1702046,3,104,642,82,1,1,76,53,5,0,1,0,965
1702047,2,10,739,13,0,0,202,102,1,0,0,0,1067
1702048,3,102,585,20,0,0,285,304,1,12,0,0,1309
1702049,3,5,566,6,1,1,90,127,1,0,0,2,799
1702050,3,21,127,23,2,12,246,719,5,4,4,6,1169
1702051,3,7,403,19,0,6,86,597,5,0,1,2,1126
1702052,3,18,398,59,0,0,19,9,5,0,0,2,510
1702054,3,0,418,264,0,0,37,0,3,0,0,0,722
1702055,3,3,706,48,0,0,22,9,6,0,1,0,795
1702056,4,154,762,32,1,2,253,951,8,1,0,0,2164
1702057,3,122,469,3,0,2,148,515,1,1,4,2,1267
1702059,9,601,935,1256,3,1,173,1110,3,3,0,1,4086
1702060,3,10,487,14,0,0,49,434,2,1,0,2,999
1702061,3,16,73,6,2,2,8,709,0,2,3,0,821
1702286,2,62,323,5,2,4,4,268,5,0,7,2,682
1702287,3,21,330,95,1,3,91,390,1,2,3,3,940
1702288,3,104,600,27,0,0,10,21,0,0,0,0,762
1702289,2,5,175,30,3,1,34,563,0,0,4,1,816
1702290,2,51,528,53,0,0,40,208,3,1,0,1,885
1703223,3,1,516,23,1,1,8,0,1,0,1,1,553
1703224,5,12,1555,50,0,0,69,17,1,0,1,0,1705
1704024,4,4,1135,753,0,0,134,86,6,0,3,0,2121
1704025,4,8,1162,13,0,0,39,1,5,0,0,6,1234
1704026,3,39,604,23,0,5,204,742,1,0,1,6,1625
1704027,4,19,614,206,1,4,323,699,3,1,2,0,1872
1704028,3,1,1001,87,0,0,35,9,1,1,1,1,1137
1704029,3,27,776,126,0,0,54,43,1,1,0,0,1028
1704030,2,0,562,258,0,1,43,1,5,0,1,1,872
1704031,3,5,613,57,0,0,39,0,2,2,1,0,719
1704032,2,5,211,108,0,0,77,1,3,0,1,0,406
1704033,4,9,2006,58,0,2,126,4,5,0,1,0,2211
1704034,3,0,1423,195,0,0,115,6,3,0,0,0,1742
1704035,3,0,922,303,1,2,173,48,5,0,0,17,1471
1704036,3,5,1299,202,1,0,101,23,7,1,2,2,1643
1704037,3,16,948,32,0,0,46,14,4,0,0,3,1063
1704291,3,2,1272,406,0,0,99,1,0,0,1,0,1781
1704292,3,3,1200,115,8,2,144,17,7,0,1,2,1499
1704293,3,2,1258,183,0,0,39,1,6,4,1,7,1501
1705073,4,1,680,90,2,0,38,302,3,0,0,0,1116
1705074,1,0,408,58,0,0,13,21,0,0,0,0,500
1705075,4,1,1667,218,0,2,291,172,2,2,3,1,2359
1705076,5,5,556,688,2,21,54,102,13,0,3,2,1446
1705077,4,2,711,181,0,4,35,30,5,0,1,1,970
1705078,4,2,515,113,4,11,20,160,5,1,7,1,839
1706102,4,4,1041,110,0,3,179,122,4,1,0,3,1467
1706103,2,3,667,35,1,0,326,17,6,1,2,2,1060
1706104,2,6,660,87,0,5,77,186,6,0,6,3,1036
1706105,2,3,728,49,3,3,148,89,9,3,5,2,1042
1706106,2,0,350,10,0,0,96,65,1,0,0,0,522
1706107,2,1,411,92,3,5,82,364,2,1,3,2,966
1706108,2,1,683,17,0,1,29,35,2,0,0,0,768
1706109,2,7,515,37,0,2,48,87,3,0,2,2,703
1706110,2,0,656,224,0,0,147,147,8,0,0,1,1183
1706111,2,11,605,87,1,0,128,89,5,0,3,0,929
1707062,3,22,1013,49,0,0,236,25,3,1,1,0,1350
1707063,2,0,960,24,0,0,86,19,3,0,0,0,1092
1707064,5,39,1266,19,0,1,543,438,2,0,1,1,2310
1707065,3,2,599,78,0,0,521,512,3,5,0,7,1727
1707066,2,11,820,14,1,0,77,2,3,0,9,0,937
1707067,2,2,753,22,0,0,80,34,0,0,0,0,891
1707068,3,1,1575,5,1,4,56,3,3,0,0,1,1649
1707069,3,82,1293,25,0,0,46,15,7,0,0,0,1468
1707070,3,2,1180,163,1,0,86,0,2,2,2,0,1438
1707071,3,8,971,40,1,1,149,0,1,1,0,0,1172
1707072,3,0,945,47,2,2,34,316,1,0,0,1,1348
1707294,3,1,939,18,0,0,35,1,4,0,0,0,998
1707295,3,7,249,14,0,1,112,462,1,1,1,2,850
1708120,2,1,953,9,0,0,150,3,3,0,0,6,1125
1708121,2,11,900,63,0,0,197,7,1,0,1,1,1181
1708122,2,42,731,61,0,0,230,2,1,0,0,0,1067
1708123,2,3,433,33,0,0,135,0,1,0,0,0,605
1708124,3,2,1369,171,0,0,204,7,6,0,0,0,1759
1708125,2,8,552,55,1,0,36,8,2,0,0,0,662
1708126,2,18,678,362,0,0,117,12,1,0,0,0,1188
1708296,3,0,1053,23,1,0,121,0,2,0,0,0,1200
1709127,2,5,884,71,1,1,147,11,5,2,2,3,1132
1709128,2,48,772,36,0,0,337,0,1,0,0,0,1194
1709129,3,1,555,1,0,0,431,0,0,0,0,3,991
1709130,3,1,1397,52,0,0,250,0,1,0,0,2,1703
1709131,2,23,441,148,0,0,186,0,3,1,0,0,802
1709132,2,0,903,0,0,0,97,0,2,0,0,1,1003
1709133,2,250,727,75,0,0,117,9,1,0,0,0,1179
1709134,3,76,691,45,0,0,318,0,2,1,0,0,1133
1709135,2,9,964,38,0,0,152,0,2,0,0,0,1165
1709136,2,1,721,13,0,0,179,1,0,0,0,2,917
1709298,3,0,463,196,0,0,266,1,2,1,0,0,929
1709299,3,32,1309,113,0,0,249,5,2,1,0,3,1714
1710079,4,6,1166,190,1,1,257,248,17,1,2,10,1899
1710082,2,5,144,61,2,0,16,433,7,0,2,1,671
1710084,4,9,467,92,0,1,95,66,3,0,0,0,733
1710088,2,4,340,107,0,0,170,33,5,0,1,0,660
1710089,2,1,312,16,0,0,21,17,0,0,0,0,367
1710300,3,2,301,44,1,0,47,37,4,0,0,0,436
1711178,2,16,885,104,0,0,123,1,10,0,0,4,1143
1711179,2,1,901,130,0,0,141,2,0,0,23,0,1198
1711180,2,1,1050,62,0,0,35,2,3,0,0,1,1154
1711181,2,1,896,24,2,2,15,8,9,0,0,2,959
1711182,2,0,702,106,0,0,145,2,2,0,0,0,957
1711183,2,0,948,116,0,0,73,16,6,0,0,9,1168
1711184,1,8,312,166,0,0,86,1,2,0,0,1,576
1711185,2,138,696,66,0,0,63,26,1,0,1,1,992
1711186,2,0,990,24,0,0,36,1,2,0,0,0,1053
1711187,2,3,1020,139,0,0,8,3,1,0,0,0,1174
1711303,3,54,229,41,2,4,71,776,1,0,2,0,1180
1711304,3,1,913,105,1,0,37,13,0,0,2,0,1072
1712113,3,4,835,20,0,0,490,31,2,0,0,1,1383
1712114,3,9,913,51,1,1,673,89,9,3,0,1,1750
1712115,2,2,732,19,0,0,281,4,2,2,0,8,1050
1712116,2,20,939,13,0,0,129,10,2,0,0,0,1113
1712117,2,20,716,31,0,0,136,16,6,0,0,0,925
1712118,2,89,524,23,1,3,344,10,5,2,0,3,1004
1712119,2,77,469,115,0,0,287,8,2,0,0,6,964
1712305,3,35,978,44,0,0,246,11,3,0,1,17,1335
1713137,4,104,1480,527,0,0,9,79,9,1,0,3,2212
1713138,2,0,729,16,0,0,22,1,2,1,0,1,772
1713139,3,5,1358,21,1,0,55,15,2,0,1,1,1459
1713140,2,0,528,49,2,2,89,248,1,1,0,2,922
1713141,2,4,705,2,0,0,3,1,4,0,0,1,720
1713142,3,0,1135,161,0,0,43,17,4,0,0,0,1360
1713143,2,3,473,83,0,0,18,1,1,0,0,1,580
1713144,3,8,1571,75,0,0,111,20,2,4,0,0,1791
1713145,2,0,521,1,0,0,40,4,0,0,0,0,566
1713146,2,4,662,241,1,0,47,2,1,0,1,0,959
1713147,2,0,706,35,1,0,5,2,2,0,0,0,751
1713148,2,1,337,16,1,6,23,192,3,1,1,1,582
1713149,2,2,502,22,0,0,27,0,1,0,0,0,554
1713306,3,8,244,3,0,0,3,2,1,0,0,1,262
1713307,3,1,402,74,0,0,8,8,0,0,2,1,496
1713308,3,0,855,1,0,0,243,0,1,0,0,0,1100
1714229,4,13,1171,167,0,0,212,8,3,0,0,0,1574
1714230,3,8,1377,209,0,0,172,1,2,0,0,0,1769
1714231,4,14,1416,28,0,1,47,6,0,0,0,1,1513
1714233,4,19,1155,146,0,0,52,1,1,22,0,0,1396
1714234,4,120,1660,112,0,0,451,6,9,0,0,0,2358
1714235,4,25,1889,42,0,1,331,45,9,3,0,2,2347
1714236,4,14,1897,274,0,0,80,2,5,2,3,0,2277
1715150,6,47,2195,248,1,1,92,224,6,0,0,7,2821
1715151,5,57,1692,58,5,5,53,43,7,2,2,1,1925
1715152,4,8,1287,168,0,0,35,59,10,1,3,0,1571
1715153,2,8,554,58,2,1,93,50,11,1,3,6,787
1715154,5,8,48,87,4,20,16,1290,3,6,3,4,1489
1715155,3,486,736,178,0,0,39,33,6,2,2,0,1482
1715156,2,292,659,151,1,0,52,19,6,0,1,2,1183
1715157,3,73,1165,60,0,1,34,73,9,2,1,1,1419
1715158,3,6,1254,109,3,6,119,71,11,1,2,31,1613
1715159,2,1,446,210,0,0,91,33,2,0,3,1,787
1715160,4,17,1491,93,0,0,117,14,2,0,1,2,1737
1715161,3,59,721,146,2,4,157,550,14,0,5,0,1658
1715162,2,125,281,121,0,0,43,403,7,1,2,0,983
1715163,2,86,780,226,2,0,71,16,1,0,0,0,1182
1715164,2,11,90,2,1,2,10,6,1,0,1,1,125
1715165,2,2,336,67,4,11,11,700,2,0,0,3,1136
1715166,2,33,237,244,0,0,9,605,5,1,0,0,1134
1715309,3,7,33,76,2,6,16,549,0,0,2,2,693
1715310,3,1,968,76,2,2,28,16,10,0,0,1,1104
1716094,3,1,707,38,0,0,137,23,3,0,0,0,909
1716095,3,7,686,50,0,0,176,46,7,0,1,1,974
1716096,1,0,17,0,0,1,6,4,0,0,0,0,28
1716097,3,0,116,0,1,0,19,7,0,0,0,0,143
1716098,2,19,438,18,0,0,290,11,1,0,1,2,780
1716100,2,5,256,21,0,0,184,94,2,0,0,0,562
1716101,2,8,526,288,0,0,40,17,0,0,0,0,879
1716311,3,3,457,125,0,0,151,6,6,1,0,0,749
1717167,2,0,503,74,1,0,8,6,3,0,0,0,595
1717168,2,0,1110,42,2,0,11,6,0,0,0,0,1171
1718254,4,23,706,495,2,1,189,19,2,3,3,20,1463
1718255,2,0,1070,96,0,0,18,0,2,0,0,0,1186
1718257,3,326,815,283,0,0,230,49,6,3,0,1,1713
1718258,3,76,870,219,0,0,37,1,2,0,0,0,1205
1718259,4,145,1327,372,0,0,244,37,1,0,0,0,2126
1718314,3,38,885,22,0,2,34,4,0,0,0,0,985
1719213,3,0,729,347,1,10,6,654,5,0,3,2,1757
1719214,4,3,419,648,0,2,2,1230,12,1,0,10,2327
1719215,3,1,944,228,2,2,2,328,1,0,0,22,1530
1719216,3,1,245,42,2,1,0,377,3,0,1,0,672
1719217,3,0,174,38,0,3,0,233,2,0,0,1,451
1719218,4,0,357,177,0,3,0,691,3,0,2,1,1234
1719219,3,0,316,179,0,6,0,434,3,0,3,1,942
1719220,3,2,131,177,1,0,0,242,1,1,3,2,560
1719221,2,0,91,114,0,0,2,189,3,2,1,0,402
1720238,2,3,620,205,0,3,49,56,1,0,0,1,938
1720239,3,2,612,291,1,3,67,66,5,1,2,1,1051
1720240,2,0,183,230,2,3,26,32,6,1,1,1,485
1720241,3,3,564,23,0,0,39,29,1,0,1,1,661
1720242,3,1,720,4,0,0,7,11,0,0,0,0,743
1720243,3,0,494,58,0,0,1,12,0,0,0,0,565
1720244,2,0,101,12,0,0,142,5,0,0,0,1,261
1720245,2,0,1022,16,0,0,34,67,3,0,0,0,1142
1721246,3,1,526,106,1,1,28,67,8,0,0,1,739
1721247,4,0,352,254,0,0,27,18,2,0,1,2,656
1721248,3,0,454,128,0,0,16,6,0,0,0,0,604
1721249,3,5,468,314,0,0,576,2,2,2,2,5,1376
1721250,3,1,1020,240,0,0,233,4,5,0,1,1,1505
1721251,2,0,403,167,1,0,498,1,3,1,0,0,1074
1721252,2,0,420,177,0,0,13,2,0,0,1,0,613
1722261,3,5,1474,101,1,1,37,131,7,1,1,2,1761
1722262,3,22,1372,63,0,0,316,4,2,1,0,0,1780
1722264,2,2,497,462,0,4,4,180,0,1,3,0,1153
1722266,2,0,165,11,1,1,0,139,2,0,1,0,320
1722267,2,0,65,24,1,3,0,25,0,0,0,0,118
1723196,2,1,199,25,3,9,6,255,4,2,0,6,510
1723197,3,9,485,123,2,11,29,618,8,0,7,6,1298
1723198,3,1,507,136,5,4,8,717,15,1,6,4,1404
1723199,2,1,182,76,1,3,1,454,3,1,0,1,723
1723200,2,1,106,13,0,0,0,179,3,0,0,0,302
1723201,2,0,84,9,1,2,0,242,0,1,1,2,342
1723202,2,0,356,70,0,1,12,302,7,0,2,9,759
1723315,3,0,212,25,0,3,0,166,1,0,0,0,407
1724276,3,0,373,131,0,1,33,186,0,0,1,0,725
1724277,2,0,894,33,0,1,15,33,3,0,0,0,979
1724278,3,2,855,180,0,1,42,67,20,7,5,0,1179
1724279,1,1,293,51,0,1,35,0,0,0,0,0,381
1724280,2,0,594,19,1,0,19,3,0,0,0,1,637
1724281,2,0,134,25,0,0,2,253,1,0,0,0,415
1724282,2,0,568,11,0,0,82,2,0,0,0,0,663
1725192,2,1,375,183,1,4,7,342,16,1,4,0,934
1725193,2,0,252,154,2,2,4,186,4,0,0,1,605
1725194,1,0,218,60,0,6,3,151,0,0,0,0,438
1725195,2,2,230,73,5,4,0,179,8,0,34,1,536
1726189,2,0,237,96,0,1,44,7,0,1,1,1,388
1726190,2,0,341,4,0,1,128,366,0,0,0,1,841
1726191,2,0,167,128,0,0,5,203,9,0,0,1,513
1726316,1,0,145,2,0,1,39,2,0,0,1,1,191
1727268,4,2,1789,18,0,0,174,55,4,0,1,1,2044
1727269,3,18,1324,24,0,1,98,32,3,0,0,0,1500
1727270,2,2,852,18,0,0,60,19,0,2,0,0,953
1727271,3,2,736,80,0,0,57,46,1,0,0,0,922
1727272,3,2,1270,127,0,1,15,27,8,0,0,0,1450
1727273,3,10,938,65,0,0,49,128,3,0,0,3,1196
1727274,2,0,794,27,0,0,23,4,6,0,0,0,854
1727275,3,2,503,3,0,0,20,2,1,0,0,0,531
1728203,2,1,370,76,1,1,12,254,0,1,0,2,718
1728204,2,1,95,30,1,0,18,209,3,1,1,1,360
1728205,3,0,308,116,0,5,43,685,7,1,3,2,1170
1728206,2,1,84,25,1,3,33,406,2,0,2,1,558
1728207,2,1,32,7,0,2,5,615,2,1,0,0,665
1728208,2,0,219,9,2,3,1,188,9,1,3,4,439
1728209,2,0,556,0,0,0,0,42,0,0,0,0,598
1728210,2,0,162,8,1,0,69,511,2,0,0,0,753
1728211,2,0,68,53,1,1,5,474,1,0,3,0,606
1728212,2,0,366,25,1,4,65,433,4,0,1,0,899
2901001,7,11,516,71,0,3,30,2516,3,7,1,2,3160
2901002,7,5,435,54,2,5,37,2673,5,44,1,3,3264
2901003,4,2,102,12,0,2,10,1658,3,5,1,2,1797
2901004,4,5,414,172,1,11,19,1310,6,4,5,5,1952
2901005,5,0,400,42,5,19,9,1498,5,3,7,4,1992
2901006,5,2,138,28,0,6,14,1710,7,17,2,1,1925
2901007,5,19,671,235,4,9,106,1744,12,8,7,4,2819
2901008,4,0,97,6,6,8,7,1433,3,16,3,1,1580
2901009,4,3,304,35,1,374,22,806,2,1,4,3,1555
2901010,4,3,294,41,0,1,26,1696,0,10,1,4,2076
2901011,4,2,144,32,0,7,2,1075,0,2,0,3,1267
2901012,5,0,146,35,0,1,19,1828,1,4,0,1,2035
2901013,5,12,714,225,1,9,80,1291,5,8,3,4,2352
2901014,4,0,123,25,0,0,22,1512,1,46,0,1,1730
2901015,4,2,173,24,3,3,18,1559,3,3,20,2,1810
2901016,6,3,1253,69,6,10,39,1157,9,8,4,14,2572
2901199,4,4,333,23,4,12,29,1766,6,33,3,4,2217
2901209,4,2,378,69,6,4,19,1081,6,3,5,3,1576
2902017,2,2,15,2,0,0,10,1067,0,8,1,0,1105
