PC_number,pc_name,province,district,PS_total_final,PS_planned,ps_diff,ps_male,ps_female,closed,unopened,excluded,Dr_Abdullah_Abdullah,Dr_Mohammad_Ashraf_Ghani_Ahmadzai,Zalmai_Rassoul,Prof_Abdo_Rabe_Rasool_Sayyaf,Eng_Qutbuddin_Hilal,Mohd_Shafiq_Gul_Agha_Sherzai,Mohammad_Daoud_Sultanzoy,Hedayat_Amin_Arsala,Quayum_Karzai,Mohammad_Nadir_Naeem,Abdul_Rahim_Wardak,vote_total,vote_per_ps,Lat,Long
0905062,Central Baghlan Mosque,Baghlan,Baglan-E-Jadeed,2,2,0,1,1,0,0,0,19,50,799,300,10,20,0,0,0,0,0,1198,599,36.18056534000002,68.74810959000003
0906113,Haris School,Baghlan,Khinjan,3,3,0,2,1,0,0,0,1088,39,20,55,27,9,4,1,0,0,0,1243,414,35.5593451300001,68.88276846000005
0906114,Ahmad Shah Masoud School,Baghlan,Khinjan,3,3,0,2,1,0,0,0,1081,22,15,8,16,3,4,0,0,1,0,1150,383,35.52238890000002,69.05937834000005
0906118,Amrod School,Baghlan,Khinjan,2,2,0,1,1,0,0,0,539,76,24,36,12,35,2,0,2,1,0,727,363,35.60101269000003,68.96559553000003
0908187,Deh Salah  Bazar School,Baghlan,Deh Salah,2,2,0,1,1,0,0,0,936,18,34,22,1,1,0,1,0,0,0,1013,506,35.68630856000004,69.31149006000007
0908188,Tel Merghazi School,Baghlan,Deh Salah,2,2,0,1,1,0,0,0,712,3,82,17,35,0,0,0,0,1,0,850,425,35.75558451000003,69.31331295000008
0910153,Markaz Girls School,Baghlan,Burka,2,2,0,1,1,0,0,1,223,770,34,57,24,10,9,0,0,0,0,1127,563,36.22069508000001,69.15123749000001
0910154,Sharshar School,Baghlan,Burka,<null>,2,<null>,1,1,0,0,1,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,36.1453847300001,69.18747914000006
0910158,Jamali Arab Sai Mosque,Baghlan,Burka,2,2,0,1,1,0,0,0,15,473,18,5,6,0,0,0,0,2,0,519,259,36.32439439000009,69.00489116000007
0911249,Har Do Aab Mosque,Baghlan,Tala Wa Barfak,2,2,0,1,1,0,0,0,351,280,202,288,51,0,0,0,1,4,0,1177,588,35.18493345000007,68.13344506000003
0912173,Naw Bahar School,Baghlan,Pul-E-Hisar,2,2,0,1,1,0,0,0,477,3,50,17,0,0,0,0,0,0,0,547,273,35.66985921000007,69.34369932000001
0912177,Taghanak Mosque,Baghlan,Pul-E-Hisar,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,35.56506548000001,69.44192205000006
0913213,Abdul Haq Narzo School,Baghlan,Khost Wa Firing,2,2,0,1,1,0,0,0,909,2,55,133,64,0,1,0,0,0,0,1164,582,35.95520713000008,69.52598634000003
0913253,Deh Merak Madressa,Baghlan,Khost Wa Firing,2,3,-1,2,1,0,0,0,328,79,21,5,4,2,5,5,2,2,2,455,227,35.93088122000009,69.50456051000003
0913254,Deh Kalan Madressa,Baghlan,Khost Wa Firing,2,2,0,1,1,0,0,0,893,130,58,20,71,0,3,0,0,0,0,1175,587,36.02302714000009,69.79588669000005
1001003,Aaq Rubat School,Bamyan,Bamyan,3,3,0,2,1,0,0,0,159,543,62,9,3,24,8,16,3,3,2,832,277,34.92907686000007,67.65521591000001
1002026,Sabz Aab Mosque,Bamyan,Shebar,2,2,0,1,1,0,0,0,252,64,176,0,0,2,4,0,0,0,0,498,249,34.75475731000007,68.00779562000007
1002027,Dahan-E-Dewalak High School,Bamyan,Shebar,3,3,0,2,1,0,0,0,470,195,97,0,2,0,7,3,4,1,0,779,259,34.67811273000005,68.00962804000007
1002031,Dahan-E-Ghundak Girls School,Bamyan,Shebar,2,2,0,0,2,0,0,0,378,5,298,500,2,0,0,4,0,2,0,1189,594,34.99379976000009,68.02214134000005
1003048,Kogdaay Mosque,Bamyan,Saighan,2,2,0,1,1,0,0,0,97,178,387,50,2,3,3,1,3,2,0,726,363,35.02934631000002,67.63878535000003
1003049,Sokhta Chenar Council Office,Bamyan,Saighan,2,2,0,1,1,0,0,0,861,6,2,52,0,0,1,0,0,0,0,922,461,35.11784712000007,67.69132763000007
1004052,Du Shaakh Mosque,Bamyan,Kahmard,2,2,0,1,1,0,0,0,825,86,52,22,0,0,0,0,0,0,0,985,492,35.37230091000006,67.78701397000002
1005072,Munbar-E-Sarkanak,Bamyan,Yakawlang,2,2,0,1,1,0,0,0,615,57,21,1,2,1,5,4,1,1,0,708,354,34.67231445000004,66.84244182000006
1005073,Munbar-E-Surkhake Payeen,Bamyan,Yakawlang,2,2,0,1,1,0,0,0,57,17,19,0,0,2,1,0,0,0,0,96,48,34.61724298000015,66.74750431000005
1005093,Munbar-E-Shenia Sare Murghi,Bamyan,Yakawlang,2,2,0,1,1,0,0,0,841,35,194,0,0,1,2,0,0,0,0,1073,536,34.93232507000004,66.46149527000006
1006111,Girdenay Mosque,Bamyan,Panjab,3,3,0,2,1,0,0,0,543,75,105,2,2,52,4,5,2,2,2,794,264,34.32706546000004,66.8998528000001
1006112,Char Deh Mosque,Bamyan,Panjab,3,3,0,2,1,0,0,0,456,41,100,0,1,27,0,3,0,1,0,629,209,34.30592109000016,66.65535975000006
1007133,Zardak Berana Qol-E-Masot Mosque,Bamyan,Waras,3,3,0,2,1,0,0,0,880,61,7,0,0,1,0,0,0,0,0,949,316,34.05195621000008,66.61715195000006
1007137,Dahan-E-Mangos Shenia Awba Mosque,Bamyan,Waras,2,2,0,1,1,0,0,0,200,30,88,0,2,4,2,1,1,0,2,330,165,34.25777448000006,67.19669969000007
1007155,Pesh Deh Mosque,Bamyan,Waras,3,3,0,2,1,0,0,0,416,41,11,0,0,9,1,0,0,0,0,478,159,34.12045105000001,66.86597024000005
1007156,Aacha Mazaar Madrassa,Bamyan,Waras,3,3,0,2,1,0,0,0,535,26,115,7,2,3,4,7,1,3,0,703,234,34.29248217000001,66.80598207
1007160,Khaima-E-Kalan Zamen Mosque,Bamyan,Waras,2,2,0,1,1,0,0,0,327,6,9,2,0,0,2,2,0,0,0,348,174,34.11731164000002,67.33516818000001
1101015,Burj-E-Barq Mosque,Ghazni,Ghazni,4,4,0,4,0,0,0,0,512,99,73,4,10,7,1,0,0,2,1,709,177,33.55349006000011,68.42047858000005
1101016,Khatem Ul Mursaleen Mosque,Ghazni,Ghazni,5,5,0,5,0,0,0,0,1144,258,77,11,42,20,4,1,0,0,2,1559,311,33.55336691000007,68.42335990000004
1101036,Hazrat-E-Ali Mosque,Ghazni,Ghazni,6,6,0,0,6,0,0,0,1495,72,234,8,2,26,40,14,13,27,8,1939,323,33.59536612000006,68.4051525300001
1101041,Abu Nasr-E-Mushkan School,Ghazni,Ghazni,1,3,-2,1,2,0,0,0,62,45,4,0,0,1,1,0,0,0,0,113,113,33.44370362000008,68.3843181
1101057,Pashtoon Abad School,Ghazni,Ghazni,4,4,0,3,1,0,0,0,687,518,102,25,22,11,14,6,4,6,1,1396,349,33.52526043000003,68.41747044000002
1101058,Shahrak-E-Muhajerin School,Ghazni,Ghazni,4,4,0,3,1,0,0,0,1148,190,313,4,7,17,14,3,2,0,2,1700,425,33.53111980000003,68.37942932000007
1105063,Sulaiman Zai School,Ghazni,Deh Yak,3,3,0,2,1,0,0,0,16,37,20,6,6,2,1,0,0,0,0,88,29,33.42988793000002,68.61949094000005
1105064,Deh Yak Mosque,Ghazni,Deh Yak,3,3,0,2,1,0,0,0,48,152,7,70,12,10,1,1,85,1,1,388,129,33.47570832000006,68.65245466000003
1105068,Ramak Village Mosque,Ghazni,Deh Yak,2,3,-1,2,1,0,0,0,476,53,271,350,31,3,0,0,0,0,0,1184,592,33.50085900000005,68.62016063000003
1106110,Alberooni Jarmato High School,Ghazni,Jaghatu,3,3,0,0,3,0,0,0,103,5,84,0,0,0,1,0,1,0,0,194,64,33.6214919100001,68.15819453000006
1107227,Bakhshi Village Mosque,Ghazni,Andar,<null>,4,<null>,4,0,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,33.3800567600001,68.4260070000001
1107228,Bakhshi Village School,Ghazni,Andar,<null>,3,<null>,0,3,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,33.38107549000011,68.44046924000004
1107248,Sahib Khan Village Mosque,Ghazni,Andar,2,3,-1,0,3,0,0,0,58,413,50,0,0,0,0,0,0,0,0,521,260,33.32478982000005,68.41580553000007
1107253,Sarki Village Mosque,Ghazni,Andar,4,4,0,2,2,0,0,0,1000,1000,0,299,0,0,0,0,0,0,0,2299,574,33.32111773,68.53892142000004
1108071,Commissionar House,Ghazni,Zanakhan,3,3,0,2,1,0,0,0,544,496,356,261,1,0,0,0,0,0,0,1658,552,33.68272715000003,68.60902224000007
1110281,Miana Bad Village Mosque,Ghazni,Nawur,2,2,0,1,1,0,0,0,816,1,395,0,0,0,72,0,1,0,0,1285,642,34.00322730000001,67.80428516000005
1110282,Farkhtala Mosque,Ghazni,Nawur,1,2,-1,1,1,0,0,1,533,18,39,0,0,3,0,0,0,0,0,593,593,33.81305555000011,67.57861111000007
1110285,Shaheed Mohammad Ali Primary School,Ghazni,Nawur,3,3,0,2,1,0,0,0,905,1,619,1,1,237,0,0,0,0,0,1764,588,33.70497648000006,67.98837095000007
1111148,Qala-E-Baran Upper Mosque,Ghazni,Qara Bagh,3,4,-1,4,0,0,0,0,282,1070,3,352,66,2,0,1,1,3,0,1780,593,33.24719757000003,68.23609131000003
1111166,Sultan Ibrahim School,Ghazni,Qara Bagh,2,2,0,2,0,0,0,0,258,700,16,149,54,6,0,0,0,1,0,1184,592,33.26615936000006,68.11531503000005
1111170,Qarcha Mosque,Ghazni,Qara Bagh,1,2,-1,2,0,0,0,0,0,108,0,9,0,0,0,0,0,0,0,117,117,33.21406067000006,68.10974649000005
1111171,Meerak Mosque,Ghazni,Qara Bagh,2,2,0,0,2,0,0,0,21,203,126,230,119,8,0,1,0,5,0,713,356,33.23780836000007,68.10007696000007
1112211,Zygi Village School,Ghazni,Giro,<null>,2,<null>,0,2,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,32.95570067000008,68.24123909000011
1113380,Landa Khel Village Mosque,Ghazni,Ab Band,1,2,-1,2,0,0,0,0,41,159,114,196,9,1,0,0,0,0,0,520,520,32.98221643000009,67.92842805000006
1114338,Immigrants Primary School,Ghazni,Jaghuri,4,4,0,3,1,0,0,0,1231,125,572,44,4,378,17,0,1,0,2,2374,593,33.06534916000006,67.58152570000004
1114339,Patoo Village High School,Ghazni,Jaghuri,4,4,0,2,2,0,0,0,1565,568,234,0,0,0,3,0,3,4,0,2377,594,33.23235646000001,67.36283804000004
1114353,Payedgah Public Mosque,Ghazni,Jaghuri,2,2,0,1,1,0,0,0,1048,41,103,0,0,0,2,2,1,0,0,1197,598,33.07421657000005,67.34567476000005
1114354,Barak Public Mosque,Ghazni,Jaghuri,2,2,0,1,1,0,0,0,971,105,86,0,9,7,2,1,0,0,0,1181,590,33.2560861600001,67.67119426000005
1115358,Naw Abad Khanadar Mosque,Ghazni,Muqur,4,4,0,3,1,0,0,0,583,123,9,2,2,3,3,0,0,2,0,727,181,32.82407709000003,67.76659708000004
1116298,Wali Asr Sherdagh Mosque,Ghazni,Malistan,4,4,0,3,1,0,0,0,1122,730,522,0,0,0,4,0,0,1,0,2379,594,33.07281269000008,67.00831392000005
1116303,Jambood Girls High School,Ghazni,Malistan,3,3,0,2,1,0,0,0,799,113,265,1,0,1,5,1,1,1,0,1187,395,33.3410456200001,67.29974634000004
1116304,Shafali Mosque,Ghazni,Malistan,2,2,0,1,1,0,0,0,854,232,97,0,0,0,3,0,2,2,0,1190,595,33.08357515000006,66.96595716000004
1117386,Sheenki Village Mosque,Ghazni,Gelan,1,3,-2,2,1,0,0,0,64,503,3,7,3,14,6,0,0,0,0,600,600,32.77834437000008,67.61678171000007
1118294,Chaghmaq Village School,Ghazni,Ajristan,<null>,6,<null>,4,2,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,33.35009336000008,66.92329711000009
1201022,Shahabuddin Mosque,Paktika,Sharan,2,2,0,0,2,0,0,0,1,37,3,1,11,1,1,0,0,1,0,56,28,33.19361110000008,68.78222219999999
1202034,Laghar Village Boys & Girls School,Paktika,Mata Khan,4,4,0,3,1,0,0,0,63,1424,56,122,32,41,30,15,25,41,28,1877,469,33.25790287000006,68.81682591000005
1204058,Mohammd Yaqoob Mosque,Paktika,Yahya Khel,4,4,0,3,1,0,0,0,78,840,57,9,17,5,2,0,0,0,0,1008,252,32.99109906000005,68.66641101000002
