PC_number,pc_name,province,district,PS_total_final,PS_planned,ps_diff,ps_male,ps_female,closed,unopened,excluded,Dr_Abdullah_Abdullah,Dr_Mohammad_Ashraf_Ghani_Ahmadzai,Zalmai_Rassoul,Prof_Abdo_Rabe_Rasool_Sayyaf,Eng_Qutbuddin_Hilal,Mohd_Shafiq_Gul_Agha_Sherzai,Mohammad_Daoud_Sultanzoy,Hedayat_Amin_Arsala,Quayum_Karzai,Mohammad_Nadir_Naeem,Abdul_Rahim_Wardak,vote_total,vote_per_ps,Lat,Long
0101001,Ashuqan-O-Arifan High School,Kabul,Kabul-D01,5,5,0,3,2,0,0,0,160,97,56,10,7,10,2,1,0,1,0,344,68,34.50867443000004,69.18066344000002
1308138,Venus Khel Mosque,Paktya,Laja Ahmad Khel,3,3,0,3,0,0,0,0,50,458,298,196,780,10,0,0,0,0,0,1792,597,33.87580948000005,69.63338020000003
0605160,Darbang School,Nangarhar,Kama,3,3,0,2,1,0,0,0,37,802,193,29,105,1,1,2,1,0,0,1171,390,34.45623962700017,70.59428924500008
0619243,Mama Khel High School,Nangarhar,Sher Zad,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.24672994000013,69.99698577000001
0614499,Private House,Nangarhar,Goshta,2,2,0,0,2,0,0,0,183,768,30,7,18,2,4,0,7,1,0,1020,510,34.47952462000011,70.92009011000003
0615385,Bandar Khola Jaame Mosque,Nangarhar,Achin,<null>,2,<null>,2,0,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.06979582000006,70.76374529000003
3214301,Qandiz Qademi Mosque,Herat,Shindand,4,4,0,3,1,0,0,0,1230,38,65,286,10,2,3,1,0,0,0,1635,408,33.30640805000005,62.14273845000008
3203117,Kochis Location,Herat,Guzara,2,2,0,1,1,0,0,0,141,4,390,118,1,0,0,0,1,2,0,657,328,34.06038433000001,62.37629026000009
2106177,Shamsullah Private House,Balkh,Balkh,2,2,0,1,1,0,0,0,94,254,63,1,0,1,0,0,3,0,0,416,208,36.91065493600006,66.84834686300006
0206095,Shaheed Hafizullah Secondary School,Kapisa,Tagab,<null>,3,<null>,3,0,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.88705194000006,69.68533361000003
0310131,District Building,Parwan,Shaykh Ali,2,2,0,1,1,0,0,0,499,85,182,132,118,1,0,1,1,1,0,1020,510,34.94656316000012,68.54131215100007
3212376,Posht-E- Paji Mosque,Herat,Obe,2,2,0,1,1,0,0,0,479,2,6,98,1,1,2,0,0,0,0,589,294,34.27624227000005,63.24147262000009
3212377,Sarwan School,Herat,Obe,4,5,-1,3,2,0,0,1,214,48,164,72,0,4,6,1,0,3,2,514,128,34.28907849000007,63.05783067000005
0307090,Du Aab Mosque,Parwan,Syahgirdi Ghorband,3,3,0,2,1,0,0,0,343,11,318,264,8,0,19,1,0,0,3,967,322,35.00530741000006,68.86111751000001
2301039,Jandak School,Ghor,Chighcheran,<null>,5,<null>,3,2,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.99556325000001,65.70398113000003
0704076,Parwayee School,Laghman,Alingar,1,2,-1,1,1,0,0,0,15,58,69,115,29,0,0,0,0,0,0,286,286,34.86126123000001,70.36992997000004
0704080,Mango School And Tent,Laghman,Alingar,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.8866182900001,70.37945197000006
0704081,Kotaly Islamic Madrassa,Laghman,Alingar,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.92327418000006,70.39196032000008
1506063,Primary School,Kunar,Shigal Wa Shiltan,5,5,0,3,2,0,0,0,50,760,93,23,18,1,2,0,4,0,1,952,190,34.94980635000006,71.22808631
1506064,District Compound,Kunar,Shigal Wa Shiltan,5,5,0,3,2,0,0,0,46,753,146,18,73,0,3,1,2,2,0,1044,208,34.96645553000003,71.27483787000004
1512054,Byadad Primary School,Kunar,Dangam,1,4,-3,2,2,0,0,1,2,0,562,0,0,0,2,0,1,2,0,569,569,35.01560098000009,71.39875741000002
2305113,Takhta Tarma Bazar Tent,Ghor,Pasaband,3,3,0,2,1,0,0,0,866,585,178,101,20,3,1,0,0,0,0,1754,584,33.78764238000014,64.89160150000002
2305134,Surkhak Village Mosque,Ghor,Pasaband,<null>,2,<null>,1,1,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,33.60597896000013,65.2299954800001
2309178,Tolak School,Ghor,Tulak,3,3,0,2,1,0,0,0,474,494,33,225,0,1,3,2,1,1,1,1235,411,33.97186444000007,63.71988353000005
2309186,Tagab Ashlan Secondary School,Ghor,Tulak,<null>,4,<null>,3,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.12008072000004,63.63185896000005
2309192,Arbab Mir Gul Private House,Ghor,Tulak,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.15350051000004,63.51956725000007
2309193,Sang Khalq Primary School,Ghor,Tulak,3,3,0,2,1,0,0,0,505,3,21,1205,2,0,6,3,0,0,0,1745,581,33.94593145,63.79730451000005
3007196,Asad Suri High School,Helmand,Nawzad,7,7,0,6,1,0,0,0,304,277,535,23,33,276,9,3,35,39,6,1540,220,32.40451600000003,64.47085691000005
3009184,Noor Mohammad Private House,Helmand,Musa Qala,4,5,-1,3,2,0,0,0,1,47,1286,290,31,48,0,1,0,1,0,1705,426,32.23240214,64.69830950000004
3009185,Khan Mohammad Mosque,Helmand,Musa Qala,5,5,0,3,2,0,0,0,8,130,209,2,18,1,0,1,3,1,1,374,74,32.26020614,64.74522454000005
3105153,Akazi School,Badghis,Bala Murghab,2,2,0,1,1,0,0,0,16,503,285,376,0,0,0,0,1,0,0,1181,590,35.61373847000009,63.31073532000006
3105158,Joy-E- Kar School,Badghis,Bala Murghab,2,3,-1,2,1,0,0,0,40,47,210,0,1,0,0,0,0,0,0,298,149,35.52160345000002,63.37038205000005
3105168,Mahalla-E- Paheen  School,Badghis,Bala Murghab,<null>,5,<null>,3,2,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,35.32536504000007,63.64135239000006
3105188,Sarkhlang Joy-E-Ganj Mosque,Badghis,Bala Murghab,1,2,-1,1,1,0,0,0,4,18,96,0,6,92,0,0,1,1,0,218,218,35.61215435000008,63.32484536000003
3303055,Kariz Sadiq Mosque,Farah,Khak-E-Safed,2,2,0,1,1,0,0,0,8,681,43,67,26,21,0,0,0,0,0,846,423,32.90659178000003,61.90357121000003
3303239,Ghorchi Mosque,Farah,Khak-E-Safed,2,2,0,1,1,0,0,0,18,132,61,89,5,2,0,0,0,0,0,307,153,32.60276273000004,62.09337379000004
3304072,Hassan Abad Ulya Mosque,Farah,Qala-E-Kah,2,2,0,1,1,0,0,0,634,1,0,53,2,0,0,0,1,0,0,691,345,32.2993253600001,61.29710971000002
3306149,Todanak Village Tent (Kuchi),Farah,Bala Buluk,2,2,0,1,1,0,0,0,8,49,32,2,8,0,0,1,1,0,0,101,50,32.76432537000001,62.57846224000006
3310177,Mughol Abad Mosque,Farah,Gulistan,1,2,-1,1,1,0,0,0,12,12,4,2,0,0,0,0,0,0,0,30,30,32.55547772000003,63.23385868000005
0205039,Qazi Abdul Jamil  School,Kapisa,Nijrab,3,3,0,1,2,0,0,0,12,8,3,7,35,0,0,0,0,0,0,65,21,34.95213324999998,69.59841878000003
0206078,Ghazi Usman High School,Kapisa,Tagab,3,3,0,3,0,0,0,0,45,107,23,5,8,2,0,2,0,0,0,192,64,34.85358832000004,69.6453694300001
0308143,Mula Ahmad Khel School,Parwan,Kohi Safi,2,2,0,1,1,0,0,0,23,183,16,24,153,0,0,0,4,0,1,404,202,34.85720486000002,69.39293610000007
0308144,Dandar School,Parwan,Kohi Safi,2,2,0,1,1,0,0,0,80,327,122,43,70,1,1,0,0,2,0,646,323,34.79483419000007,69.46397381000007
0703093,Kotwal Khando Village Mosque,Laghman,Alishing,3,3,0,2,1,0,0,0,621,134,75,37,621,0,0,0,0,0,0,1488,496,34.77972019000001,70.11452913000002
1513082,Morchal Village Primary School,Kunar,Chapa Dara,<null>,4,<null>,3,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.99739611000008,70.73665760000004
1514083,Bar Noor Gul Boys High School,Kunar,Noor Gal,3,3,0,1,2,0,0,0,91,528,55,256,12,1,2,1,0,0,0,946,315,34.61408006000008,70.76200808000009
1702054,Gazan Mosque,Badakhshan,Argo,3,3,0,2,1,0,0,0,418,0,264,37,0,0,3,0,0,0,0,722,240,36.9862397700001,70.63250517000004
1702055,Bagh Mubarak School,Badakhshan,Argo,3,3,0,2,1,0,0,0,706,9,48,22,3,0,6,0,0,1,0,795,265,37.05528507999999,70.65470123000006
2308232,Seb Talkh School,Ghor,Taywara,2,2,0,1,1,0,0,0,639,24,151,249,3,1,1,1,2,3,1,1075,537,33.59241815000012,64.22200661000001
3104086,Qoole Zardak,Badghis,Qadis,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.76178709000011,63.5289074300001
3310172,Qala Kohna Boys Primary School,Farah,Gulistan,2,2,0,1,1,0,0,0,146,206,16,1,0,1,0,0,1,0,0,371,185,32.61456274000005,63.67324660000004
3406057,Dangar Abad,Nimroz,Delaram,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,32.19349240000008,63.55801623000006
0306064,Takhma Mosque,Parwan,Salang,3,3,0,2,1,0,0,0,783,12,24,28,2,0,6,1,0,0,2,858,286,35.17536233100008,69.2223161540001
3104080,Nawa Mullah Gadah Mosque,Badghis,Qadis,2,2,0,1,1,0,0,0,491,3,2,391,0,0,3,0,0,0,0,890,445,34.7153144150001,63.86321131199999
0309142,Ziarat-E-Shah Daleer Lolenj,Parwan,Surkhi Parsa,2,2,0,1,1,0,0,0,474,33,48,7,54,0,6,1,0,1,0,624,312,34.91635675400011,68.64606711600005
0101013,Takya Khana-E-Umomi,Kabul,Kabul-D01,5,5,0,3,2,0,0,0,912,245,258,4,2,23,10,10,3,6,1,1474,294,34.51087009999998,69.17511911000011
0101244,No.16Th Secondary School,Kabul,Kabul-D11,7,7,0,4,3,0,0,0,932,376,176,93,10,2,4,1,0,2,0,1596,228,34.56950000000008,69.13307222000005
0102417,Orya Khel Secondary School,Kabul,Paghman,2,2,0,1,1,0,0,0,22,151,8,537,19,2,1,0,0,1,0,741,370,34.54277991000006,68.96435500000008
0102418,Saha-E-Kuchiha,Kabul,Paghman,3,3,0,2,1,0,0,0,104,295,33,84,13,1,1,0,1,0,0,532,177,34.48005115000004,68.94906596000003
0103422,Malik Khani House,Kabul,Chahar Asyab,2,2,0,1,1,0,0,0,16,529,11,6,9,1,0,0,2,1,0,575,287,34.35229222000007,69.11714510000007
0103423,Chahar Asyab Boys High School,Kabul,Chahar Asyab,3,3,0,2,1,0,0,0,142,365,39,31,28,1,1,1,0,0,0,608,202,34.41689761000002,69.14518153000009
0104459,Shaheed Mohammad Arif Zarif Secondary School,Kabul,Bagrami,4,4,0,2,2,0,0,0,266,662,68,257,75,4,2,2,5,1,2,1344,336,34.47010521200009,69.20068406200008
0104460,Kariz Bakr Primary School,Kabul,Bagrami,3,3,0,2,1,0,0,0,37,563,26,43,12,0,0,0,1,0,0,682,227,34.46750000000002,69.31333333000002
0105472,Deh Sabz-E-Khas Girls High School,Kabul,Dehsabz,2,2,0,1,1,0,0,0,106,160,12,69,8,3,0,2,0,0,0,360,180,34.646100641,69.39454217600006
0105474,Haji Ahmad Shah Mosque,Kabul,Dehsabz,4,4,0,2,2,0,0,0,55,480,34,8,31,4,0,0,0,0,0,612,153,34.60836995000015,69.26238547000011
0106394,Dara-E-Shakar Dara High School,Kabul,Shakar Dara,7,7,0,4,3,0,0,0,286,384,93,232,64,1,1,4,0,2,0,1067,152,34.68545039000008,69.03443985000004
0106395,Qala-E-Murad Big High School,Kabul,Shakar Dara,6,6,0,3,3,0,0,0,1221,146,36,457,24,2,8,1,0,1,1,1897,316,34.66741061000002,69.07541514000005
0114366,Abdul Rahman Ba Ba Secondary School,Kabul,Qara Bagh,4,4,0,2,2,0,0,0,167,212,21,186,55,35,2,0,0,1,0,679,169,34.86588865000008,69.18468964000004
0114367,Abdul Wakil Shaheed High School,Kabul,Qara Bagh,5,5,0,3,2,0,0,0,742,257,47,157,68,6,9,1,3,1,0,1291,258,34.8439567400001,69.15720909
0115479,Yar Del Orya Khel Mosque,Kabul,Surubi,3,3,0,2,1,0,0,0,24,1055,208,14,87,34,0,47,3,1,2,1475,491,34.56868747000004,69.71990075000006
0115480,Tezen-E-Khas Primary School,Kabul,Surubi,2,3,-1,2,1,0,0,0,0,964,11,0,16,0,0,16,2,1,0,1010,505,34.36484157000005,69.57981103000004
0115517,Guga Manda School,Kabul,Surubi,2,2,0,1,1,0,0,0,39,600,193,16,3,1,1,0,0,0,0,853,426,34.57776629000008,69.59578261000006
0115518,Sperkundi School,Kabul,Surubi,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.66239124000005,69.83624382000004
0603084,Bakhtaan Clinic,Nangarhar,Surkh Rud,2,2,0,0,2,0,0,0,170,717,62,11,23,7,1,0,0,2,3,996,498,34.43259103000002,70.40295759000001
0603085,Fateh Abad Clinic,Nangarhar,Surkh Rud,3,3,0,3,0,0,0,0,23,499,258,16,85,0,1,2,5,1,0,890,296,34.35657341000007,70.22309465000008
1007150,Takhta Ha Mosque,Bamyan,Waras,2,2,0,1,1,0,0,0,189,18,5,0,0,2,2,0,0,0,1,217,108,34.08106757000006,66.9258533500001
1007151,Waaz Darghan Mosque,Bamyan,Waras,2,2,0,1,1,0,0,0,369,3,4,0,0,1,1,0,0,1,0,379,189,34.03167321000013,66.97161039000012
1007159,Toop-E-Ismael Mosque,Bamyan,Waras,3,3,0,2,1,0,0,0,548,17,2,2,0,0,1,0,0,0,0,570,190,34.11790565000007,66.9681941800001
1205081,Big Mosque,Paktika,Sar Rawza,1,2,-1,2,0,0,0,0,3,22,2,1,2,0,0,0,0,0,0,30,30,32.97093490000001,69.07377057000011
1205082,Mohammad Hayat Guest House,Paktika,Sar Rawza,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.97138823000007,69.07476653000002
1208126,Mawlavi Serajuddin Madressa,Paktika,Gomal,3,4,-1,3,1,0,0,0,150,750,650,150,100,0,0,0,0,0,0,1800,600,32.1846380500001,69.00664213000002
1208127,Shekin Bazaar Mosque,Paktika,Gomal,2,2,0,2,0,0,0,0,112,341,119,9,0,2,0,0,0,3,0,586,293,32.44728365,68.85172837000009
1308207,Moti School,Paktya,Laja Ahmad Khel,2,2,0,1,1,0,0,0,21,412,0,182,585,0,0,0,0,0,0,1200,600,33.88577968900002,69.67766876000007
1309170,Kotkai Mosque,Paktya,Jani Khel,2,2,0,2,0,0,0,0,41,140,620,376,3,15,1,0,0,3,1,1200,600,33.6666621700001,69.78482170000008
1401003,Omer Village Dermand,Khost,Khost,4,4,0,3,1,0,0,0,114,982,55,9,67,6,3,6,5,10,6,1263,315,33.32614995000005,69.94279470000002
1401004,Mohammad Vally Shah Hojra,Khost,Khost,2,2,0,1,1,0,0,0,92,573,50,11,33,3,7,10,8,9,4,800,400,33.32765050000007,69.94409176000003
1902115,Salarzai Mosque,Kunduz,Char Dara,3,3,0,2,1,0,0,0,238,468,15,10,24,42,1,1,1,1,0,801,267,36.63276682200004,68.84997968400009
1905093,Nomania Secondary School,Kunduz,Hazrat-E-Imam Sahib,4,4,0,3,1,0,0,0,1364,469,117,154,39,14,19,4,9,4,5,2198,549,37.19456548000007,68.89822911000002
1905094,Ortablaqi School,Kunduz,Hazrat-E-Imam Sahib,3,3,0,2,1,0,0,0,463,91,68,119,31,16,12,4,3,4,1,812,270,37.15549619000005,68.90591411000011
2005072,Aabkhorak Madrassa,Samangan,Roi-Do-Ab,4,4,0,3,1,0,0,0,1750,19,126,49,1,0,5,2,0,0,0,1952,488,35.50397325000006,67.76274366000004
2005073,Do Aab Madrassa,Samangan,Roi-Do-Ab,3,3,0,2,1,0,0,0,1020,10,103,30,11,1,18,8,3,2,1,1207,402,35.56491998000008,67.81933833000004
2804069,Chaar Changhoo High School,Jawzjan,Mingajik,4,4,0,2,2,0,0,0,557,582,120,33,12,2,14,12,16,15,10,1373,343,37.00583957000005,66.08406227000009
2804070,Mangjeek School,Jawzjan,Mingajik,4,4,0,2,2,0,0,0,627,279,75,13,9,5,20,13,21,22,16,1100,275,37.01402769000001,66.13708515000006
2806086,Qarnas School,Jawzjan,Khamyab,3,3,0,2,1,0,0,0,356,505,386,60,21,8,14,6,11,9,17,1393,464,37.5317154700001,65.71695304000005
2806087,Chopli Tapa,Jawzjan,Khamyab,2,2,0,1,1,0,0,0,135,206,73,18,9,0,6,2,9,7,9,474,237,37.49518734999999,65.80223849000004
2907110,Zori Ha Primary School,Faryab,Qaisar,<null>,3,<null>,2,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,35.72003963000002,64.15662982000003
2909158,Qozi Bay Qala Girls High School,Faryab,Dawlat Abad,3,4,-1,2,2,0,0,0,7,1761,2,0,0,0,0,0,0,4,0,1774,591,36.41997614000006,64.88473039000007
2909159,Jar Qala School,Faryab,Dawlat Abad,4,4,0,2,2,0,0,0,60,1199,29,3,0,25,0,2,11,5,1,1335,333,36.36500584000004,64.90297028000003
3202078,Shohada Secondary School,Herat,Enjil,2,2,0,2,0,0,0,0,120,7,7,40,1,1,1,0,0,0,1,178,89,34.27960544000002,62.39698059000005
3206128,Shah Abad School,Herat,Pashtun Zarghun,5,5,0,3,2,0,0,0,631,264,96,29,6,4,12,5,10,9,4,1070,214,34.22481174000006,62.62732016000004
3206129,Gul Meer High School,Herat,Pashtun Zarghun,3,3,0,2,1,0,0,0,496,73,168,51,3,2,10,3,7,3,4,820,273,34.21801420000006,62.59203992000001
3207180,Khwaja Sabz Posh School,Herat,Kushk (Rubat-E-Sangi),<null>,3,<null>,2,1,1,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.97661726000009,62.01911190000003
3309097,Daraq Secondary School,Farah,Lash-E-Juwayn,4,4,0,2,2,0,0,0,77,29,42,136,1,1,5,1,0,1,3,296,74,31.62775303000004,61.50522186000003
3309098,Deh Shaikh Mosque,Farah,Lash-E-Juwayn,2,2,0,1,1,0,0,0,407,19,7,10,2,2,1,1,0,1,0,450,225,31.50046354000007,61.50595113000001
0309140,Qatandar School,Parwan,Surkhi Parsa,2,2,0,1,1,0,0,0,357,7,15,168,115,0,0,0,0,4,0,666,333,34.7273239200001,68.7410035
1728212,Sarhad Pamir_Patokh High School,Badakhshan,Wakhan,2,2,0,1,1,0,0,0,366,433,25,65,0,0,4,0,4,1,1,899,449,37.00989972000009,73.40719502000005
0101038,Sayed Jamalluddin Teacher Training School,Kabul,Kabul-D03,5,5,0,3,2,0,0,0,1427,318,301,49,13,22,11,2,2,1,0,2146,429,34.51087045000001,69.1320396300001
0101039,Amir Dust Mohammad Khan School,Kabul,Kabul-D03,5,5,0,3,2,0,0,0,990,635,118,111,21,7,8,7,1,2,3,1903,380,34.51050182000003,69.15775104000006
0101093,Mohammad Qayam Khan Primary School,Kabul,Kabul-D05,3,3,0,2,1,0,0,0,356,398,86,241,44,9,5,0,0,0,0,1139,379,34.51452243000011,69.10758998000006
0101430,Noman Ibne Sabit Mosque,Kabul,Kabul-D08,9,9,0,4,5,0,0,0,363,462,26,19,32,16,1,3,7,1,0,930,103,34.49134022000002,69.19258758000004
0101491,Abu Baker Sediq Mosque,Kabul,Kabul-D08,3,3,0,2,1,0,0,0,57,621,10,7,68,3,1,0,4,0,0,771,257,34.50083333,69.21500000000005
0108337,Mir Hameedullah School,Kabul,Mir Bacha Kot,4,4,0,2,2,0,0,0,1185,58,9,36,10,0,1,1,0,0,0,1300,325,34.71223166000004,69.10733235000002
0108338,Pul-E-Sofian School,Kabul,Mir Bacha Kot,<null>,3,<null>,2,1,0,0,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,34.69799076700006,69.09359880700003
0602050,Shahid Agha Mosque,Nangarhar,Behsud,4,4,0,4,0,0,0,0,135,689,148,30,84,2,2,2,0,0,0,1092,273,34.45477772000012,70.50584211000007
0602051,Malakh Village School,Nangarhar,Behsud,3,3,0,0,3,0,0,0,317,784,162,13,57,27,2,1,0,0,0,1363,454,34.4705520200002,70.50916448000007
0616426,Hospital Mosque,Nangarhar,Shinwar,3,3,0,0,3,0,0,0,269,821,177,180,63,10,0,1,0,3,0,1524,508,34.21979367000004,70.81549116000008
0616428,Daaga School,Nangarhar,Shinwar,4,5,-1,3,2,0,0,0,269,248,103,0,48,2,0,0,31,2,1,704,176,34.19226264900007,70.81126664400007
0617472,Gardee Ghows High  School,Nangarhar,Muhmand Dara,4,4,0,2,2,0,0,0,636,1095,137,3,29,9,3,2,0,0,0,1914,478,34.23503825000003,70.96880769000009
0617474,Aimal Khan High School,Nangarhar,Muhmand Dara,3,6,-3,2,4,0,0,0,93,576,71,16,70,4,2,1,4,3,1,841,280,34.24384156000005,70.88198936000003
1201009,Aljahad Primary School,Paktika,Sharan,3,3,0,3,0,0,0,0,46,962,34,16,65,2,2,3,6,1,1,1138,379,33.19355742000005,68.81752065000005
1201010,Primary School,Paktika,Sharan,2,2,0,0,2,0,0,0,16,382,11,0,98,0,0,1,7,2,0,517,258,33.18985915000007,68.82264376000002
1207096,Ibrahim Guest House,Paktika,Zarghun Shahr,2,2,0,0,2,0,0,0,17,1107,0,11,6,8,0,0,0,1,0,1150,575,32.81231095000008,68.46969351000008
1207098,Mohammad Dost Mosque,Paktika,Zarghun Shahr,2,4,-2,2,2,0,0,0,10,231,247,0,0,10,0,0,5,0,0,503,251,32.83058872000002,68.48861455000007
1212189,Khaima Mosque,Paktika,Ziruk,3,3,0,3,0,0,0,0,3,114,1,0,3,0,0,0,4,3,0,128,42,33.15833863000009,69.31137204000004
1301006,Ibrahim Khel School,Paktya,Gardez,7,7,0,4,3,0,0,0,20,1013,20,8,17,1,0,2,0,0,4,1085,155,33.55770078000008,69.16959117000007
1301007,Robaat Boys School,Paktya,Gardez,2,2,0,2,0,0,0,0,16,331,2,2,13,4,3,3,6,1,2,383,191,33.63602654,69.16432346000006
1306031,Karez Mosque,Paktya,Sayyid Karam,2,2,0,2,0,0,0,0,0,385,46,100,43,0,0,2,0,1,0,577,288,33.75416709000015,69.45204473000007
1306032,Karez School,Paktya,Sayyid Karam,2,2,0,0,2,0,0,0,56,462,470,18,100,48,0,0,1,4,1,1160,580,33.75343072000004,69.45010404000003
1310157,District Central Hospital,Paktya,Samkani,4,4,0,0,4,0,0,0,39,2136,58,107,5,2,4,3,1,2,2,2359,589,33.80422075000007,69.81470407000006
1310159,Sultan House,Paktya,Samkani,4,4,0,0,4,0,0,0,45,1779,12,530,12,3,0,0,0,3,0,2384,596,33.7968913500001,69.74202191000006
1310160,Eid Gul Mosque,Paktya,Samkani,4,4,0,4,0,0,0,0,84,1998,16,214,38,0,0,1,3,7,0,2361,590,33.71254472000002,69.7623237700001
1401047,Rasool House,Khost,Khost,2,3,-1,2,1,0,0,1,17,201,23,0,25,0,0,0,0,0,0,266,133,33.31388832000003,69.95692123000002
1401161,Dere Madrassa,Khost,Khost,3,3,0,2,1,0,0,0,12,396,13,1,23,0,0,1,0,2,0,448,149,33.35022909000006,70.02169062000004
1402085,Tora Wari High School Degan,Khost,Manduzay,2,2,0,1,1,0,0,0,12,600,16,0,0,0,1,1,1,1,0,632,316,33.29951064000007,69.86801995000005
1402086,Sayda Jan Mosque,Khost,Manduzay,2,2,0,1,1,0,0,0,5,739,18,6,7,1,0,3,1,3,0,783,391,33.3230709800001,69.86172060000007
1801017,Bolak Orta Baz Primary School,Takhar,Taluqan,4,3,1,2,1,0,0,0,523,1211,25,27,11,2,4,5,20,8,4,1840,460,36.74563482000002,69.55624660000011
1806083,District Office,Takhar,Namak Ab,5,5,0,3,2,0,0,0,958,23,168,23,31,1,9,2,5,7,3,1230,246,36.59439838000003,69.64108956000005
2106159,Elqechee School,Balkh,Balkh,3,3,0,2,1,0,0,0,664,16,30,5,1,3,5,1,0,0,0,725,241,36.89227926000005,66.77677677000007
3202038,Abul Waleed Mosque,Herat,Enjil,6,4,2,2,2,0,0,0,2295,125,83,505,2,14,25,4,8,9,4,3074,512,34.36007106000005,62.1479616600001
3202039,Gow Butan High School,Herat,Enjil,5,3,2,2,1,0,0,0,1634,174,112,409,3,5,23,5,8,6,6,2385,477,34.3441705470001,62.13546103500003
3204158,Islam Abad School,Herat,Karrukh,2,2,0,1,1,0,0,0,513,28,58,143,4,2,5,1,1,3,1,759,379,34.3768021570001,62.44484468500008
3204159,Pahlawan Peri Scondary School,Herat,Karrukh,2,2,0,1,1,0,0,0,1118,25,5,20,0,1,6,0,0,1,0,1176,588,34.35810732000009,62.39578671
3204163,Korpa School,Herat,Karrukh,3,3,0,1,2,0,0,0,833,3,128,136,3,1,4,1,0,2,1,1112,370,34.54668731,62.31717720000005
3204164,Kochis Location,Herat,Karrukh,3,3,0,2,1,0,0,0,159,8,50,46,1,2,2,0,0,1,0,269,89,34.57343081000003,63.09141110000004
3214336,Chahar Qala-E-Dowom Clinic,Herat,Shindand,<null>,2,<null>,1,1,0,1,0,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>,,33.20600070000004,62.19313370000007
3301247,Sang Zor Mosque,Farah,Farah,3,3,0,2,1,0,0,0,202,312,65,50,15,10,6,8,3,5,3,679,226,32.35450206300006,62.08648384300007
3304248,Angiran School,Farah,Qala-E-Kah,3,3,0,2,1,0,0,0,8,14,0,1,0,0,0,0,0,0,0,23,7,32.43890723000003,61.39073744600008
1001168,Karte Solh High School,Bamyan,Bamyan,4,3,1,2,1,0,0,0,1267,441,340,25,2,59,26,6,10,11,5,2192,548,34.8337473170001,67.78193151600001
1001169,Mosque,Bamyan,Bamyan,3,3,0,2,1,0,0,0,162,238,114,5,1,2,2,3,2,2,3,534,178,34.8786028280001,67.51523845000008
2407191,Mosque,Daykundi,Miramor,3,3,0,2,1,0,0,0,490,138,66,0,1,0,7,1,0,0,0,703,234,33.90772129000009,67.12117059800003
2407192,Mosque,Daykundi,Miramor,3,3,0,2,1,0,0,0,405,97,32,0,1,1,3,2,2,0,1,544,181,33.83226567200009,67.24597724200002
2402172,Mosque,Daykundi,Shahristan,3,3,0,2,1,0,0,0,406,28,50,0,0,2,4,0,0,0,0,490,163,33.53988031299998,66.66672259900007
0902260,Nawamad Mosque,Baghlan,Dahana-E-Ghuri,3,3,0,2,1,0,0,0,8,238,1,0,0,0,0,0,3,0,0,250,83,35.75190246700002,68.49832322400005
0903261,Abo Hanifa Madrasa,Baghlan,Doshi,2,3,-1,2,1,0,0,0,354,190,164,36,70,9,2,0,2,1,1,829,414,35.59830178000006,68.73000368800004
