lon,lat,ps_male,pc_name,pc_code,province,ps_total,ps_female,pc_location,iec_prov_id,map_accuracy,iec_district_id
69.18066344000002,34.50867443000002,3,ليسه عاشقان و عارفان,0101001,کابل,6,3,کوچه اچکزی,1,Building,1
69.63338020000002,33.875809480000036,3,مسجد ونس خیل,1308138,پکتيا,3,0,کوندی حسن خیل کلی,13,District,8
70.59428924500006,34.456239627000045,2,دار بنګ مکتب,0605160,ننگرهار,3,1,داربنګ,6,Village,5
69.99698577000001,34.24672994000007,0,ماماخيل ليسه,0619243,ننگرهار,3,3,ماما خيل,6,Village,19
70.92009011000003,34.47952462000006,0,شخصي کور,0614499,ننگرهار,2,2,علي خيل کلی,6,Village,14
62.14273845000007,33.30640805000004,4,مسجد قدیمی قندیز,3214301,هرات,5,1,قندیز,32,Building,14
66.84834686300006,36.91065493600006,1,مسجد جامع خواجه ولی,2106177,بلخ,2,1,شهاب افغانیه,21,Building,6
69.68533361000003,34.887051940000035,4,متوسطه شهید حفیظ الله,0206095,کاپيسا,4,0,شکوت,2,Building,6
68.54131215100004,34.946563160000046,1,کیلینک حیوانی ولسوالی,0310131,پروان,2,1,بازار ولسوالی دشت گذار,3,Building,10
63.24147262000007,34.27624227000005,3,مسجد پشت پاجی,3212376,هرات,5,2,پشت پاجی,32,Village,12
63.057830670000016,34.28907849000005,3,مکتب سیروان,3212377,هرات,5,2,قریه سیروان,32,Building,12
68.86111751000001,35.00530741000004,2,مسجد جامع دو آب,0307090,پروان,3,1,سرپل دو آب,3,District,7
65.70398113000003,34.99556325000003,3,مکتب جنداک,2301039,غور,5,2,جنداک,23,Village,1
70.36992997000003,34.86126123000001,2,دپړوائي ښوونځی,0704076,لغمان,4,2,پړوایی,7,Building,4
71.22808631000001,34.94980635000006,4,مکتب ابتدائیه,1506063,کنړ,6,2,شین کوړک,15,Building,6
71.27483787000004,34.96645553000005,3,تعمیر ولسوالی,1506064,کنړ,5,2,شیگل واشیلتن,15,Building,6
71.39875741000002,35.015600980000045,2,مکتب ابتدائیه,1512054,کنړ,4,2,بیاداد,15,Village,12
64.89160150000002,33.787642380000065,2,خیمه بازار تخته ترمه,2305113,غور,3,1,قریه تخته ترمه,23,Building,5
63.71988353000005,33.97186444000002,3,مکتب تولک,2309178,غور,4,1,قریه خوا جه ها,23,Building,9
63.79730451000003,33.94593145000001,2,مکتب ابتدای سنگ خلق,2309193,غور,3,1,سنگ خلق,23,Building,9
64.47085691000005,32.404516000000044,6,اسعد سوري ليسه,3007196,هلمند,7,1,نوزاد کلان,30,Village,7
64.69830950000004,32.23240214000002,3,د نور محمد كور,3009184,هلمند,5,2,شیرغزی,30,Village,9
64.74522454000001,32.26020614000001,3,خان محمد مسجد,3009185,هلمند,5,2,کاڼی مانده,30,Village,9
63.31073532000003,35.61373847000003,2,مکتب اکازی ها,3105153,بادغيس,3,1,اکازی ها,31,Building,5
63.37038205000002,35.52160345000003,2,مکتب جوی کار,3105158,بادغيس,3,1,جوی کار,31,Building,5
63.324845360000026,35.612154350000026,2,مسجد سر خلنگ جوی گنج,3105188,بادغيس,3,1,سرخلنک جوی گنج,31,Village,5
61.90357121000003,32.90659178000002,1,مسجد کاریز صادق,3303055,فراه,2,1,کاریز صادق,33,Village,3
61.297109710000015,32.29932536000005,2,مسجد حسن آباد علیا,3304072,فراه,3,1,حسن آباد علیا,33,Building,4
62.578462240000064,32.76432537000004,1,خیمه قریه تودنک  ( کوچی ),3306149,فراه,2,1,قریه تودنک,33,Village,6
63.23385868000007,32.555477720000056,1,مسجد مغل آباد,3310177,فراه,2,1,مغل آباد,33,Village,10
69.59841878000002,34.95213325,1,مکتب قاضی عبدالجمیل,0205039,کاپيسا,4,3,افغانیه,2,Building,5
69.64536943000006,34.853588320000036,4,لیسه غازی عثمان,0206078,کاپيسا,4,0,مرکز ولسوالی,2,Building,6
69.39293610000003,34.85720485999999,2,مکتب ملا احمد خیل,0308143,پروان,3,1,ملا احمد خیل,3,Building,8
69.46397381000007,34.79483419000007,1,مکتب دندر,0308144,پروان,2,1,دندر,3,Building,8
70.11452913000004,34.77972019000002,2,دکوټوال خنډودکلي جومات اوعامه برنډه,0703093,لغمان,3,1,عليشنګ,7,Village,3
70.76200808000003,34.614080060000035,1,لیسه ذکور,1514083,کنړ,4,3,برنورگل,15,Building,14
70.63250517000004,36.98623977000003,2,مسجد گزان,1702054,بدخشان,3,1,گزان,17,Building,2
70.65470123000004,37.05528508000002,2,مکتب باغ مبارک,1702055,بدخشان,3,1,باغ مبارک,17,Building,2
64.22200661000002,33.59241815000004,1,مکتب سیب تلخ,2308232,غور,2,1,سیب تلخ,23,Village,8
67.12117059800002,33.90772129000004,2,مسجد,2407191,دایکندی,3,1,شازان,24,Building,7
67.24597724200001,33.832265672000055,2,مسجد,2407192,دایکندی,3,1,غجورک,24,Building,7
66.66672259900007,33.539880313000005,2,مسجد,2402172,دایکندی,3,1,راخان,24,Building,2
68.49832322400002,35.751902467000015,2,مسجد نوآمد,0902260,بغلان,3,1,نوامد قره خوال شلکتو,9,Building,2
68.73000368800004,35.59830178000002,2,مدرسه ابوحنیفه,0903261,بغلان,3,1,خواجه زید سفلی,9,Building,3
69.24840480100002,34.46610113200004,2,مسجد جامع قلعه حسن خان,0104539,کابل,3,1,قلعه حسن خان سفلی,1,Building,4
69.31229847000002,34.49223523900001,2,مسجد مهترلام بابا,0104540,کابل,3,1,حصه دوم سید جمال الدین قریه حسین خیل,1,Building,4
70.37706366600007,34.90686235300005,2,مکتب,0704131,لغمان,3,1,لوکاړ,7,Building,4
70.29734609700003,34.75865579000002,2,مسجد,0704132,لغمان,3,1,چينچار پول,7,Building,4
68.73563169800005,36.29095801700004,2,مسجد ملاخال محمد,0905275,بغلان,3,1,لارخوابی,9,Building,5
69.86438495800004,33.316118869000015,2,جامع جومات,1402177,خوست,3,1,د ديګانو کلى,14,Building,2
71.17524731700006,37.05793335500004,2,مکتب وکیل عبدالجبار,1712305,بدخشان,3,1,درگاب,17,Building,12
66.23617174800005,36.04306646800003,2,مسجد,2204141,سرپل,3,1,سفر قشلاق,22,Building,4
66.37416795600005,31.832221330000017,2,دحاجی عبدالعزیز پمپ,2602052,زابل,3,1,درو,26,Village,2
65.26090340500006,35.723481607000025,2,مکتب ابتدائیه نسوان قلعه تردی,2908212,فارياب,3,1,قلعه توردی,29,Building,8
69.24232755500002,34.50909961000006,2,مسجد حضور حضرت نبی,0101520,کابل,3,1,عقب فابریکه کوکاکولا,1,Building,1
69.16927612200003,34.577129423000024,2,مسجد محمد حنیفه غازی,0101528,کابل,3,1,ناحیه 15,1,Building,1
69.28544614900004,35.142909838,2,متوسطه عبدالهادی شهید,0305154,پروان,3,1,عزت الله خیل / گلبهار,3,Building,5
70.56486252700005,34.414383097000034,2,کلینیک,0605512,ننگرهار,3,1,کوز ده غازی,6,Building,5
70.628792683,34.44125468100001,2,مولوی ابراهیم کاموی ښوونځی,0605513,ننگرهار,3,1,درگل سفلی,6,Building,5
69.88030223200006,35.64012419600001,2,مکتب چونی,0807108,پنجشیر,3,1,چونی,8,Village,7
69.42446882700004,35.303170359999996,2,مسجد چمال ورده,0802099,پنجشیر,3,1,چمال ورده,8,Village,2
69.00342452500004,36.089925676000036,2,مکتب خواجه گلخار,0904265,بغلان,3,1,خواجه گلخوار,9,District,4
66.46148699500002,34.93233299300002,2,لیسه نسوان کلیگان,1005178,باميان,3,1,کلیگان,10,Building,5
62.36383500000004,34.27125241000001,0,مکتب متوسطه سر آسیاب,3202062,هرات,3,3,قریه سر اسیاب,32,Building,2
69.25501896,36.717063230000065,5,مکتب دهانه بنگی,1804059,تخار,7,2,سقابه,18,Building,4
69.36576055000003,36.52873468000005,3,لیسه مولوی عزت الله شهید,1804060,تخار,5,2,میرزابچه,18,Building,4
69.72089006000003,36.91652610000003,2,لیسه کوکتابه,1810119,تخار,3,1,دشت مرزایی,18,Building,10
69.80510956000003,37.16897375000005,2,مکتب متوسطه گنده,1810120,تخار,4,2,گنده,18,Building,10
67.82924916000006,36.52187461000003,2,مکتب متوسطه دولت آباد,2002022,سمنگان,3,1,قریه دولت آباد,20,Building,2
67.89622142000006,36.45507944000006,3,تعمیر ولسوالی,2002023,سمنگان,4,1,مرکز ولسوالی,20,Building,2
61.47871013000006,34.34470020000003,1,مسجد سرآسیاب,3211456,هرات,3,2,مرکز سر آسیاب,32,Building,11
63.175859740000064,34.369849890000054,4,لیسه مرکز اوبه,3212365,هرات,6,2,مرکز اویه  چهار محل,32,Village,12
67.06717560700007,34.13035484000004,2,مسجد دره غول سیاه,1007186,باميان,3,1,دره غول سیا,10,Building,7
70.10723491300006,37.00831063400005,2,مسجد قلعه ظفر,1702287,بدخشان,3,1,نوآباد قلعه ظفر,17,Building,2
70.08657150000002,33.584588859000036,2,ساړې پيلې ښونځې,1413185,خوست,3,1,ساړه پيله,14,Building,13
70.33992919600004,36.96926175000001,2,مسجد جامع قریه چپه,1707295,بدخشان,3,1,چپه,17,Building,7
70.12431706000004,37.04621947400003,2,مسجد جامع,1810209,تخار,3,1,دشت امانی,18,Building,10
70.94827824900004,36.56611180100001,2,متوسطه نسوان آوغ,1718313,بدخشان,3,1,آورغ,17,Building,18
68.57958664500005,36.963371730000034,2,مکتب متوسطه,1907219,کندز,3,1,شور آرق,19,Building,7
65.71620244500006,33.93994420800003,2,مسجد,2405182,دایکندی,3,1,دهن آبدره,24,Village,5
63.874135958000046,34.836279400000016,2,مسجد کفتر خان,3106198,بادغيس,3,1,کفتر خان,31,Building,6
64.83740134600002,32.07187000800005,3,نوی مکتب,3008226,هلمند,4,1,نوی مکتب,30,Building,8
62.16109931100002,34.36472645900003,2,مكتب متوسطه سيد قناد,3201474,هرات,4,2,مكتب متوسطه سيد قناد,32,Building,1
62.18022871000004,34.37338948200003,2,مولانا جامی,3201475,هرات,4,2,ناحیه 09,32,Building,1
69.26238547000005,34.60836995000003,2,مسجد شریف حاجی احمد شاه,0105474,کابل,4,2,قلعه زرین,1,Building,5
69.03443985000006,34.685450390000014,4,ليسه دره شکردره,0106394,کابل,7,3,قلعه وزير,1,Building,6
69.07541514000006,34.66741061000004,3,ليسه قلعه مراد بيک,0106395,کابل,6,3,قلعه مراد بيک,1,Building,6
69.18468964000003,34.865888650000024,2,مکتب متوسطه عبدالرحمان بابا,0114366,کابل,4,2,دینار خیل,1,Building,14
69.15720909000001,34.84395674000003,3,ليسه عبدالوکيل شهيد,0114367,کابل,5,2,مرکز ولسوالی,1,Building,14
69.71990075000006,34.56868747000003,2,مسجد یاردل اوریاخیل,0115479,کابل,3,1,لوي کلي,1,Building,15
69.57981103000002,34.36484157000004,2,مکتب ابتدائيه تيزين خاص,0115480,کابل,3,1,لوي کلي,1,Building,15
69.59578261000006,34.577766290000035,1,مکتب گوگا مندا,0115517,کابل,2,1,گوگا مندا,1,Building,15
69.83624382000004,34.66239124000001,1,مکتب سپیر کوندی,0115518,کابل,2,1,سپیر کوندی,1,Building,15
70.40295759000001,34.43259103,0,کلینيک بختان,0603084,ننگرهار,2,2,دوسرکه,6,Village,3
70.22309465000005,34.356573410000045,3,فتح آباد کلینيک,0603085,ننگرهار,3,0,فتح آباد,6,Building,3
66.92585335000005,34.08106757000004,1,مسجد تخته ها,1007150,باميان,2,1,تخته ها,10,Building,7
66.97161039000007,34.031673210000044,1,مسجد واز درغان,1007151,باميان,2,1,واز درغان,10,Building,7
66.96819418000005,34.11790565000004,2,مسجد توپ اسمعیل,1007159,باميان,3,1,نس پتان,10,Building,7
69.07377057000006,32.97093490000003,2,ستر جومات,1205081,پکتيکا,2,0,شاه طوری,12,Village,5
69.07476653000002,32.971388230000045,0,محمد حیات میلمستون,1205082,پکتيکا,2,2,شاه طوری,12,Village,5
70.80244700000002,34.35120751000003,2,دورخيل ميدان,0614495,ننگرهار,2,0,دورخيل,6,Village,14
70.69415382800005,34.096795171000025,3,کوشتال منځ کلی جومات,0615355,ننگرهار,3,0,کوشتال,6,Village,15
70.75893800000003,34.11713102000001,3,د پیروخیلو لوي تپه جامع جومات,0615362,ننگرهار,4,1,زوړ ده سرک,6,Village,15
70.73537675000004,34.13147321000002,1,ده سرک کهنه لیسه,0615363,ننگرهار,2,1,شیخ مل خیل,6,Village,15
70.89086265000002,34.22176719,3,دامان کلی سپین جومات,0617462,ننگرهار,4,1,دامان کلی,6,Village,17
69.13194054000006,34.499387000000034,3,مدرسه رسالت,0101123,کابل,6,3,قلعه وزير,1,Building,1
69.12361663000004,34.49259015000007,4,مسجد سفيد,0101124,کابل,7,3,قلعه وزير,1,Building,1
69.15713866000003,34.49059366000004,3,ليسه نسوان سلطان راضيه,0101130,کابل,10,7,باغ رييس,1,Building,1
69.13631605000003,34.43177569000004,3,ليسه فاميلي هاي ريش خور,0101131,کابل,6,3,فاميلي هاي ريش خور,1,Building,1
69.23200021000005,34.51012161000002,3,مسجد محمدیه سیدنورمحمد شاه,0101157,کابل,4,1,کارته نو,1,Building,1
69.23463786000005,34.50590043000004,3,مسجد احمدي,0101158,کابل,5,2,کارته نو,1,Building,1
69.20139129000003,34.53786616000004,3,ليسه الفتح,0101182,کابل,6,3,مکروريان سوم,1,Building,1
69.20102822000004,34.54156532000006,3,ليسه ابوالقاسم فردوسي,0101183,کابل,5,2,مکروريان سوم,1,Building,1
69.17536697000007,34.56037592000005,2,مسجد محمديه,0101198,کابل,4,2,چهار قلعه,1,Building,1
69.16987809000004,34.56087391000004,2,مسجد بي بي رقیه,0101199,کابل,4,2,چهار قلعه,1,Building,1
69.17151227000002,34.545940680000044,2,مسجد فاطميه,0101213,کابل,4,2,قلعه فتح الله,1,Building,1
69.16593309000005,34.54569498000003,1,مسجد سرک چهار,0101214,کابل,2,1,قلعه فتح الله,1,Building,1
69.19785094000005,34.54416071000001,2,مسجد حاجي قاسم,0101218,کابل,3,1,سرک بي بي مهرو,1,Building,1
69.20001902000006,34.546553470000035,2,ليسه نسوان بي بي مهرو,0101219,کابل,6,4,سرک ميدان هوايي,1,Building,1
69.00664213000003,32.184638050000046,3,مولوی سراج الدین مدرسه,1208126,پکتيکا,4,1,پایندی کلی,12,Building,8
68.85172837000003,32.44728365,3,بازار جومات شکین,1208127,پکتيکا,3,0,شکین,12,Village,8
69.67766876000005,33.88577968900003,1,دموتي مكتب,1308207,پکتيا,2,1,موتی کلی، سکندرخیل، احمدخیل,13,Village,8
69.78482170000004,33.666662170000045,3,مسجد کوټکی,1309170,پکتيا,3,0,کوټکی، سترکلی,13,Village,9
69.94279470000001,33.32614995000005,4,د عمر کلي درمند,1401003,خوست,5,1,د عمر کلي,14,Village,1
69.94409176000003,33.32765050000006,2,د محمد والي شاه هجره,1401004,خوست,4,2,شمل عمر کلى,14,Village,1
68.84997968400003,36.63276682200004,2,مسجد سالارزی,1902115,کندز,3,1,ناقل سالارزی,19,Building,2
68.89822911000003,37.19456548000002,3,سر چوک امام صاحب,1905093,کندز,4,1,مرکز شهر امام صاحب,19,Building,5
68.90591411000007,37.155496190000044,3,مکتب اورتبلاقی,1905094,کندز,4,1,قریه اوته بلاقی ها,19,Building,5
67.76274366000004,35.50397325000004,3,مدرسه آبخورک,2005072,سمنگان,4,1,قریه آب خورک,20,Building,5
67.81933833000004,35.56491998000006,2,مدرسه دو آب,2005073,سمنگان,3,1,مرکز ولسوالی,20,Building,5
66.08406227000003,37.005839570000006,3,لیسه چارچنغو,2804069,جوزجان,5,2,چارچنغو,28,Building,4
66.13708515000006,37.01402769000001,2,مکتب منگجیک,2804070,جوزجان,4,2,منگجیک,28,Building,4
65.71695304000006,37.53171547000003,2,مکتب قرنس,2806086,جوزجان,3,1,قرنس,28,Building,6
65.80223849000001,37.49518735000001,1,مکتب چوپلی تپه,2806087,جوزجان,2,1,چوپلی,28,Building,6
64.88473039000004,36.41997614000004,3,لیسه نسوان قوزی بای قلعه,2909158,فارياب,5,2,قوزی بای قلعه,29,Building,9
64.90297028,36.365005840000016,2,مکتب جر قلعه,2909159,فارياب,4,2,کوک چه قلعه,29,Building,9
62.39698059000005,34.279605440000054,2,مكتب متوسطه شهدا,3202078,هرات,2,0,قریه سر حسن خواجه,32,Building,2
62.62732016000004,34.22481174000004,3,مکتب شاه آباد,3206128,هرات,5,2,قریه شاه آباد,32,Building,6
62.59203992000001,34.21801420000003,2,لیسه گل میر,3206129,هرات,3,1,قریه گل میر,32,Village,6
61.85827500000003,30.94666600000005,2,خوابگاه زرنج,3401007,نيمروز,3,1,زرنج,34,Village,1
69.11245200000006,34.52420600000003,4,لیسه حضرت شمس المشایخ,0101086,کابل,8,4,قسمت الف خوشحال مينه,1,Village,1
69.17070000000005,34.533500000000046,4,مکتب ابتدائيه پارسا,0101022,کابل,8,4,جوي شير,1,Village,1
69.12468000000004,34.544457000000065,3,لیسه نسوان ده کیپک,0101060,کابل,8,5,نو آباد ده کيپک,1,Building,1
63.82927902000004,33.82865917000002,2,مکتب متوسطه خمین,2309189,غور,3,1,رباط,23,Village,9
63.851166440000036,34.14520214000004,2,منزل ارباب ملک,2309190,غور,4,2,گاو کوش,23,Village,9
70.69011280000004,34.13027579000004,2,ميدانک صادق حجره,0615375,ننگرهار,3,1,ميدانک,6,Building,15
70.79602604000004,34.07161420000004,2,ترخی ابتدائیه,0620402,ننگرهار,3,1,مورچل کلي,6,Village,20
68.76837563000002,33.13743336000002,3,جومات میرزا قلعه,1201017,پکتيکا,3,0,میرزا قلعه,12,Village,1
68.76859979000004,33.13720056000004,0,میلمستون اصغر,1201018,پکتيکا,3,3,میرزا قلعه,12,Village,1
62.37629026000006,34.060384330000026,1,موقعیت کوچی های گمبدی,3203117,هرات,2,1,قریه گمبدی,32,Village,3
68.66176371000005,34.13266218000005,2,منزل صالح محمد,0404083,وردک,4,2,قریه نورخیل,4,Village,4
69.34195848000006,32.79120847000006,0,مخفیروالله میلمستون,1214264,پکتيکا,2,2,سیرداګ,12,District,14
65.16030108000005,32.05788655000002,1,د جمعه خان كور,2709131,کندهار,2,1,د اسحق زو كلي,27,District,9
63.70694444,34.67777777000002,1,مسجد گنبد,3104075,بادغيس,2,1,قریه گنبد,31,Building,4
66.92875030300006,34.27472860900006,2,مسجد,1007188,باميان,3,1,قلعه سیا,10,Village,7
68.14171882000002,33.24707531500006,2,مکتب قاری عبدالله,1111406,غزنى,3,1,اشلیان,11,Building,11
69.17897400000003,34.507042000000055,1,مسجد خواجه صفا,0101014,کابل,2,1,بالا جوي عاشقان و عارفان,1,Village,1
69.18972000000007,34.52555000000003,3,مکتب عنصری بلخی,0101016,کابل,5,2,باغ علي مردان,1,Village,1
69.13353000000005,34.46960000000004,2,ليسه نسوان ده دانا,0101141,کابل,6,4,ده دانا,1,Village,1
69.22428200000004,34.50680600000001,3,لیسه محمدهاشم میوند وال,0101153,کابل,5,2,سرک سه رحمن مينه,1,Building,1
69.23420000000002,34.50000000000003,3,مسجد عثمان غني,0101160,کابل,5,2,کارته نو,1,Building,1
69.22504400000007,34.50968100000004,3,مسجد شاه  پاچا,0101162,کابل,5,2,سرک اول رحمان مینه عقب فابریکه قیر,1,Village,1
69.14918300000004,34.59145900000002,2,مسجد پنجصد فاميلي,0101248,کابل,3,1,سرک پنجصد فاميلي,1,Village,1
69.12900000000006,34.489100000000064,2,مکتب متوسطه سادات,0101496,کابل,3,1,مسجد امام جعفر تپه سادات,1,Building,1
69.15933400000004,34.582873000000056,3,پرورشگاه فرشته نجات,0101291,کابل,7,4,چهار راهی خواجه بغرا,1,Village,1
69.16000000000007,34.58530000000006,2,مسجد حضرت يوسف,0101308,کابل,4,2,سر پل خواجه بغرا,1,Building,1
65.70954300000004,31.592479000000004,3,مكتب حاجي عرب,2717015,کندهار,6,3,دویمه ناحیه,27,Village,17
65.69640200000002,31.59111300000005,4,مسجد سالو خان چمن,2717052,کندهار,7,3,الکوزو کوچ خانه,27,Building,17
69.13585256000002,34.57656010000002,4,لیسه عبدالغفور ندیم,0101237,کابل,7,3,کودکستان خير خانه,1,Building,1
69.14429722000003,34.565180550000036,2,مسجد حضرت یوسف,0101238,کابل,6,4,لب  جر,1,Building,1
69.06990089000003,34.50474088000003,1,مسجد امام محمد تقي,0101257,کابل,3,2,باغ خان,1,Building,1
69.07752777000005,34.49613888000004,6,ليسه عبد الرحيم شهيد,0101258,کابل,12,6,دشت بيست هزاري,1,Building,1
69.06700537000005,34.48731743999999,1,مسجد موسي ابن جعفر,0101262,کابل,3,2,نو آباد دوغ آباد,1,Building,1
69.05467935000006,34.499917780000025,5,ليسه معرفت,0101263,کابل,9,4,گذر گلستان,1,Building,1
71.04422899000006,34.20087095,4,صلح ازادی تجارتی لیسه,0617463,ننگرهار,4,0,لوي ډکه,6,Building,17
69.16006781500002,34.572254345000005,2,مسجد پروژه خراسان,0101529,کابل,3,1,ناحیه 15,1,Building,1
69.16362120000005,34.58179396800005,2,مسجد جامع خواجه بغرا,0101530,کابل,3,1,کوچه برج برق,1,Building,1
69.06828514900005,34.60675708600005,3,لیسه خصوصی صدیق اکبر,0101531,کابل,5,2,شهرک نجات,1,Building,1
69.390961368,34.566825180000016,2,مسجد حاجی عبدالله خان,0105533,کابل,3,1,اده تورخم,1,Building,5
69.37263839700005,34.60384621700005,2,مسجد قیس و لونگ,0105541,کابل,3,1,جیران,1,Village,5
69.1692788,34.617692925,2,مسجد شهرک الغوی,0106542,کابل,3,1,شهرک الغوی,1,Building,6
70.62242604700002,34.403086896000026,2,ښوونځی,0605511,ننگرهار,3,1,ده طاهر,6,Building,5
70.66391692500007,34.387488467,2,مکتب ابتدایه,0602509,ننگرهار,3,1,ګردیکس,6,Village,2
70.32337443900006,34.424059719000056,2,مکتب سیدوخیل,0603510,ننگرهار,3,1,سیدو خیل,6,Building,3
70.65022811000004,34.431119083000034,2,جومات,0605514,ننگرهار,3,1,بازید خیل,6,Building,5
70.53000964300001,34.56374073400006,2,مکتب گمبیری,0606515,ننگرهار,3,1,گمبیری,6,Building,6
70.18987330300004,34.34736208600003,2,لیسه,0608516,ننگرهار,3,1,چمتله,6,Building,8
69.54681589700003,35.30975224000006,2,مکتب متوسطه کوه منجهور,0801097,پنجشیر,3,1,دشتک,8,Building,1
69.47956859000003,35.277739141999994,2,مسجد مارشال فهیم,0801098,پنجشیر,3,1,مرکزولایت،بازارک,8,Building,1
68.76919691900007,35.75891054200001,2,مکتب متوسطه سنگ سوراخ,0903262,بغلان,3,1,سنگ سوراخ,9,Building,3
68.80507682400007,35.837026663000046,2,مکتب متوسطه ناصری,0903263,بغلان,3,1,ناصری ها,9,Building,3
68.64788339600004,35.59812699900004,2,مکتب,0903264,بغلان,3,1,دره گی,9,Building,3
70.53664103500005,37.10560460600003,2,لیسه ذکور تجربوی الجهاد,1701284,بدخشان,3,1,دشت شهداء,17,Building,1
70.45579050300005,37.29854924500005,2,لیسه ورینگ,1704292,بدخشان,3,1,ورنگ,17,Building,4
70.42683927700003,37.364836385000025,2,مکتب متوسطه پهندره,1704293,بدخشان,3,1,پهن دره,17,Building,4
70.43727750300005,36.86432989300003,2,مدرسه ترگنی پاین,1707294,بدخشان,3,1,ترگنی پایان,17,Building,7
69.86719747600004,33.28871513300001,2,شاعر کلي جومات,1404182,خوست,3,1,شاعر کلى,14,District,4
69.88109600000004,33.334015000000065,2,د محمد انور جومات او هجره,1401024,خوست,3,1,متون چينې کلى,14,Village,1
69.15837400000002,32.91897500000002,2,ارګون زوړ ښوونځی قرخیل,1211163,پکتيکا,2,0,قره خیل کلی,12,Village,11
69.28642200000004,32.74071700000004,0,ملا اقب خان میلمستون,1214252,پکتيکا,3,3,فاخر خان مدرسه,12,Village,14
72.79421357200003,36.976909753000015,1,مکتب متوسطه سست,1728211,بدخشان,2,1,سست,17,Building,28
70.57719890000003,37.11921975000005,4,مسجد جامع اتفاق,1701008,بدخشان,6,2,ناحیه اول,17,Building,1
70.52952398000006,37.15679029000004,3,مکتب ضیاوالدین شهید,1701009,بدخشان,4,1,قریه آس,17,Building,1
69.17453754000006,37.08745351000003,2,لیسه ملاقلی,1906185,کندز,3,1,قریه ملا قلی,19,Building,6
68.94444444000001,37.21777777000005,3,مکتب متوسطه قرغان تیپه,1905067,کندز,4,1,قورغان تپه,19,Building,5
70.58084193000006,37.117500570000026,3,تعمیر کهنه لیسه عالی مخفی,1701019,بدخشان,5,2,ناحیه اول شهر کهنه,17,Building,1
70.42126568000002,37.051862450000016,3,لیسه نسوان شهر وحدت,1702056,بدخشان,4,1,شهر وحدت,17,Building,2
70.32949994000003,37.0478517,2,مکتب برلاس چنار,1702057,بدخشان,3,1,برلاس چنار,17,Building,2
70.41409324000004,37.28183873000003,2,کلینیک نالند مرکز ولسوالی,1704025,بدخشان,4,2,نالند,17,Building,4
70.27127866000005,37.219739970000006,3,مکتب اناردره,1704026,بدخشان,4,1,انار دره,17,Building,4
70.33566635000003,37.33960511000001,1,مکتب کشت گاه,1704031,بدخشان,3,2,دشت شیبر,17,Building,4
70.34956235000003,37.39818137000001,2,مکتب شلخزار,1704032,بدخشان,3,1,شلخزار,17,Building,4
70.71704087000005,36.99123999000004,2,لیسه نسوان تاجکان,1705077,بدخشان,4,2,تاجکان,17,Building,5
70.74945410000002,37.02623219000001,2,مکتب متوسطه درخان,1705078,بدخشان,4,2,درخان,17,Building,5
70.34818020000004,36.93047356000005,3,لیسه عالی مدینه,1707063,بدخشان,4,1,قریه فاضلان,17,Building,7
70.37225426000002,36.903126500000006,2,مسجد جامع نو آباد روی دشت,1707068,بدخشان,3,1,حویلی صاحب الدین,17,Building,7
70.47925158000002,36.859024020000035,2,لیسه عارفان,1707071,بدخشان,3,1,باغ صوفی,17,Building,7
70.52943455000006,36.84420123000005,2,لیسه دو آب منجی,1707072,بدخشان,3,1,دو آب,17,Building,7
70.48580701000002,37.506661169999994,2,مکتب زو,1709134,بدخشان,3,1,زو,17,Building,9
70.50989858000007,37.521522620000034,1,مکتب پیتاو,1709135,بدخشان,2,1,پیتاو,17,Building,9
70.83905930000002,36.853277940000034,2,لیسه غلام محمد خر انداب,1710084,بدخشان,4,2,خر انداب,17,Building,10
70.16815296000003,37.31107211000004,2,لیسه خوردکان,1713137,بدخشان,4,2,خورده کان,17,Building,13
70.17411809000002,37.381817490000046,2,مکتب کره مابین,1713138,بدخشان,3,1,کره بین,17,Building,13
70.04925382000002,37.35579982000006,1,باری خم,1713143,بدخشان,2,1,بری خم,17,Building,13
70.13734916000001,37.410588330000046,2,لیسه چوگانی,1713144,بدخشان,3,1,چوگانی,17,Building,13
70.17859775000002,36.82647285000005,1,مکتب وخشی,1715162,بدخشان,2,1,وخشی,17,Building,15
70.17093583000006,36.831449680000034,1,مکتب خمبک,1715163,بدخشان,2,1,خمبک,17,Building,15
71.14013012600002,36.68886524400005,1,لیسه نسوان تیر گران,1716098,بدخشان,2,1,تیر گران,17,Building,16
71.54261771000004,37.77451852000006,1,لیسه چاسنور علیا,1719221,بدخشان,2,1,چاسنور علیا,17,Building,19
70.22138848,37.88465500000005,2,مسجد جامع سنگ آب,1720238,بدخشان,3,1,سنگ آب,17,Building,20
71.52269000000005,36.855060000000016,1,مکتب یخدرو,1723199,بدخشان,2,1,یخدرو,17,Building,23
71.42948050000005,37.060016270000034,1,مکتب زیچ,1723200,بدخشان,2,1,زیچ,17,Building,23
71.38917280000003,36.60264288000005,1,مکتب عاشور بیک,1725193,بدخشان,2,1,زرخان,17,Building,25
71.39180120000002,36.573047700000046,1,مکتب دند قریه دند,1725194,بدخشان,2,1,دند,17,Building,25
70.90075681000005,35.98193043000001,1,کلینیک شهران,1726191,بدخشان,2,1,شهران,17,Building,26
70.92810794000006,38.27387180000004,3,مدرسه خرکد,1727268,بدخشان,4,1,خرکد,17,Village,27
