"lon","lat","ps_male","pc_name","pc_code","province","ps_total","district","ps_female","pc_location","iec_prov_id","map_accuracy","iec_district_id"
69.23540362,33.14792194,0,"Zafar Jan Guest House",1213202,"Paktika",3,"Nika",3,"Tori Khel",12,"Village",13
69.269766837,32.900984065,3,"Zarif Guest House",1211186,"Paktika",4,"Urgoon",1,"Shaikhan Village",12,"Village",11
69.25700206,32.9253963,2,"Per Koti Clinic",1211296,"Paktika",2,"Urgoon",0,"Peer Koti",12,"Village",11
69.24444226,32.62538879,0,"Malik Shahi Madrassa",1214248,"Paktika",2,"Barmal",2,"Malik Shahi",12,"Village",14
69.3396876,32.96675301,3,"Jangir Mosque",1215269,"Paktika",3,"Giyan",0,"Ogo Hast",12,"Village",15
69.34073935,32.96815535,0,"Nazar Gul Guest House",1215270,"Paktika",3,"Giyan",3,"Ogo Hast",12,"Village",15
68.25623665,32.18532421,0,"Marjan Village Tent",1217299,"Paktika",3,"Wazakhwah",3,"Marjan Village",12,"Village",17
68.04435485,32.5970838,3,"Health Clinic",1216210,"Paktika",4,"Dila Wa Khushamand",1,"District Center",12,"Village",16
68.08786797,32.62203767,1,"Gul Sadin Guest House",1216212,"Paktika",2,"Dila Wa Khushamand",1,"Atargai",12,"Village",16
68.86965503,31.77452553,0,"2 Cheena Village Mosque",1218302,"Paktika",2,"Wor Mamy",2,"Do Cheena Village",12,"Village",18
69.49360029,33.46243685,0,"Qadir Jan Hojra",1305122,"Paktya",2,"Wuza Zadran",2,"Shelm",13,"Village",5
69.62318382,33.70240797,2,"Sharabak Primary School",1312154,"Paktya",2,"Laja Mangal",0,"Sharabak, Laja Mangal",13,"Village",12
69.9022222,33.8319444,2,"Secondary School",1311185,"Paktya",2,"Dand Patan",0,"Narai Zawar",13,"Village",11
69.62981956,33.81125735,2,"Laja Mangal School",1312146,"Paktya",2,"Laja Mangal",0,"Chargo Village, Laja Mangal",13,"Village",12
70.21944023,33.45988143,1,"Babrak Tana Village Tent",1408055,"Khost",2,"Ali Sher",1,"Babrak Tana Village",14,"Village",8
64.1925544,31.13029878,4,"Hazar Joft School",3006119,"Helmand",5,"Garm Ser",1,"Haji Sayed Mir Khan",30,"Building",6
65.32941981,31.47825107,5,"Mullah Atta Mohamamd Place",2704191,"Kandahar",9,"Panjwayee",4,"Talgan",27,"Village",4
66.90845968,36.2207309,1,"Tila Qarya Dar Private House",2107271,"Balkh",2,"Sholgara",1,"Pul Barq",21,"Village",7
61.76787065,34.33691066,0,"Amir Maawia Primary School",3205272,"Herat",3,"Zendajan",3,"Qala-E Rig",32,"Building",5
69.68367932,34.99662751,1,"Mohammad Ayoub Secondary School",205041,"Kapisa",2,"Nijrab",1,"Husain Khel",2,"Village",5
69.16985512,34.51573382,4,"Ansari High School",101021,"Kabul",8,"Kabul-D02",4,"Joy Sher",1,"Building",1
69.15076,34.51251,3,"Amir Hamza Secondary School",101040,"Kabul",5,"Kabul-D03",2,"Naw Abad, Dehmazang",1,"Building",1
69.15720675,34.53907627,3,"Imam Reza E Ghareeb Mosque",101059,"Kabul",6,"Kabul-D04",3,"Kolula Pushta",1,"Building",1
69.08491043,34.52250632,2,"Itifaq Mosque",101079,"Kabul",3,"Kabul-D05",1,"Qala-E-Tufan",1,"Building",1
69.10605555,34.50561111,4,"Mohammad Asif Mayel High School",101098,"Kabul",9,"Kabul-D06",5,"Qala-E-Nazer",1,"Building",1
69.09900221,34.49875184,2,"Ali Naqi Mosque",101099,"Kabul",4,"Kabul-D06",2,"Deh Qabil Village",1,"Building",1
69.12148858,34.50246264,4,"Ummulbanin High School",101118,"Kabul",9,"Kabul-D06",5,"Qala-E-Shahada",1,"Building",1
69.16557078,34.48385439,4,"Omra Khan High School",101139,"Kabul",7,"Kabul-D07",3,"Wasil Abad",1,"Building",1
69.20667875,34.50522254,3,"Amina Fidawi Girls High School",101155,"Kabul",6,"Kabul-D08",3,"Itifaq Mosque",1,"Building",1
69.22210894,34.50292905,1,"Shaikh Najmuddin Akhundzada Mosque",101174,"Kabul",2,"Kabul-D08",1,"Rahman Mina, Phase B",1,"Building",1
69.19100512,34.52285652,1,"Shah Darak Estern Mosque",101190,"Kabul",2,"Kabul-D09",1,"Shashdarak",1,"Building",1
69.1901566,34.52576152,2,"Setara High School",101191,"Kabul",5,"Kabul-D09",3,"Shashdarak",1,"Building",1
69.16982966,34.54213852,1,"Hazrat Omer Farooq Mosque",101206,"Kabul",3,"Kabul-D10",2,"Naw Abad Chahar Qala",1,"Building",1
69.18348744,34.52932787,3,"Amani High School",101226,"Kabul",5,"Kabul-D10",2,"Wazir Akbar Khan",1,"Building",1
69.18246111,34.53561388,2,"Wazir Akbar Khan Mosque",101227,"Kabul",3,"Kabul-D10",1,"Wazir Akbar Khan",1,"Building",1
69.13266388,34.57273333,3,"Imam-E-Zaman Mosque",101245,"Kabul",6,"Kabul-D11",3,"Qala-E-Najarha",1,"Building",1
69.08290154,34.49524977,4,"Kazimia Mosque",101259,"Kabul",6,"Kabul-D13",2,"Dasht-E-Best Hazari",1,"Building",1
69.68356018,34.9966139,1,"Mohammad Ayoub Secondary School (Kuchi)",205064,"Kapisa",2,"Nijrab",1,"Husain Khel",2,"Village",5
69.61286596,35.03846834,1,"Malik Rozakhel House",205062,"Kapisa",2,"Nijrab",1,"Rozakhel",2,"Building",5
70.57992799,34.41477223,3,"Qala-E- Akhund Mosque",605149,"Nangarhar",3,"Kama",0,"Qala-E- Akhund",6,"Building",5
69.19735298,34.98302689,4,"Meyan Shakh High School",301006,"Parwan",5,"Charikar",1,"Mian Shakh",3,"Building",1
69.12533518,34.98421251,2,"Toop Dara School",301027,"Parwan",3,"Charikar",1,"Toop Dara",3,"Building",1
69.19891676,34.96375494,2,"Abdul Sattar Shaheed High School",302111,"Parwan",4,"Bagram",2,"Dowlat Shahi",3,"Building",2
69.2652321,35.05150528,3,"Imam-E-Azaam Uqtash High School,",304037,"Parwan",4,"Sayid Khial",1,"Uqtash",3,"Building",4
69.27843799,35.12619001,3,"Du Bandi Mosque",305057,"Parwan",4,"Jabulussaraj",1,"Dubandi",3,"Building",5
69.11027099,35.1152164,2,"Aushaba Mosque",305058,"Parwan",3,"Jabulussaraj",1,"Ashaba Center",3,"Building",5
68.64786727,34.92405001,2,"Female High School_Bazar Lolegn",309132,"Parwan",3,"Surkhi Parsa",1,"Bazar Lolenj",3,"Building",9
68.86581843,34.39469009,5,"Municipality Building",401001,"Wardak",7,"Maydan Shahr",2,"Maidan Shahr Municipality Building",4,"Building",1
68.68389434,34.15868679,2,"Langar Madrassa",404084,"Wardak",4,"Chaki Wardak",2,"Langar",4,"Building",4
68.63747904,33.87735625,1,"Sultan Khel Mosque",405127,"Wardak",2,"Sayyd Abad",1,"Sultan Khel",4,"Village",5
68.62996977,33.90627993,1,"Almar School",405128,"Wardak",2,"Sayyd Abad",1,"Bahadur Khel",4,"Village",5
68.48719312,34.23750654,3,"Tangi Saiedan Clinic",406070,"Wardak",5,"Daymirdad",2,"Tangi Saiedan",4,"Village",6
67.89919982,34.37193758,3,"Darunjoi Mosque",409034,"Wardak",4,"Markaz-E-Behsud",1,"Darun Joi Village",4,"Village",9
67.97147811,34.37206787,1,"Bad-E-Asyab School",409055,"Wardak",2,"Markaz-E-Behsud",1,"Kuta Maktab",4,"Building",9
69.13026177,33.87698637,1,"Choni School",501014,"Logar",3,"Puli Alam",2,"Choni",5,"Building",1
68.97809524,33.97090739,2,"Qala-E-Badi Mosque",502036,"Logar",3,"Baraki Barak",1,"Qala-E-Badi",5,"Building",2
69.1293884,34.11534155,3,"Zarghon Shahr Boys & Girls School",505058,"Logar",6,"Mohammad Agha",3,"Zarghon Shahr",5,"Building",5
69.14945702,34.28315228,2,"Gumaran School",505059,"Logar",3,"Mohammad Agha",1,"Gomaran",5,"Building",5
70.433192375,34.432705229,0,"Women Affairs Directorate",601020,"Nangarhar",7,"Jalalabad",7,"D03-Nahia 3",6,"Building",1
70.470346187,34.412415553,0,"Majboor Abad School",601041,"Nangarhar",5,"Jalalabad",5,"D04-Nahia 4",6,"Building",1
70.47160351,34.36314468,4,"Hada School",602067,"Nangarhar",4,"Behsud",0,"Hada",6,"Building",2
70.47027914,34.36261812,0,"Najmul Qura Clinic",602068,"Nangarhar",3,"Behsud",3,"Hada",6,"Building",2
70.22175106,34.3949062,0,"Bala Bagh Clinic",603090,"Nangarhar",2,"Surkh Rud",2,"Bala Bagh",6,"Building",3
66.84244182,34.67231445,1,"Munbar-E-Sarkanak",1005072,"Bamyan",2,"Yakawlang",1,"Sarkanak",10,"Building",5
66.74750431,34.61724298,1,"Munbar-E-Surkhake Payeen",1005073,"Bamyan",2,"Yakawlang",1,"Surkhak",10,"Building",5
66.46149527,34.93232507,1,"Munbar-E-Shenia Sare Murghi",1005093,"Bamyan",2,"Yakawlang",1,"Shenia Sare Murghi",10,"Building",5
66.8998528,34.32706546,2,"Girdenay Mosque",1006111,"Bamyan",3,"Panjab",1,"Yanqol",10,"Building",6
66.65535975,34.30592109,2,"Char Deh Mosque",1006112,"Bamyan",3,"Panjab",1,"Char Deh",10,"Building",6
66.61715195,34.05195621,2,"Zardak Berana Qol-E-Masot Mosque",1007133,"Bamyan",3,"Waras",1,"Dahan-E-Naw Shadi Qol-E-Masot",10,"Building",7
67.19669969,34.25777448,1,"Dahan-E-Mangos Shenia Awba Mosque",1007137,"Bamyan",2,"Waras",1,"Dahan-E-Mangos Shenia Awba",10,"Building",7
66.86597024,34.12045105,2,"Pesh Deh Mosque",1007155,"Bamyan",3,"Waras",1,"Altar Ghana Gak",10,"Building",7
64.93290691,35.66360644,2,"Chehak Gleem Baft Mosque",2902029,"Faryab",3,"Pashtun Kot",1,"Chehak Gleem Baft",29,"Village",2
64.64524039,35.9108674,1,"Arab Aqsai Boys Secondary School",2902049,"Faryab",2,"Pashtun Kot",1,"Arab Aqsai",29,"Village",2
64.82447954,35.88823922,3,"Jamshidi Secondary School",2902051,"Faryab",5,"Pashtun Kot",2,"Jamshidi",29,"Village",2
64.86724037,35.83350382,2,"Dahendara School",2902052,"Faryab",3,"Pashtun Kot",1,"Dahendra",29,"Village",2
64.68608003,36.01063214,1,"Jar Qala Khwaja Musa Mosque",2902201,"Faryab",2,"Pashtun Kot",1,"Khwaja Musa",29,"Village",2
64.65976127,35.84077368,1,"Arab Kawan Bashi Mosque",2902202,"Faryab",2,"Pashtun Kot",1,"Arab Kawan Bashi",29,"Village",2
64.5833181,35.88236367,2,"Chaghatak Mosque",2904065,"Faryab",4,"Almar",2,"Chaghatak",29,"Building",4
64.53605587,35.7867354,2,"Aiti Oroq Mosque",2904066,"Faryab",3,"Almar",1,"Aiti Oroq",29,"Building",4
65.52694338,35.96046123,2,"Qorgh Khwaja Arab Mosque",2905143,"Faryab",4,"Bil Chiragh",2,"Khwaja Arab Village",29,"Village",5
65.19112297,35.94317189,2,"Qerma Mosque",2905207,"Faryab",3,"Bil Chiragh",1,"Qerma",29,"Village",5
65.08153978,36.13588162,3,"Gul Qadoq Boys School",2906145,"Faryab",4,"Shirin Tagab",1,"Gul Qadoq",29,"Building",6
64.85555871,36.25708984,2,"Tapa Qala Mosque",2906146,"Faryab",3,"Shirin Tagab",1,"Tapa Qala",29,"Building",6
64.03049822,35.68626537,1,"Waimas School",2907088,"Faryab",2,"Qaisar",1,"Waymas Village",29,"Building",7
64.30550956,35.59697223,2,"Chakna Yozbegi School",2907106,"Faryab",3,"Qaisar",1,"Yuzbegi",29,"Building",7
64.16132919,35.59007472,2,"Ghora Mosque",2907107,"Faryab",3,"Qaisar",1,"Ghora",29,"Building",7
64.53667042,35.67212603,2,"Sayad Naqi Mosque",2907109,"Faryab",3,"Qaisar",1,"Sayad Naqi",29,"Building",7
65.0790376,35.59361105,1,"Mullah Ghulam Sakhi Dahandara House",2908135,"Faryab",3,"Gurziwan",2,"Dahendra Village",29,"Building",8
64.8968979,36.46464321,3,"Char Shangho Secondary School",2909164,"Faryab",4,"Dawlat Abad",1,"Char Shangho",29,"Building",9
64.93543327,36.39175783,3,"Khair Abad Primar School",2909165,"Faryab",4,"Dawlat Abad",1,"Khair Abad",29,"Building",9
64.90396288,36.33493803,2,"Joq Ha Mosque",2909168,"Faryab",3,"Dawlat Abad",1,"Joq Ha",29,"Building",9
64.73990738,35.34094386,2,"Qadoghak School",2910121,"Faryab",3,"Kohistan",1,"Qadoghak",29,"Building",10
64.59364213,35.22983163,2,"Takhta Band Lafra Mosque",2910122,"Faryab",3,"Kohistan",1,"Takhta Band Lafra",29,"Building",10
65.11577455,36.95606823,3,"Qazi Baba Murad High School",2913185,"Faryab",5,"Andkhoy",2,"Kulal Khana",29,"Building",13
65.14060093,36.95120761,3,"Dawlat Geldi High School",2913186,"Faryab",5,"Andkhoy",2,"Shahr-E-Naw",29,"Building",13
65.17775312,36.98423599,3,"Rahman Qol Shaheed High School",2914176,"Faryab",4,"Khani Charbagh",1,"Arab Shah Tora Khan",29,"Building",14
65.2131962,36.94933794,3,"Chakman High School",2914177,"Faryab",4,"Khani Charbagh",1,"Chakman",29,"Building",14
65.16170332,36.99048597,1,"Arab Shah Payeen Girls High School",2914180,"Faryab",2,"Khani Charbagh",1,"Arab Shah Payeen",29,"Building",14
64.46979044,31.61208738,3,"Haji Tawos Mosque",3001001,"Helmand",5,"Lashkargah",2,"Sarkaar",30,"Village",1
64.76273524,35.90273894,3,"Sayad Rajab High School",2901003,"Faryab",5,"Maimana",2,"D07 - Nahia 7",29,"Building",1
64.79011901,35.91599397,0,"Afghan Kot Girls High School",2901004,"Faryab",5,"Maimana",5,"D02 - Nahia 2",29,"Building",1
64.69247675,36.02271593,1,"Gadai Qala Boys School",2902021,"Faryab",2,"Pashtun Kot",1,"Gadai Qala",29,"Village",2
65.09922394,35.90640316,2,"Omomi Zarshoy Mosque",2902035,"Faryab",4,"Pashtun Kot",2,"Zar Shoy",29,"Village",2
65.13858719,35.95526629,1,"Tirak Lek Mosque",2902038,"Faryab",2,"Pashtun Kot",1,"Tirak Lek",29,"Village",2
64.80857297,35.74357546,2,"Burhan Bay Mosque",2902039,"Faryab",3,"Pashtun Kot",1,"Chekab Village",29,"Village",2
64.69984285,35.76956508,1,"Taklai Hazar Sam Mosque",2902044,"Faryab",2,"Pashtun Kot",1,"Taklai Hazar Sam",29,"Village",2
64.67728527,35.81991917,1,"Moqani Mosque",2902045,"Faryab",2,"Pashtun Kot",1,"Moqani",29,"Village",2
61.862519036,30.938905545,2,"Alhaqia Sistan",3401058,"Nimroz",3,"Zaranj",1,"Plan 6/7 Shahri(City 6/7 Plan)",34,"Building",1
61.810487543,30.850425819,2,"Firoza Gai Primary School",3401059,"Nimroz",3,"Zaranj",1,"Firoza Gai",34,"Building",1
61.785463941,31.419475393,2,"Gargich School",3402060,"Nimroz",3,"Kang",1,"Mullah Rasool",34,"Building",2
61.78768858,31.32320843,1,"Karki School",3402013,"Nimroz",2,"Kang",1,"Karki",34,"Building",2
61.7801873,31.20306659,2,"Telaye School",3402014,"Nimroz",3,"Kang",1,"Telaye",34,"Building",2
62.14721278,31.20377857,1,"Haji Sediq Rooms",3403037,"Nimroz",2,"Asl-E-Chakhansur",1,"Deh Naw",34,"Building",3
62.38432313,31.38601012,1,"Mohammad Dawood Khan House",3403038,"Nimroz",2,"Asl-E-Chakhansur",1,"Awar Balochi",34,"Village",3
62.59607634,30.15261987,1,"Haji Gul Mohammad House",3404027,"Nimroz",2,"Char Burjak",1,"Rud Bar",34,"Village",4
61.771187175,30.195242705,2,"Karodi School",3404063,"Nimroz",3,"Char Burjak",1,"Karodi Haji Muhammad Amin",34,"Building",4
70.44621744,37.48621425,1,"Sang Payan",1709132,"Badakhshan",2,"Yawan",1,"Darang Payan",17,"Building",9
70.53806614,37.5377979,1,"Aab Zamach Mosque",1709136,"Badakhshan",2,"Yawan",1,"Aab Zamach",17,"Building",9
70.30657257,36.84746352,1,"Arghandkan School",1711181,"Badakhshan",2,"Tashkan",1,"Arghandkan",17,"Building",11
70.28302985,36.81236318,1,"Yawli Bala School",1711182,"Badakhshan",2,"Tashkan",1,"Yawli Bala",17,"Building",11
70.38130981,36.76328256,1,"Dasht Laryang School",1711186,"Badakhshan",2,"Tashkan",1,"Dasht Laryang",17,"Building",11
70.03096488,37.40701819,1,"Sangi Khwah School",1713145,"Badakhshan",2,"Shahr-E-Buzurg",1,"Sangi Khwah",17,"Building",13
70.55376294,37.59336632,3,"Zerakai Mosque",1714229,"Badakhshan",4,"Raghistan",1,"Zerakai",17,"Building",14
70.1220563,36.76791247,1,"Khushka Dara School",1715159,"Badakhshan",2,"Kishm",1,"Khushka Dara",17,"Building",15
70.17893825,36.66171824,2,"Dasht Khawrak School",1715160,"Badakhshan",4,"Kishm",2,"Dasht Khawrak",17,"Building",15
64.97654448,36.03816002,2,"Bolak Bacha Solidarity Council Building",2903057,"Faryab",3,"Khwaja Sabz Posh-E-Wali",1,"Bolak Bacha",29,"Building",3
64.8409815,36.07255767,2,"Deh Naw Boys High School",2903058,"Faryab",4,"Khwaja Sabz Posh-E-Wali",2,"Deh Naw",29,"Building",3
64.8747361,36.02986334,2,"Samleek Pogani Solidarity Council Building",2903061,"Faryab",4,"Khwaja Sabz Posh-E-Wali",2,"Samleek Pogani",29,"Building",3
64.8487503,36.04318238,1,"Badghisi Girls High School",2903062,"Faryab",3,"Khwaja Sabz Posh-E-Wali",2,"Badghisi",29,"Building",3
64.53369048,35.84736317,4,"Almaar Boys High School",2904063,"Faryab",7,"Almar",3,"Bazar Almaar",29,"Building",4
64.56910709,35.5638859,2,"Qarayee Secondary School",2904073,"Faryab",3,"Almar",1,"Qarayee",29,"Building",4
64.59870451,35.57594462,2,"Khosh Bayee Primary School",2904076,"Faryab",3,"Almar",1,"Khosh Bayee",29,"Building",4
64.54981095,35.59080497,1,"Aaq Masjid Primary School",2904077,"Faryab",2,"Almar",1,"Aaq Masjid",29,"Building",4
65.23171608,35.84318914,3,"Balcheragh Madrassa",2905138,"Faryab",5,"Bil Chiragh",2,"Balcheragh",29,"Village",5
65.51587708,35.89682909,2,"Tash Qala Boys School",2905139,"Faryab",4,"Bil Chiragh",2,"Tash Qala",29,"Village",5
64.86398995,36.22613555,3,"Islam Qala Boys School",2906149,"Faryab",5,"Shirin Tagab",2,"Islam Qala",29,"Building",6
64.95063004,36.15539727,3,"Mahd School",2906150,"Faryab",5,"Shirin Tagab",2,"Mahd Village",29,"Building",6
65.01539425,36.10979108,2,"Kalta Shor Mosque",2906208,"Faryab",3,"Shirin Tagab",1,"Kalta Shor",29,"Village",6
64.05980469,35.67851321,1,"Khatayee Mosque",2907204,"Faryab",2,"Qaisar",1,"Khatayee Village",29,"Building",7
65.35578278,35.73536973,2,"Gholbayan Mosque",2908123,"Faryab",5,"Gurziwan",3,"Gholbiyan",29,"Building",8
65.33273774,35.70499036,2,"Takhara Mosque",2908126,"Faryab",4,"Gurziwan",2,"Takhara Village",29,"Building",8
65.28086281,35.63678932,3,"Dara-E-Zang Madrassa",2908127,"Faryab",5,"Gurziwan",2,"Dara-E-Zang",29,"Building",8
65.26107731,35.39420904,1,"Baam Surkh Mosque",2910117,"Faryab",2,"Kohistan",1,"Baam Surkh",29,"Building",10
65.07228939,36.95829396,1,"Khalifa Abdullah Mosque",2912192,"Faryab",2,"Qurghan",1,"Bagh Bostan Payan",29,"Building",12
65.0695866,36.91712742,2,"Kuhna Qarghan Primary School",2912193,"Faryab",3,"Qurghan",1,"Qarghan",29,"Building",12
64.86351618,36.089203552,2,"Yangi Qala Mosque",2903210,"Faryab",3,"Khwaja Sabz Posh-E-Wali",1,"Yangi Qala",29,"Building",3
64.871341562,36.022267296,2,"Qezl Qshlaq Male School",2903211,"Faryab",3,"Khwaja Sabz Posh-E-Wali",1,"Qezel Qeshlaq",29,"Building",3
65.276755787,35.678313952,2,"Pakhal Soz Female School",2908213,"Faryab",3,"Gurziwan",1,"Pakhlsoz",29,"Building",8
65.3564799,35.386369879,2,"Mosque",2910214,"Faryab",3,"Kohistan",1,"Pusht Darwaza",29,"Building",10
64.77659554,35.92165726,5,"Jarnail Ghawsuddin Secondary School",2901010,"Faryab",5,"Maimana",0,"D03 - Nahia 3",29,"Building",1
64.77830134,35.90946155,0,"Pasha Khani Girls School",2901011,"Faryab",5,"Maimana",5,"D03 - Nahia 3",29,"Building",1
64.784409,35.92692398,3,"Veterinary Mudiriyat",2901199,"Faryab",5,"Maimana",2,"D04 - Nahia 4",29,"Building",1
64.89381347,35.97181868,2,"Shabakhto Girls School",2903056,"Faryab",3,"Khwaja Sabz Posh-E-Wali",1,"Shabakhto",29,"Building",3
64.95232285,36.31211014,1,"Shah Yousuf Boys Secondary School",2906154,"Faryab",2,"Shirin Tagab",1,"Shah Yousuf",29,"Village",6
64.87232578,36.29248254,2,"Shamsuddin Shaheed High School",2906155,"Faryab",4,"Shirin Tagab",2,"Faiz Abad",29,"Village",6
64.33667387,35.72918073,1,"Sawr Mosque",2907092,"Faryab",2,"Qaisar",1,"Sawr",29,"Building",7
65.16467974,35.69363872,2,"Jar Qala High School",2908132,"Faryab",4,"Gurziwan",2,"Jar Qala",29,"Building",8
65.13935272,35.67237525,2,"Tagab Shan Madrassa",2908133,"Faryab",4,"Gurziwan",2,"Tagab Shan",29,"Building",8
65.08320934,36.86448903,3,"Qaramqol Boys High School",2911170,"Faryab",4,"Qaram Qul",1,"Aalti Bolak Wasati Village",29,"Building",11
65.13707114,36.83874903,2,"Yousuf Mir Zayee Girls School",2911173,"Faryab",4,"Qaram Qul",2,"Yousuf Mir Zayee",29,"Building",11
65.08165429,36.85367332,2,"Aalti Bolak Girls School",2911174,"Faryab",4,"Qaram Qul",2,"Aalti Bolak",29,"Building",11
65.09308753,36.91906982,2,"Bagh Bostan High School",2912198,"Faryab",4,"Qurghan",2,"Qarghan",29,"Building",12
65.12328586,36.94528897,4,"Yoldoz Girls High School",2913181,"Faryab",7,"Andkhoy",3,"Shahr-E-Naw",29,"Building",13
65.11217209,36.90594371,3,"Yangee Tigarman Girls High School",2913183,"Faryab",6,"Andkhoy",3,"Yangee Tigarman",29,"Building",13
64.36555628,31.58645269,0,"Girls High School",3001003,"Helmand",6,"Lashkargah",6,"D02 - Nahia 2",30,"Building",1
64.36560981,31.58533434,6,"Boys Secondary School",3001004,"Helmand",6,"Lashkargah",0,"D02 - Nahia 2",30,"Building",1
64.37508093,31.60734659,5,"Numarat C1 School",3001012,"Helmand",5,"Lashkargah",0,"C1 Numarat",30,"Building",1
64.36132045,31.59794416,9,"Tor Tank Boys School",3001013,"Helmand",10,"Lashkargah",1,"Tor Tank",30,"Building",1
64.31818332,31.72661414,7,"Dahna 31 Gharbi Primary School",3002062,"Helmand",7,"Nad Ali",0,"Dahna 31 Gharbi",30,"Village",2
64.27105755,31.6954167,4,"Naqil Abad School",3002065,"Helmand",4,"Nad Ali",0,"Naqil Abad",30,"Village",2
64.56035125,31.8209806,3,"Gereshk Haji Fabrika",3004038,"Helmand",5,"Nahr-E-Saraj",2,"Gereshk",30,"Building",4
64.57012669,31.82000645,0,"Girls High School",3004039,"Helmand",4,"Nahr-E-Saraj",4,"Gereshk",30,"Building",4
64.17099487,31.07603693,3,"Hassan Abad Barjawi School",3006121,"Helmand",3,"Garm Ser",0,"Haji Dawood Khan Village",30,"Building",6
64.84086052,32.05761836,3,"Central Hospital",3008129,"Helmand",5,"Sangin Qala",2,"Nawai Maktab Bazar",30,"Building",8
64.83753068,32.07193746,5,"Central Mosque",3008130,"Helmand",5,"Sangin Qala",0,"District Bazar",30,"Building",8
64.0665271,31.5145591,2,"Block 4 - F Building",3014086,"Helmand",3,"Marja",1,"Block 4 - F",30,"Village",14
64.23042719,31.52914498,2,"Faizullah Private House (Kochi Center)",3014087,"Helmand",3,"Marja",1,"Treekh Zabar",30,"Village",14
64.26293447,31.6301187,3,"Loy Bagh School",3002070,"Helmand",4,"Nad Ali",1,"Loy Bagh",30,"Building",2
64.31261712,31.68146524,2,"Chah Enjeer High School",3002071,"Helmand",4,"Nad Ali",2,"Chah Enjeer",30,"Building",2
64.21993969,31.64180542,3,"Sheen Village School",3002080,"Helmand",4,"Nad Ali",1,"Sheen Village",30,"Building",2
64.12606307,31.71616869,3,"Noor Mohammad Village School",3002081,"Helmand",4,"Nad Ali",1,"Jonobi Ja Enjeer Maktab",30,"Village",2
64.3611019,31.42490408,3,"Mangal Zai School",3003092,"Helmand",4,"Nawa-E-Barakzayi",1,"Mangal Zai",30,"Building",3
64.28208466,31.37779026,4,"Khalj High School",3003093,"Helmand",4,"Nawa-E-Barakzayi",0,"Khalj",30,"Building",3
64.34492724,31.407990661,5,"Kharaba Clinic",3003103,"Helmand",5,"Nawa-E-Barakzayi",0,"Kharaba",30,"Building",3
64.29419262,31.35453314,5,"Baslan Clinic",3003104,"Helmand",5,"Nawa-E-Barakzayi",0,"Baslan",30,"Building",3
64.2012155,31.04606188,4,"Haji Hazrat Ali Khan Village School",3006114,"Helmand",5,"Garm Ser",1,"Haji Hazar Ali Village",30,"Building",6
64.18516786,31.01789557,3,"Kodalee School",3006115,"Helmand",3,"Garm Ser",0,"Haji Bari Dad Village",30,"Building",6
64.47094564,32.40445721,6,"District Center School",3007204,"Helmand",7,"Nawzad",1,"District Compound",30,"Building",7
64.96361935,32.15928941,3,"Sher Ali Mosque",3008133,"Helmand",4,"Sangin Qala",1,"Nasozi Sufla",30,"Village",8
64.96966258,32.17163802,5,"Nasozi School",3008134,"Helmand",5,"Sangin Qala",0,"Nasozi",30,"Village",8
64.77292558,32.35121228,4,"Akhtar Jan Market",3009180,"Helmand",6,"Musa Qala",2,"District Compound",30,"Building",9
64.81106227,32.28022017,3,"Cheek Aab School",3009187,"Helmand",5,"Musa Qala",2,"Cheek Aab",30,"Village",9
64.07228957,31.3890808,2,"Marja Block 9 School",3014074,"Helmand",3,"Marja",1,"Marja Block 9",30,"Village",14
64.0460482,31.47104147,6,"Malak Private House",3014075,"Helmand",8,"Marja",2,"Sistani",30,"Village",14
64.37544581,31.59188774,8,"Karta-E-Lagan High School",3001010,"Helmand",8,"Lashkargah",0,"Karta-E-Lagan Nahia 2",30,"Building",1
64.3673263,31.50202868,5,"Haji Kareem Dad Village School",3001019,"Helmand",5,"Lashkargah",0,"Haji Kareem Dad Village",30,"Building",1
64.41792956,31.72487052,2,"Korghojat School Babaji",3001029,"Helmand",4,"Lashkargah",2,"Raheemkhelo Village",30,"Building",1
64.35756952,31.63788901,3,"Khan Mohammad Mosque",3001030,"Helmand",6,"Lashkargah",3,"Muhajereeno Camp",30,"Building",1
64.33702285,31.4607026,3,"Gorgeen Sufla School",3003107,"Helmand",4,"Nawa-E-Barakzayi",1,"Gorgeen Sufla",30,"Building",3
64.32043605,31.36278231,3,"Gorgeen Ulya School",3003108,"Helmand",4,"Nawa-E-Barakzayi",1,"Gorgeen Ulya",30,"Building",3
64.62951415,31.83815922,3,"Haji Saleem Private House",3004055,"Helmand",4,"Nahr-E-Saraj",1,"Sarband",30,"Village",4
64.19846171,31.13096019,2,"Hazar Joft Village School",3006125,"Helmand",4,"Garm Ser",2,"Hazar Joft Village",30,"Village",6
63.7856295,30.55137466,2,"District Building Office",3011217,"Helmand",3,"Reg-E-Khan Nishin",1,"District Compound",30,"Building",11
64.10199132,31.37106128,2,"Marja Block 11 Khord School",3014083,"Helmand",3,"Marja",1,"Marja Block 11 Khord",30,"Village",14
63.01769924,35.21470479,3,"Jafari High School",3102028,"Badghis",4,"Ab Kamari",1,"Jafari Village",31,"Village",2
63.04927878,35.04875657,1,"Mobarak Shah Secondary School",3102037,"Badghis",2,"Ab Kamari",1,"Mobarak Shah",31,"Building",2
