لباک,14408,389584,64811,329,904,59107,248220,3530,3962,838,1466,787159
6,0,50,11,0,1,18,54,0,0,0,0,134
8,0,22,4,0,0,3,12,1,0,0,0,42
9,0,26,11,2,0,7,40,1,1,0,0,88
101088,17,487,108,1,2,150,451,2,7,1,1,1227
1,6,131,31,0,1,46,101,0,1,0,0,317
2,6,137,26,1,1,57,140,0,1,0,0,369
3,5,88,12,0,0,28,83,0,2,0,1,219
4,0,69,27,0,0,10,68,1,2,0,0,177
5,0,62,12,0,0,9,59,1,1,1,0,145
101089,76,625,170,0,1,357,831,7,9,3,4,2083
2,16,126,43,0,1,87,159,2,3,0,1,438
3,5,72,20,0,0,25,116,1,3,2,0,244
4,3,117,20,0,0,53,103,2,1,0,0,299
5,2,65,22,0,0,32,72,0,1,0,1,195
6,6,50,14,0,0,16,44,0,1,1,0,132
7,10,96,25,0,0,71,177,2,0,0,2,383
8,34,99,26,0,0,73,160,0,0,0,0,392
