no.;no_province;district;province;prov_id;vrc_code;vrc_name;location;lat;lon
336;1;Shiberghan;Jawzjan;28;2801001;IEC Juzjan Provincial Office;Province Cent;36.6638572;65.7529822
337;2;Mingajik;Jawzjan;28;2804002;Charshangho High School;District;37.04138889;66.0075
338;3;Khwajadukoh;Jawzjan;28;2802003;Khwajadukoh Boys High School;District;36.82340382;65.6147527
339;4;Qushtepa;Jawzjan;28;2805004;Eduacation Office;District;36.0887813;65.391608
340;5;Fayzabad;Jawzjan;28;2808005;Shaheed Latifa Girls High School;District;36.82388889;66.4563889
341;6;Khanaqa;Jawzjan;28;2803006;Esmatullah Shahed High School;District;37.4125;66.0344444
342;7;Aqcha;Jawzjan;28;2807007;Hotel Shahrdari;District;36.90440209;66.1775159
343;8;Mardyan;Jawzjan;28;2809008;Mardyan Boys High School;District;36.94850619;66.3224582
344;9;Qarqin;Jawzjan;28;2810009;Makhdom Quli High School;District;37.413056;66.033894
345;10;Khamyab;Jawzjan;28;2806010;Khmyab Boys High School;District;37.52578696;65.7369158
346;11;Darzab;Jawzjan;28;2811011;Darzab Boys High School;District;35.97807056;65.3857548
347;1;Maymana;Faryab;29;2901001;Municipality Hotel;Province Cent;35.92347235;64.7792183
348;2;Khwajasabzpos;Faryab;29;2903002;Deh ;;;
349;3;Pashtunkot;Faryab;29;2902003;Pashtoon Kot District center;District;35.90250543;64.7589542
350;4;Shirintagab;Faryab;29;2906004;Islam Qala high school;District;36.2260538;64.8639059
351;5;Almar;Faryab;29;2904005;Bazar Almar School;District;35.84738165;64.5335449
352;6;Qaysar;Faryab;29;2907006;Nadam Qesary High School;District;35.68940726;64.2934343
353;7;Kohestan;Faryab;29;2910007;Lawlash Secondary school;District;35.38386319;64.7535663
354;8;Garziwan;Faryab;29;2908008;Sarchkan Jamee Masjed;District;35.71294252;65.222541
355;9;Bilcheragh;Faryab;29;2905009;Pule Cheragh Center Madrasa;District;35.84322074;65.23154
356;10;Dawlatabad;Faryab;29;2909010;Quzebai Qala Femal high school;District;36.41924758;64.8853907
357;11;Andkhoy;Faryab;29;2913011;Youldoz Andkhoye high School;District;36.945373;65.1236815
358;12;Qaramqol;Faryab;29;2911012;Qarqul High School;District;36.85367332;65.0816543
359;13;Khan e Char Ba;Faryab;29;2914013;Khanchar bagh High school;District;37.00222222;65.2205556
360;14;Qorghan;Faryab;29;2912014;Mohammad Kamel Shahed high School, Qarghan Distr;District;36.91728174;65.0692721
361;1;Qala e Naw;Badghis;31;3101001;IEC Badghis Provincial Office;Province Cent;34.98622137;63.1299279
362;2;Muqur;Badghis;31;3103002;Rabat Clinic;District;35.07916667;63.27
363;3;Abkamari;Badghis;31;3102003;Abkamari center clinic;District;34.92222222;63.0408333
364;4;Qadis;Badghis;31;3104004;Jameyat School;District;34.802153;63.44151
365;5;Jawand;Badghis;31;3106005;Char uttaq School;District;35.06297169;64.1520471
366;6;Balamurghab;Badghis;31;3105006;Merghab Center School;District;35.58083333;63.3286111
367;7;Ghormach;Badghis;31;3107007;District Center;District;35.73009356;63.7838415
368;1;Herat;Hirat;32;3201001;Madrasa Aali Fakhrul Madaris,Masjed Park,Saifi High S;Province Cent;34.34303958;62.1957114
369;2;Hirat;Hirat;32;3201002;Park Mosque;Nahia_02;34.34311996;62.1957714
370;3;Hirat;Hirat;32;3202003;Safi High School;Province Cent;34.33029122;62.1871431
371;5;Hirat;Hirat;32;3201005;Fath High School;Province Cent;34.35989439;62.1480823
372;6;Injil;Hirat;32;3202006;center of Enjeel district mosque.;District;34.35084991;62.0918198
373;7;Kushk;Hirat;32;3207007;Rubat Sing kushkak center Jame Masjed;District;34.79873294;62.1366556
374;9;Zindajan;Hirat;32;3205009;Forme Pela wary Qala Regee;District;34.33649543;61.7592769
375;10;Guzara;Hirat;32;3203010;Wazir Fateh khan high school;District;34.22777778;62.22
376;11;Pashtunzarghu;Hirat;32;3206011;Geme Center high school;District;34.2275;62.6905556
377;12;Karukh;Hirat;32;3204012;Karokh Center high school;District;34.49070399;62.5859403
378;13;Gulran;Hirat;32;3208013;Qara Bagh high school;District;34.93916667;61.7752778
379;14;Ghoryan;Hirat;32;3211014;Qaisan Jame Masjed;District;34.34593735;61.5036152
380;15;Adraskan;Hirat;32;3209015;District Center Hgih School;District;33.643737;62.266894
381;16;Farsi;Hirat;32;3215016;District Center Femal school;District;33.78625133;63.272475
382;17;Obe;Hirat;32;3212017;Obah Center high School;District;34.37283866;63.1755097
383;18;Kushk e Kohna;Hirat;32;3210018;Bazzar Kuhna Masjed;District;34.86153635;62.5575831
384;19;Kohsan;Hirat;32;3213019;Kahsan High school;District;34.65813042;61.2000115
385;20;Shindand;Hirat;32;3214020;Markaz Sharwali;District;33.30417696;62.1565989
386;21;Chisht e Sharif;Hirat;32;3216021;Assadullah Chashmi School;District;34.33611111;63.7380556
387;1;Farah;Farah;33;3301001;Agriculture High School;Province Cent;32.3735605;62.1232602
388;2;Bakwa;Farah;33;3308002;Bakwa Center Mosque;District;32.2413832;62.949367
389;3;Balabuluk;Farah;33;3306003;Gang Abad Agricltuer School;District;32.61968258;62.4574707
390;4;Khak e Safed;Farah;33;3303004;Deh Naw High School;District;32.65405878;62.1039206
391;5;Pushtrod;Farah;33;3302005;Cheen High School;District;32.49055556;62.1402778
392;6;Qala e Kah;Farah;33;3304006;Female school district center;District;32.18.71;61.30.51
393;7;Shibkoh;Farah;33;3305007;Keen Elementary School;District;32.13681909;61.6165483
394;8;Lash e Juwayn;Farah;33;3309008;Ebni Yaman Jaweeni High School;District;31.71195657;61.6207398
395;9;Gulestan;Farah;33;3310009;Qala Kihna Elementary School;District;32.61666667;63.6691667
396;10;Purchaman;Farah;33;3311010;Tahat Purchaman High School;District;33.14194444;63.8661111
397;11;Anardara;Farah;33;3307011;Anar Darah Center School;District;32.76011131;61.6507995
398;1;Lashkargah;Hilmand;30;3001001;Helmand IEC Provincial Office;Province Cent;31.58292566;64.3608733
399;2;Nahr e Saraj;Hilmand;30;3004002;Abu Laftah School;District;31.81599127;64.5741467
400;3;Nad e Ali;Hilmand;30;3002003;District Center Hgih School;District;31.64437886;64.2384182
401;4;Nawa e Barakz;Hilmand;30;3003004;Khalej high school;District;31.37844933;64.304381
402;5;Sangin;Hilmand;30;3008005;Jamie masjed;District;32.07193746;64.8375307
403;6;Musaqalah;Hilmand;30;3009006;District Center Hgih School;District;32.34868299;64.771075
404;7;Nawzad;Hilmand;30;3007007;Assad Sory High school;District;32.40445722;64.4709456
405;8;Washer;Hilmand;30;3005008;District Clinic;District;32.24515782;63.8661518
406;9;Washer;Hilmand;30;3014009;Building Block 4F;District;31.51201188;64.0701702
407;10;Garmser;Hilmand;30;3006010;District Center School;District;31.13079509;64.1986914
408;11;Kajaki;Hilmand;30;3010011;District Center School;District;32.3266974;65.0996876
409;12;Baghran;Hilmand;30;3012012;District Center;District;33.07605198;65.0897879
410;13;Reg e Khanishi;Hilmand;30;3011013;District Center Hgih School;District;30.55137467;63.7856295
411;14;Deh e shu;Hilmand;30;3013014;District Center;District;30.43349091;63.3096694
412;1;Kandahar;Kandahar;27;2701001;Transportation Directorate of Kandahar;Province Cent;31.61015944;65.7581792
413;2;Kandahar;Kandahar;27;2701002;IEC Kandahar PO;Province Cent;31.61015944;65.7581792
414;3;Kandahar;Kandahar;27;2701003;Shaheed Azamullah School;Province Cent;31.60187679;65.7778592
415;4;Kandahar;Kandahar;27;2701004;Arab Qala Clinic, Loi Wiala;Nahia_09;31.63115012;65.7037511
416;5;Kandahar;Kandahar;27;2701005;Zahershahi School;Nahia_06;31.606961;65.627138
417;6;Kandahar;Kandahar;27;2701006;Nawi Mearwais Mina School;Nahia_06;31.60882657;65.6865169
418;7;Kandahar;Kandahar;27;2717007;Karz school;District;31.59817888;65.7332852
419;8;Arghandab;Kandahar;27;2702008;water irragtion buliding,Langar dorahy;District;31.65944444;65.669444
420;9;Zheray;Kandahar;27;2705009;Distrect adminstrave buliding;District;31.6221341;65.5271352
421;10;Panjwayi;Kandahar;27;2704010;Shamsuddin kakar school;District;31.54288046;65.4548809
422;11;Daman;Kandahar;27;2703011;Nasaji school;District;31.61592544;65.8444653
423;12;Shahwalikot;Kandahar;27;2706012;Clinic Wayan;District;31.79852827;65.825595
424;13;Khakrez;Kandahar;27;2707013;Distrect adminstrave bulidin , sha agha;District;31.98267325;65.4746975
425;14;Maywand;Kandahar;27;2710014;Mohammad ghazi Ayob khan high school , kishk nakho;District;31.62285657;65.0554423
426;15;Reg;Kandahar;27;2716015;Distrect center;District;29.7333;65.7167
427;16;Shorabak;Kandahar;27;2714016;Distrect center , Abozay;District;30.12939;65.99569
428;17;Spinboldak;Kandahar;27;2711017;Ghazi abdulall scool;District;31.00910156;66.394898
429;18;Arghestan;Kandahar;27;2708018;Khogyani , mohammad neki school.;District;31.55950359;66.5794262
430;19;Miyanshin;Kandahar;27;2713019;Distrect center;District;32.4133;66.3684
431;20;Nesh;Kandahar;27;2712020;Distrect center;District;32.42667065;65.6353776
432;21;Ghorak;Kandahar;27;2709021;District Center;District;32.0836129;65.1570475
433;22;Maruf;Kandahar;27;2715022;Distrect center;District;31.62146529;67.1711958
434;23;Takhta Pul;Kandahar;27;2718023;District Center, Shaga;District;;
435;1;Zaranj;Nimroz;34;3401001;Provincial IEC warehouse next to Police station;Province Cent;30.96163796;61.8607251
436;2;Kang;Nimroz;34;3402002;Khana ejtemayee Darwishak,50m chawni Sarhadi;District;31.14833333;61.8077778
437;3;Charburjak;Nimroz;34;3404003;Maktab Jadide Waliswali 100 m Qumandain Amnia W;District;30.27946471;62.0605885
438;4;Chakhansur;Nimroz;34;3403004;Zainab Female High School,50 to Police Directorate;District;31.17644783;62.0651417
439;5;Khashrod;Nimroz;34;3405005;Bibi Amina Femail High School,1km to Police station,i;District;31.43920196;62.6287112
440;6;Khashrod;Nimroz;34;3406006;Del Aram district center;District;32.16288699;63.4286921
