PC_number,PS_number,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
101001,1,4,58,15,0,0,6,44,0,4,1,0,132
101001,2,1,28,13,0,0,2,24,1,2,0,0,71
101001,3,1,35,14,0,0,0,14,1,4,0,0,69
101001,4,0,28,8,0,0,0,13,0,0,0,1,50
101001,5,1,11,6,0,0,2,2,0,0,0,0,22
101002,1,5,173,32,1,1,13,109,0,1,0,0,335
101002,2,4,161,24,1,0,14,78,1,2,2,1,288
101002,3,3,128,26,0,1,14,72,1,1,0,1,247
101002,4,0,115,20,0,1,12,42,0,0,1,1,192
101002,5,1,63,12,0,5,2,14,2,0,1,4,104
101003,1,4,145,24,0,0,12,180,1,2,1,0,369
101003,2,0,166,33,1,0,5,166,1,3,0,1,376
101003,3,0,44,5,1,0,3,36,0,0,0,3,92
101004,1,2,167,20,1,0,20,36,0,0,0,0,246
101004,2,4,137,26,0,0,13,39,1,2,0,0,222
101004,3,2,142,13,0,0,6,35,1,0,0,0,199
101004,4,4,114,26,0,0,3,23,1,0,0,0,171
101004,5,0,109,9,1,0,1,31,2,0,0,1,154
101005,1,3,142,13,0,6,14,82,0,2,0,0,262
101005,2,3,106,17,0,0,22,81,0,2,0,1,232
101005,3,0,8,5,0,0,0,6,0,0,0,0,19
101005,4,0,13,1,1,0,1,8,0,0,0,0,24
101006,1,1,90,22,0,2,8,55,1,1,0,1,181
101006,2,0,75,13,0,0,7,45,3,0,0,0,143
101006,3,3,97,26,0,1,12,78,2,1,0,1,221
101006,4,0,26,12,0,0,3,16,0,0,0,0,57
101006,5,2,50,10,0,0,3,35,1,0,0,0,101
101007,1,1,64,11,0,0,4,35,1,0,0,0,116
101007,2,0,38,4,0,0,6,10,0,0,0,0,58
101007,3,1,54,3,0,0,6,10,0,1,0,0,75
101007,4,0,19,0,0,0,3,6,0,0,0,0,28
101007,5,1,24,4,0,1,1,11,1,0,0,0,43
101008,1,2,193,31,3,0,10,231,0,2,0,0,472
101008,2,2,247,30,0,0,13,211,0,0,1,0,504
101008,3,6,214,44,0,2,31,243,0,7,1,0,548
101008,4,0,27,6,0,0,0,8,1,0,0,0,42
101008,5,0,19,3,0,0,1,20,0,0,0,0,43
101008,6,0,32,4,0,0,0,4,0,0,0,0,40
101009,1,1,101,9,1,0,5,34,0,0,0,0,151
101009,2,0,80,12,0,0,2,21,1,1,0,1,118
101009,3,0,12,22,0,0,0,18,0,1,0,0,53
101009,4,0,26,2,0,0,0,4,0,0,0,0,32
101010,1,4,180,12,0,1,17,72,1,1,0,0,288
101010,2,2,127,10,0,0,15,73,0,0,0,1,228
101010,3,5,151,33,1,1,18,66,0,1,0,1,277
101010,4,0,25,5,0,0,0,8,0,0,0,0,38
101010,5,0,7,3,0,0,0,7,0,0,0,0,17
101011,1,1,60,18,0,0,3,27,0,0,0,0,109
101011,2,3,96,20,0,1,4,47,0,6,0,0,177
101011,3,0,77,32,1,0,0,29,1,0,0,1,141
101012,1,1,148,10,0,0,5,104,1,6,0,0,275
101012,2,0,64,5,0,0,0,24,0,1,0,0,94
101013,1,0,192,43,0,1,1,51,0,9,2,3,302
101013,2,1,154,38,0,1,1,44,1,2,0,0,242
101013,3,1,182,57,0,0,2,75,0,6,0,3,326
101013,4,0,199,62,0,1,0,41,5,2,1,3,314
101013,5,0,185,58,1,0,0,34,4,4,3,1,290
101014,1,1,267,5,0,0,9,31,0,1,0,0,314
101014,2,2,144,6,0,0,2,7,2,0,0,0,163
101015,1,2,63,10,0,0,10,24,0,1,0,0,110
101015,2,9,82,11,0,0,15,43,1,1,0,0,162
101015,3,0,16,8,0,0,2,4,2,0,0,0,32
101016,1,2,85,15,0,0,4,29,3,0,1,0,139
101016,2,4,82,9,0,2,5,54,0,1,0,2,159
101016,3,1,67,16,0,1,4,41,1,1,0,0,132
101016,4,0,54,5,0,0,2,1,1,0,0,0,63
101016,5,0,38,2,0,0,0,12,0,0,0,1,53
101017,1,2,227,77,0,1,4,48,2,8,0,1,370
101017,2,0,221,61,2,1,4,46,2,3,1,2,343
101017,3,1,378,95,2,3,2,65,9,10,4,3,572
101018,1,4,123,14,0,1,19,29,1,0,0,0,191
101018,2,1,97,12,1,0,9,28,2,1,0,0,151
101018,3,0,52,15,0,0,0,19,2,1,0,2,91
101019,1,2,240,17,0,0,18,70,1,3,1,1,353
101019,2,12,181,15,0,0,14,55,13,2,0,0,292
101019,3,0,103,10,0,0,5,22,0,5,1,0,146
101019,4,0,70,14,0,0,1,14,1,3,0,0,103
101020,1,5,176,22,0,0,23,52,3,0,0,1,282
101020,2,0,55,2,0,1,0,7,0,0,0,0,65
101021,1,5,88,9,0,2,7,80,0,1,0,0,192
101021,2,8,88,14,0,0,11,63,1,0,0,0,185
101021,3,1,92,10,0,0,11,61,0,1,0,0,176
101021,4,0,107,27,0,0,18,71,1,2,0,0,226
101021,5,0,27,0,0,1,0,16,1,0,0,0,45
101021,6,0,9,4,1,0,0,9,0,0,0,0,23
101021,7,0,22,5,1,0,0,14,1,1,0,0,44
101022,1,5,75,6,1,0,5,25,1,0,0,0,118
101022,2,1,67,3,0,0,10,23,1,0,0,0,105
101022,3,1,64,6,0,0,8,11,0,0,0,0,90
101022,4,0,60,12,0,0,7,14,0,0,0,0,93
101022,5,0,33,13,0,0,0,5,0,0,0,0,51
101022,6,0,11,21,0,0,0,16,0,0,0,0,48
101022,7,0,59,7,0,1,2,11,0,0,1,0,81
101023,1,4,175,26,2,2,17,47,0,0,0,2,275
101023,3,2,106,10,0,0,10,28,1,1,0,0,158
101023,4,0,20,4,0,0,0,17,1,0,0,0,42
101023,5,0,21,6,0,0,0,15,1,0,0,0,43
101024,1,0,209,14,1,0,10,49,0,1,0,0,284
101024,2,5,256,20,0,0,10,59,0,1,0,1,352
101024,3,2,223,20,0,0,8,50,4,0,0,0,307
101024,4,0,141,14,0,1,10,25,1,0,0,0,192
101024,5,1,98,16,0,0,2,37,1,0,0,2,157
101025,1,3,245,29,0,0,4,57,7,0,0,0,345
101025,2,2,225,25,0,0,5,53,2,0,0,0,312
101025,3,0,201,20,0,0,5,47,2,0,0,0,275
101025,4,4,368,21,0,0,15,73,0,1,0,0,482
101025,5,1,289,23,0,0,22,87,1,0,0,0,423
101025,6,1,292,22,0,0,25,69,0,2,1,0,412
101025,7,3,307,14,0,1,18,67,2,0,0,0,412
101026,1,1,284,17,0,0,16,30,1,0,0,1,350
101026,2,0,255,7,0,0,0,27,1,0,0,0,290
101027,1,10,353,27,0,0,23,96,1,0,0,1,511
101027,2,4,218,18,0,0,6,65,3,0,0,0,314
101028,1,2,240,38,0,0,33,135,0,0,0,0,448
101028,2,1,115,18,0,0,16,80,0,1,0,1,232
101028,3,1,176,26,0,0,19,108,2,2,0,0,334
101028,4,1,97,12,0,1,19,94,1,0,0,0,225
101028,5,0,27,38,0,0,1,15,0,0,0,0,81
101028,6,0,29,37,0,0,0,10,0,0,0,0,76
101028,7,0,12,3,0,0,0,3,0,0,0,1,19
101029,1,0,69,21,0,1,5,46,1,4,0,0,147
101029,2,2,35,7,0,0,0,33,1,1,0,0,79
101029,3,0,22,7,0,0,1,11,0,2,0,0,43
101029,4,0,16,2,0,0,0,5,0,0,0,0,23
101029,5,0,10,4,0,0,0,10,0,0,0,0,24
101030,1,0,326,11,0,0,7,40,0,2,0,0,386
101030,2,0,328,13,0,0,8,29,0,0,0,0,378
101030,3,0,506,28,0,0,7,42,1,0,0,0,584
101031,1,1,70,5,0,0,17,28,1,0,0,0,122
101032,1,9,201,62,0,0,36,158,1,5,1,0,473
101032,2,9,200,62,0,0,36,157,0,5,1,0,470
101032,4,11,216,58,2,0,38,186,1,1,0,0,513
101032,5,0,199,35,0,0,12,79,2,2,0,1,330
101032,6,1,93,29,0,1,8,48,0,5,0,1,186
101033,1,8,281,73,0,0,38,171,2,2,0,0,575
101033,2,15,242,65,0,0,37,223,2,1,0,0,585
101033,3,12,291,57,0,0,32,149,1,7,0,2,551
101033,4,11,245,68,0,0,40,162,4,9,1,1,541
101033,6,0,24,17,0,0,6,33,1,0,0,1,82
101033,7,1,131,12,0,0,4,46,1,0,0,0,195
101034,1,1,157,58,0,0,9,98,1,2,0,2,328
101034,2,2,172,44,0,0,10,94,2,0,0,0,324
101034,3,1,118,25,0,0,9,60,2,0,0,0,215
101034,4,2,131,20,0,0,4,47,0,2,0,0,206
101034,5,0,98,46,0,0,3,73,0,2,1,1,224
101034,6,0,96,20,0,0,3,33,3,0,2,1,158
101034,7,0,62,14,0,0,0,12,0,0,0,1,89
101035,1,9,157,41,0,0,18,100,1,3,0,2,331
101035,2,2,146,37,0,1,14,59,2,1,1,1,264
101035,3,4,182,54,0,1,14,85,2,1,0,0,343
101035,4,7,143,26,0,1,9,77,0,1,0,0,264
101035,5,2,78,35,0,1,1,44,1,1,0,0,163
101035,6,3,82,24,0,1,1,61,0,5,0,0,177
101035,7,0,82,23,0,0,29,41,1,1,0,1,178
101035,8,2,92,35,0,2,0,40,2,0,1,0,174
101036,1,4,250,35,0,0,14,90,2,2,0,0,397
101036,2,3,232,57,0,0,15,92,3,1,0,2,405
101036,3,3,179,48,1,0,15,80,3,3,0,0,332
101036,4,0,177,30,0,2,13,68,2,4,0,0,296
101036,5,0,169,48,0,0,1,46,6,0,0,1,271
101036,6,1,223,33,0,1,1,69,3,4,0,0,335
101036,7,0,199,51,0,0,5,56,2,2,1,1,317
101037,1,11,130,18,0,0,23,124,0,0,0,0,306
101037,2,1,118,14,0,0,13,89,2,2,0,1,240
101037,3,4,41,10,0,1,12,61,0,0,0,0,129
101037,4,0,47,6,0,1,1,49,0,0,1,0,105
101037,5,0,49,1,0,0,1,31,0,0,1,0,83
101038,1,4,338,76,0,0,10,76,3,7,0,1,515
101038,2,4,330,78,0,1,27,86,4,8,0,0,538
101038,3,5,344,103,0,0,12,101,1,3,0,1,570
101038,4,0,190,18,0,0,0,23,0,4,1,0,236
101038,5,0,225,26,0,1,0,32,3,0,0,0,287
101039,1,13,265,34,0,0,35,210,0,3,1,4,565
101039,2,5,206,30,1,0,31,165,3,2,0,1,444
101039,3,3,238,19,0,0,35,146,3,0,0,1,445
101039,4,0,157,23,1,1,7,73,1,2,1,1,267
101039,5,0,124,12,1,0,3,41,1,0,0,0,182
101040,1,9,124,28,1,1,26,81,1,3,1,1,276
101040,2,2,105,25,0,0,16,113,0,1,0,0,262
101040,3,6,123,19,0,0,35,107,3,4,1,1,299
101040,4,1,66,19,0,0,9,52,1,0,0,0,148
101040,5,1,63,18,0,0,6,70,0,0,2,1,161
101041,1,3,84,16,0,1,3,53,2,0,0,0,162
101041,2,1,102,12,0,0,9,52,1,1,0,0,178
101041,3,0,54,7,0,0,1,24,2,1,0,0,89
101041,4,1,56,7,0,0,0,21,2,0,0,0,87
101041,5,0,56,8,0,0,1,31,0,0,0,0,96
101042,1,14,260,49,0,0,46,212,2,3,0,0,586
101042,2,9,95,34,0,0,6,98,3,1,0,0,246
101043,1,5,84,29,0,0,17,59,1,0,0,0,195
101043,2,4,112,35,0,0,13,99,2,1,0,0,266
101043,3,1,118,20,0,1,1,63,1,0,1,0,206
101044,1,2,148,18,2,1,35,117,2,1,1,1,328
101044,2,1,105,17,0,0,31,83,0,0,0,0,237
101044,3,7,91,24,0,0,19,84,0,2,1,0,228
101044,4,1,142,28,0,0,20,81,2,9,1,0,284
101044,5,1,95,26,0,0,8,103,0,1,1,1,236
101045,1,6,240,54,0,1,24,155,3,4,0,1,488
101045,2,4,150,38,0,0,7,98,0,0,0,2,299
101045,3,3,167,20,0,0,16,85,2,3,0,0,296
101045,4,0,92,16,0,0,6,62,4,0,0,0,180
101045,5,1,77,8,0,1,2,34,1,1,0,0,125
101046,1,3,97,17,0,0,9,34,0,2,0,3,165
101046,2,1,75,17,0,1,7,30,1,1,0,1,134
101046,3,1,74,18,0,0,3,15,0,0,0,0,111
101046,4,0,34,5,0,0,0,12,0,0,0,1,52
101046,5,0,42,6,0,1,1,5,1,0,0,2,58
101046,6,0,69,14,0,0,0,2,0,1,0,2,88
101047,1,5,141,51,0,0,8,112,1,3,0,0,321
101047,2,5,105,39,0,0,9,85,0,0,0,0,243
101047,3,6,187,63,0,1,11,129,1,0,1,0,399
101047,4,0,65,28,0,0,3,71,1,1,0,0,169
101047,5,0,62,21,0,0,3,41,1,2,1,0,131
101048,1,0,197,31,0,1,26,92,2,0,0,1,350
101048,2,2,175,32,0,0,29,94,2,2,0,0,336
101048,3,0,194,33,1,0,23,57,0,0,0,0,308
101048,4,0,112,21,0,0,2,49,2,2,0,0,188
101048,5,1,124,18,1,0,6,46,2,1,0,1,200
101049,1,0,259,48,0,1,46,152,0,0,0,0,506
101049,2,4,302,45,0,0,31,212,1,0,0,0,595
101049,3,0,3,21,0,0,0,12,0,0,0,0,36
101049,4,0,7,2,0,0,0,2,0,0,0,0,11
101049,5,0,11,3,0,0,0,3,2,0,0,0,19
101049,6,0,8,8,0,0,0,8,1,0,0,0,25
101050,1,5,239,31,2,0,17,290,4,0,1,1,590
101050,2,3,271,51,0,0,23,236,2,0,1,0,587
101050,3,8,216,43,0,1,19,212,0,0,0,1,500
101050,4,0,54,11,0,1,1,113,2,0,1,0,183
101050,5,0,71,20,0,0,0,121,0,0,1,0,213
101050,6,0,56,27,0,1,0,131,1,0,0,0,216
101050,7,0,72,18,1,3,4,162,2,0,1,0,263
101050,8,0,73,26,0,0,4,170,1,0,1,0,275
101051,1,0,109,45,0,0,8,417,1,0,0,1,581
101051,2,0,131,46,1,1,10,396,2,1,0,1,589
101051,3,3,119,56,0,2,8,394,2,2,3,1,590
101051,4,0,75,45,0,3,1,421,3,2,1,0,551
101051,5,0,67,35,0,1,2,403,0,0,0,0,508
101051,6,3,18,4,0,0,2,27,1,0,0,0,55
101052,1,0,60,11,0,0,2,59,2,0,0,0,134
101052,2,1,56,7,0,0,2,50,0,0,0,0,116
101052,3,0,63,13,0,0,0,74,2,0,0,0,152
101052,4,9,281,43,0,0,34,214,5,0,0,0,586
101053,1,5,118,11,1,1,12,171,1,4,0,1,325
101053,2,0,88,35,0,0,6,127,1,4,0,1,262
101053,3,1,126,22,0,1,7,149,2,5,1,1,315
101053,4,2,90,19,0,1,8,91,1,0,1,0,213
101053,5,0,17,6,0,1,0,54,5,0,0,0,83
101053,6,0,39,7,0,0,1,72,1,1,1,2,124
101053,7,0,40,9,0,0,1,77,0,0,0,0,127
101053,8,0,18,11,0,3,0,147,0,0,0,0,179
101054,2,2,194,24,0,0,9,99,1,1,0,0,330
101054,3,3,233,27,0,0,22,101,2,1,1,1,391
101054,4,4,200,25,0,0,17,103,2,1,1,0,353
101054,5,1,122,14,0,1,2,35,1,0,0,0,176
101054,6,0,80,19,0,0,2,63,0,0,0,0,164
101054,7,0,119,7,0,0,1,47,0,0,0,0,174
101054,8,0,117,8,0,0,2,35,1,1,0,0,164
101055,1,1,195,18,0,0,11,39,0,0,0,0,264
101055,2,0,171,7,0,0,11,31,0,2,0,0,222
101055,3,4,137,8,0,0,11,22,0,0,0,0,182
101055,4,0,36,4,0,0,1,8,0,0,0,0,49
101055,5,0,24,1,0,0,1,9,0,0,0,0,35
101055,6,0,19,1,0,1,1,4,0,0,0,0,26
101056,1,1,115,13,0,0,15,37,0,1,0,0,182
101056,3,0,152,27,0,0,6,46,0,0,0,1,232
101056,4,0,23,4,0,0,0,13,0,0,0,0,40
101056,5,0,17,4,0,0,0,11,0,0,0,0,32
101056,6,0,32,7,0,0,0,6,2,0,0,0,47
101057,1,2,157,12,0,0,22,64,1,0,0,0,258
101057,2,6,171,21,0,0,29,70,0,0,0,0,297
101057,3,1,109,18,0,0,12,36,3,1,0,0,180
101057,4,2,172,25,0,0,17,71,0,1,0,0,288
101057,5,0,52,8,0,0,0,13,1,0,0,0,74
101057,6,0,47,4,0,0,0,22,2,0,0,0,75
101057,7,0,47,10,0,0,1,19,2,0,0,0,79
101058,1,1,155,27,0,0,9,71,2,1,0,0,266
101058,2,2,211,24,0,0,21,87,1,4,0,0,350
101058,3,3,207,15,1,0,20,62,1,0,0,0,309
101058,4,3,178,21,0,0,18,69,0,0,0,0,289
101058,5,1,33,12,0,0,4,21,0,0,0,0,71
101058,6,2,38,15,0,0,2,29,0,0,0,0,86
101058,7,0,27,7,0,0,5,22,0,0,0,0,61
101059,1,3,140,33,0,0,17,83,4,2,0,0,282
101059,2,4,137,21,0,1,8,67,3,0,0,0,241
101059,3,1,125,29,0,0,7,40,1,0,0,0,203
101059,4,0,38,9,0,0,1,12,0,0,0,0,60
101059,5,0,49,12,0,0,0,17,1,0,0,0,79
101059,6,0,110,33,0,0,2,28,5,3,2,0,183
101060,1,6,354,25,0,0,22,90,2,2,0,0,501
101060,2,7,332,22,0,0,30,85,3,0,0,1,480
101060,3,11,317,34,0,0,31,96,2,0,0,1,492
101060,4,7,131,15,0,0,12,54,2,0,0,0,221
101060,5,5,108,14,0,0,4,42,0,1,0,0,174
101060,6,4,63,4,0,0,6,12,0,0,0,0,89
101060,7,0,78,6,0,0,2,14,0,0,1,0,101
101060,8,1,104,0,0,0,2,25,0,1,0,0,133
101061,1,2,185,33,0,1,9,189,2,0,0,0,421
101061,2,1,137,41,0,0,8,200,2,0,0,0,389
101061,3,0,66,19,0,0,5,125,0,0,0,0,215
101061,4,0,59,16,0,0,7,122,2,0,0,0,206
101062,1,9,239,70,0,0,14,253,0,2,0,0,587
101062,2,4,161,39,1,0,8,194,1,2,0,1,411
101062,3,1,119,33,0,0,8,117,0,0,0,1,279
101062,4,1,201,38,0,0,7,139,3,1,0,0,390
101062,5,0,120,25,0,0,10,100,0,0,0,1,256
101062,6,0,145,27,0,2,0,149,3,0,0,0,326
101062,7,0,129,44,0,0,1,131,2,1,0,0,308
101062,9,0,214,44,1,0,2,194,2,0,1,0,458
101063,1,0,283,22,0,0,13,95,0,5,0,1,419
101063,2,3,201,14,0,1,6,40,0,1,0,1,267
101063,3,1,200,6,0,0,8,43,2,0,0,0,260
101063,4,1,109,9,0,0,8,21,0,2,0,0,150
101063,5,0,126,11,0,0,0,26,1,0,1,0,165
101063,6,0,140,4,0,0,0,18,0,0,1,0,163
101063,7,0,94,4,0,0,2,15,0,0,0,0,115
101064,1,5,140,14,0,0,6,146,0,2,1,1,315
101064,2,10,217,13,1,0,20,164,0,3,1,1,430
101064,3,3,249,25,0,0,28,174,2,1,0,0,482
101064,4,14,185,17,0,1,21,131,1,2,0,0,372
101064,5,0,97,9,0,1,5,121,0,0,0,0,233
101064,6,0,135,8,0,0,5,85,1,1,0,0,235
101064,7,1,52,14,0,0,3,51,0,2,0,0,123
101065,1,1,126,11,0,0,5,52,0,0,0,0,195
101065,2,2,176,41,0,1,5,62,3,1,0,0,291
101065,3,5,188,49,0,0,20,72,1,1,1,0,337
101065,4,3,151,17,0,1,8,51,3,7,0,1,242
101065,5,1,73,10,0,0,2,14,1,2,0,0,103
101065,6,1,70,25,0,0,1,37,1,0,0,1,136
101065,7,1,56,9,0,0,2,21,0,0,0,0,89
101066,1,2,165,25,0,0,6,45,1,0,0,0,244
101066,2,5,274,39,0,2,16,85,0,0,1,0,422
101066,3,6,223,27,0,0,15,63,1,1,0,0,336
101066,4,1,129,20,0,0,0,48,0,2,0,0,200
101066,5,6,253,38,0,0,27,90,1,0,0,0,415
101067,1,5,144,27,0,0,17,70,1,19,0,0,283
101067,2,5,153,29,2,0,18,93,0,24,0,0,324
101067,3,5,17,12,1,0,0,6,1,0,0,0,42
101067,4,2,22,7,0,0,0,10,0,1,0,0,42
101068,1,5,183,105,0,0,20,138,3,1,0,1,456
101068,2,5,143,108,0,0,17,132,1,3,0,0,409
101068,3,0,74,39,0,0,1,55,1,0,0,1,171
101068,4,0,51,25,0,0,1,40,1,0,0,0,118
101069,1,3,123,26,1,0,14,75,1,0,0,2,245
101069,2,2,73,13,1,1,10,41,0,1,0,0,142
101069,3,0,44,49,0,0,0,15,0,1,0,0,109
101070,1,17,192,20,0,0,122,209,0,4,0,1,565
101070,2,14,185,27,0,0,115,219,3,4,0,1,568
101070,3,26,188,33,0,1,148,163,1,9,0,1,570
101070,4,0,102,17,0,0,41,55,4,0,0,1,220
101070,5,0,118,9,0,0,30,37,1,0,0,0,195
101070,6,1,200,16,0,0,44,70,0,7,0,0,338
101071,1,1,346,50,1,0,15,88,4,1,0,2,508
101071,2,0,310,96,2,0,9,74,4,3,0,3,501
101071,3,2,442,67,0,0,2,62,9,1,0,0,585
101072,1,1,369,57,0,0,15,118,0,1,0,0,561
101072,2,6,365,74,0,0,21,106,2,5,1,2,582
101073,1,17,136,32,0,0,154,222,2,9,0,1,573
101073,2,27,152,28,0,0,145,199,4,5,0,0,560
101073,3,0,133,24,0,0,139,247,2,4,0,2,551
101073,4,11,112,12,0,0,26,77,4,0,0,0,242
101073,5,13,26,2,0,0,41,73,0,2,0,0,157
101073,6,7,86,13,0,1,46,69,0,0,0,0,222
101074,1,7,173,33,1,0,48,234,1,0,0,0,497
101074,2,6,118,23,0,0,31,195,1,2,0,0,376
101074,3,8,214,24,0,0,32,236,0,0,0,1,515
101074,4,7,226,16,0,0,46,289,1,1,0,1,587
101074,5,5,148,28,0,0,23,272,0,0,0,0,476
101074,6,6,89,19,1,0,1,209,1,0,0,0,326
101074,7,1,93,20,0,0,12,169,1,1,0,0,297
101075,1,8,130,27,0,0,33,108,1,2,1,1,311
101075,2,14,130,19,0,0,0,113,3,0,0,0,279
101075,3,2,155,27,0,0,71,116,3,3,0,0,377
101075,4,0,242,26,0,0,27,82,3,2,1,0,383
101076,1,20,48,20,0,0,59,170,0,3,0,1,321
101076,2,5,129,33,0,0,45,268,3,0,0,0,483
101076,3,30,121,33,0,2,105,278,1,3,2,2,577
101077,1,2,191,36,0,0,30,154,4,2,0,0,419
101077,2,11,263,43,2,0,26,173,1,3,0,0,522
101077,3,7,232,48,0,0,28,132,1,0,0,1,449
101077,4,0,104,33,0,0,2,57,1,0,0,0,197
101077,5,0,59,20,0,0,2,17,0,0,0,1,99
101077,6,4,80,34,0,0,0,44,1,4,0,1,168
101078,1,29,132,44,2,0,168,198,1,4,1,0,579
101078,2,25,120,34,0,0,184,176,1,5,0,3,548
101078,4,0,56,12,0,0,25,44,1,0,0,0,138
101078,5,1,31,9,0,0,12,18,0,0,3,0,74
101078,6,1,46,5,0,2,24,28,1,0,1,0,108
101079,1,24,85,51,0,0,173,220,4,2,1,1,561
101079,2,24,84,59,0,1,196,201,1,0,0,1,567
101079,3,2,83,10,0,0,77,75,1,2,0,1,251
101080,1,15,188,22,0,0,136,147,0,2,0,0,510
101080,2,20,161,20,0,1,101,148,2,3,1,0,457
101080,3,13,188,22,2,0,73,119,4,0,0,1,422
101081,1,6,71,18,0,1,92,173,0,1,1,0,363
101081,2,4,78,17,0,0,106,159,0,2,1,0,367
101081,3,0,57,15,0,0,86,123,1,4,0,1,287
101082,1,2,210,35,1,0,73,261,3,0,1,1,587
101082,2,8,169,25,0,1,74,219,1,0,0,1,498
101082,3,5,199,42,0,0,64,271,0,2,0,2,585
101082,4,2,103,18,0,1,20,75,2,2,1,0,224
101082,5,2,87,16,1,0,33,79,2,0,0,2,222
101082,6,3,63,10,0,0,21,88,1,2,0,0,188
101083,1,22,188,23,0,0,203,149,1,4,0,0,590
101083,2,14,188,19,0,0,201,148,0,3,0,2,575
101083,3,0,147,12,0,0,51,60,1,0,0,0,271
101084,1,25,167,30,0,2,116,225,4,4,0,2,575
101084,2,5,124,21,0,0,41,77,2,0,0,3,273
101085,1,23,119,37,0,0,217,173,1,6,0,0,576
101085,2,8,53,4,0,0,41,49,2,0,0,0,157
101086,2,23,97,33,0,0,31,172,2,4,0,0,362
101086,3,4,102,16,0,0,21,134,0,3,0,1,281
101086,4,18,106,30,1,0,23,73,3,2,0,1,257
101086,5,0,95,23,0,0,8,61,4,0,0,0,191
101086,6,0,61,20,0,0,6,34,2,1,0,0,124
101086,7,1,51,49,0,0,12,56,2,1,0,0,172
101086,8,0,55,36,0,0,6,31,0,0,1,0,129
101087,1,0,15,4,0,0,4,26,2,0,0,0,51
101087,2,6,145,44,0,0,52,133,1,1,0,0,382
101087,3,0,54,12,0,0,7,31,1,0,0,0,105
101087,4,7,154,43,1,0,45,159,1,4,0,0,414
101087,5,0,59,27,0,0,11,96,0,0,0,0,193
101087,6,0,50,11,0,1,18,54,0,0,0,0,134
101087,8,0,22,4,0,0,3,12,1,0,0,0,42
101087,9,0,26,11,2,0,7,40,1,1,0,0,88
101088,1,6,131,31,0,1,46,101,0,1,0,0,317
101088,2,6,137,26,1,1,57,140,0,1,0,0,369
101088,3,5,88,12,0,0,28,83,0,2,0,1,219
101088,4,0,69,27,0,0,10,68,1,2,0,0,177
101088,5,0,62,12,0,0,9,59,1,1,1,0,145
101089,2,16,126,43,0,1,87,159,2,3,0,1,438
101089,3,5,72,20,0,0,25,116,1,3,2,0,244
101089,4,3,117,20,0,0,53,103,2,1,0,0,299
101089,5,2,65,22,0,0,32,72,0,1,0,1,195
101089,6,6,50,14,0,0,16,44,0,1,1,0,132
101089,7,10,96,25,0,0,71,177,2,0,0,2,383
101089,8,34,99,26,0,0,73,160,0,0,0,0,392
101090,2,0,105,15,0,0,25,51,1,1,0,1,199
101091,1,2,64,25,0,0,27,71,1,1,0,0,191
101091,2,4,51,16,0,0,18,60,1,0,0,1,151
101091,3,2,47,21,1,0,10,51,1,3,0,0,136
101091,4,6,38,19,0,0,8,47,0,1,0,0,119
101091,5,1,43,11,0,0,9,46,3,1,0,0,114
101091,6,0,40,15,0,0,6,47,2,3,0,0,113
101091,7,0,21,10,0,1,13,19,0,0,0,0,64
101092,1,10,132,27,0,0,79,330,0,3,0,2,583
101092,2,8,102,31,0,1,108,315,0,10,1,0,576
101092,3,0,139,64,1,2,29,329,0,0,0,1,565
101092,4,8,88,28,1,1,59,219,1,3,1,1,410
101092,5,4,8,5,0,0,18,45,0,1,0,0,81
101092,6,1,0,7,0,0,3,9,0,0,0,0,20
101093,1,15,108,36,0,0,105,158,4,6,0,0,432
101093,2,24,139,29,0,0,90,160,1,1,0,0,444
101093,3,5,109,21,0,0,46,80,0,2,0,0,263
101094,1,7,128,34,0,0,51,116,2,5,0,0,343
101094,2,7,133,39,0,0,71,186,2,1,0,1,440
101094,3,6,106,29,0,0,53,166,1,2,0,0,363
101094,4,11,74,12,0,0,40,156,1,1,0,2,297
101094,5,3,53,23,0,0,31,99,0,2,0,0,211
101094,6,0,105,32,0,0,16,85,1,3,1,1,244
101094,7,3,59,13,0,0,14,61,0,1,1,0,152
101094,8,8,61,7,0,0,4,25,0,0,0,0,105
101095,1,27,160,33,0,0,78,110,3,0,0,2,413
101095,2,22,178,58,2,2,104,137,2,1,0,0,506
101095,3,23,160,54,0,1,100,121,0,2,0,1,462
101095,4,26,148,35,0,2,120,106,0,3,1,1,442
101095,5,7,135,25,0,0,21,67,5,3,0,0,263
101095,6,3,171,33,0,0,11,71,3,0,0,0,292
101095,7,4,154,52,0,0,14,64,2,1,0,0,291
101096,1,1,417,107,0,0,3,56,3,3,0,0,590
101096,2,0,394,99,0,0,9,61,2,6,0,3,574
101096,3,1,442,82,0,0,4,54,2,1,0,2,588
101096,4,0,453,86,0,1,0,38,4,2,0,0,584
101096,5,0,429,90,0,0,0,42,7,5,3,0,576
101097,1,1,431,81,0,0,8,54,4,8,0,1,588
101097,2,0,433,80,0,0,2,44,1,14,2,0,576
101097,3,0,451,71,0,1,2,41,5,3,0,3,577
