votes,ps,ﺭﺩﻧﺟ,ﯽﻫﺩﻳﺃﺭ ﺯﮐﺭﻣ ﻡﺎﻧ,pc_code,ﺕﻳﻻﻭ,audit_number
600,1,ﻪﻧﺍﺩﺭﻣ,ﮏﻣﺭﮔ ﺏﺁ ﻪﻳﺭﻗ,3107125,ﺱﻳﻏﺩﺎﺑ,1
600,2,ﻪﻧﺍﺩﺭﻣ,ﮏﻣﺭﮔ ﺏﺁ ﻪﻳﺭﻗ,3107125,ﺱﻳﻏﺩﺎﺑ,2
600,3,ﻪﻧﺎﻧﺯ,ﮏﻣﺭﮔ ﺏﺁ ﻪﻳﺭﻗ,3107125,ﺱﻳﻏﺩﺎﺑ,3
600,1,ﻪﻧﺎﻧﺯ,ﺯﮐﺭﻣ ﺏﺗﮑﻣ,3107124,ﺱﻳﻏﺩﺎﺑ,4
600,2,ﻪﻧﺍﺩﺭﻣ,ﺯﮐﺭﻣ ﺏﺗﮑﻣ,3107124,ﺱﻳﻏﺩﺎﺑ,5
600,3,ﻪﻧﺍﺩﺭﻣ,ﺯﮐﺭﻣ ﺏﺗﮑﻣ,3107124,ﺱﻳﻏﺩﺎﺑ,6
600,4,ﻪﻧﺍﺩﺭﻣ,ﺯﮐﺭﻣ ﺏﺗﮑﻣ,3107124,ﺱﻳﻏﺩﺎﺑ,7
600,5,ﻪﻧﺍﺩﺭﻣ,ﺯﮐﺭﻣ ﺏﺗﮑﻣ,3107124,ﺱﻳﻏﺩﺎﺑ,8
600,4,ﻪﻧﺎﻧﺯ,ﻕﺎﺗ ﺭﺎﻬﭼ ﺏﺗﮑﻣ,3106089,ﺱﻳﻏﺩﺎﺑ,9
600,2,ﻪﻧﺎﻧﺯ,ﺭﺎﻬﭼ ﻪﻣﺷﭼ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106105,ﺱﻳﻏﺩﺎﺑ,10
600,3,ﻪﻧﺎﻧﺯ,ﻥﻳﺎﭘ یﺭﻳﺯ ﻝﮔ ﺩﺟﺳﻣ,3106197,ﺱﻳﻏﺩﺎﺑ,11
600,1,ﻪﻧﺍﺩﺭﻣ,ﻼﻣ ﺕﺭﺿﺣ ﺩﺟﺳﻣ,3106200,ﺱﻳﻏﺩﺎﺑ,12
600,2,ﻪﻧﺍﺩﺭﻣ,ﻼﻣ ﺕﺭﺿﺣ ﺩﺟﺳﻣ,3106200,ﺱﻳﻏﺩﺎﺑ,13
600,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻧﺎﺟﻳﺟ ﺏﺗﮑﻣ,3106095,ﺱﻳﻏﺩﺎﺑ,14
600,2,ﻪﻧﺍﺩﺭﻣ,ﯽﻧﺎﺟﻳﺟ ﺏﺗﮑﻣ,3106095,ﺱﻳﻏﺩﺎﺑ,15
600,3,ﻪﻧﺎﻧﺯ,ﯽﻧﺎﺟﻳﺟ ﺏﺗﮑﻣ,3106095,ﺱﻳﻏﺩﺎﺑ,16
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻳﺩﺎﮐ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106103,ﺱﻳﻏﺩﺎﺑ,17
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﻼﮐ ﺩﺟﺳﻣ,3106097,ﺱﻳﻏﺩﺎﺑ,18
600,3,ﻪﻧﺎﻧﺯ,ﻭﻧ ﻝﻳﻣ ﺩﻳﺟﺳﻣ,3106093,ﺱﻳﻏﺩﺎﺑ,19
600,2,ﻪﻧﺎﻧﺯ,ﮏﻳﺎﻧ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,3104077,ﺱﻳﻏﺩﺎﺑ,20
600,1,ﻪﻧﺍﺩﺭﻣ,ﺩﺍﺯﺁ یﺎﺿﻓ,3106195,ﺱﻳﻏﺩﺎﺑ,21
600,2,ﻪﻧﺍﺩﺭﻣ,ﺩﺍﺯﺁ یﺎﺿﻓ,3106195,ﺱﻳﻏﺩﺎﺑ,22
600,3,ﻪﻧﺎﻧﺯ,ﺩﺍﺯﺁ یﺎﺿﻓ,3106195,ﺱﻳﻏﺩﺎﺑ,23
600,2,ﻪﻧﺎﻧﺯ,ﻭﮔﺭﻭﺍ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106108,ﺱﻳﻏﺩﺎﺑ,24
600,1,ﻪﻧﺍﺩﺭﻣ,ﻭﺗﺑﭘ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3107140,ﺱﻳﻏﺩﺎﺑ,25
600,2,ﻪﻧﺎﻧﺯ,ﻭﺗﺑﭘ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3107140,ﺱﻳﻏﺩﺎﺑ,26
600,3,ﻪﻧﺍﺩﺭﻣ,ﻭﺗﺑﭘ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3107140,ﺱﻳﻏﺩﺎﺑ,27
600,4,ﻪﻧﺍﺩﺭﻣ,ﻭﺗﺑﭘ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3107140,ﺱﻳﻏﺩﺎﺑ,28
600,2,ﻪﻧﺎﻧﺯ,ﺕﺎﺑﺭ ﺩﺟﺳﻣ,3106112,ﺱﻳﻏﺩﺎﺑ,29
600,1,ﻪﻧﺍﺩﺭﻣ,ﻩﻭﺎﺗﺭﺳ ﺩﺟﺳﻣ,3106107,ﺱﻳﻏﺩﺎﺑ,30
600,2,ﻪﻧﺎﻧﺯ,ﻩﻭﺎﺗﺭﺳ ﺩﺟﺳﻣ,3106107,ﺱﻳﻏﺩﺎﺑ,31
600,1,ﻪﻧﺍﺩﺭﻣ,ﻪﮕﻧﻠﺧﺗ ﺩﺟﺳﻣ,3106201,ﺱﻳﻏﺩﺎﺑ,32
599,2,ﻪﻧﺍﺩﺭﻣ,ﺭﻭﺧ ﺏﺁ ﺏﺗﮑﻣ,3106094,ﺱﻳﻏﺩﺎﺑ,33
599,2,ﻪﻧﺎﻧﺯ,ﺩﻳﺑ ﻪﻣﺷﭼ ﺩﺟﺳﻣ,3106104,ﺱﻳﻏﺩﺎﺑ,34
599,4,ﻪﻧﺍﺩﺭﻣ,ﻁﺎﺑﺭ ﮏﻳﻧﻳﻠﮐ ﻭ ﯽﻟﺍﻭﺳﻟﻭ ﺭﻳﻣﻌﺗ,3103020,ﺱﻳﻏﺩﺎﺑ,35
599,2,ﻪﻧﺎﻧﺯ,ﻥﻼﮐ ﻭﻏ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106110,ﺱﻳﻏﺩﺎﺑ,36
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺎﭘ یﺭﻳﺯ ﻝﮔ ﺩﺟﺳﻣ,3106197,ﺱﻳﻏﺩﺎﺑ,37
599,2,ﻪﻧﺎﻧﺯ,ﻥﺎﻳﺩﺎﮐ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106103,ﺱﻳﻏﺩﺎﺑ,38
599,1,ﻪﻧﺍﺩﺭﻣ,ﻭﻧ ﻝﻳﻣ ﺩﻳﺟﺳﻣ,3106093,ﺱﻳﻏﺩﺎﺑ,39
599,2,ﻪﻧﺍﺩﺭﻣ,ﻭﻧ ﻝﻳﻣ ﺩﻳﺟﺳﻣ,3106093,ﺱﻳﻏﺩﺎﺑ,40
599,1,ﻪﻧﺍﺩﺭﻣ,ﻭﮔﺭﻭﺍ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106108,ﺱﻳﻏﺩﺎﺑ,41
599,2,ﻪﻧﺍﺩﺭﻣ,ﮓﻧﭼ یﺎﭘ ﺩﺟﺳﻣ,3106199,ﺱﻳﻏﺩﺎﺑ,42
599,2,ﻪﻧﺍﺩﺭﻣ,ﻪﮕﻧﻠﺧﺗ ﺩﺟﺳﻣ,3106201,ﺱﻳﻏﺩﺎﺑ,43
599,2,ﻪﻧﺎﻧﺯ,ﺩﺭﺯ ﺕﺧﺗ ﻪﻳﺭﻗ ﺩﺟﺳﻣ,3106109,ﺱﻳﻏﺩﺎﺑ,44
600,2,ﻪﻧﺎﻧﺯ,ﺩﻧﺑﺭﺩ ﺩﺟﺳﻣ,1004058,ﻥﺎﻳﻣﺎﺑ,45
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻣﺭﮐ ﺯﺍﺭﺩ ﻭﻧ ﺩﺟﺳﻣ,1006107,ﻥﺎﻳﻣﺎﺑ,46
600,2,ﻪﻧﺍﺩﺭﻣ,ﮓﻧﺷﻳﭘ ﺩﺟﺳﻣ,1003042,ﻥﺎﻳﻣﺎﺑ,47
600,2,ﻪﻧﺎﻧﺯ,ﮓﻧﺷﻳﭘ ﺏﺗﮑﻣ,1003043,ﻥﺎﻳﻣﺎﺑ,48
600,1,ﻪﻧﺍﺩﺭﻣ,ﻍﺎﺑ ﻥﺎﻳﺎﭘ ﺩﺟﺳﻣ,1004051,ﻥﺎﻳﻣﺎﺑ,49
600,2,ﻪﻧﺎﻧﺯ,ﻍﺎﺑ ﻥﺎﻳﺎﭘ ﺩﺟﺳﻣ,1004051,ﻥﺎﻳﻣﺎﺑ,50
600,3,ﻪﻧﺎﻧﺯ,ﮏﻏﺎﺑ یﺩﻧﻗ یﺭﺳ ﻪﺳﺭﺩﻣ,1002032,ﻥﺎﻳﻣﺎﺑ,51
600,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻠﮔﺭﺳ ﺏﺗﮑﻣ,1004067,ﻥﺎﻳﻣﺎﺑ,52
600,2,ﻪﻧﺎﻧﺯ,ﯽﻠﮔﺭﺳ ﺏﺗﮑﻣ,1004067,ﻥﺎﻳﻣﺎﺑ,53
600,1,ﻪﻧﺍﺩﺭﻣ,ﻩﺎﮕﻠﻳ ﺩﺟﺳﻣ,1004057,ﻥﺎﻳﻣﺎﺑ,54
599,1,ﻪﻧﺍﺩﺭﻣ,ﮏﻏﺎﺑ ﺩﺟﺳﻣ,1002171,ﻥﺎﻳﻣﺎﺑ,55
599,2,ﻪﻧﺎﻧﺯ,کﺩﻧﻏ ﻥﻫﺩ ﻥﺍﻭﺳﻧ ﺏﺗﮑﻣ,1002031,ﻥﺎﻳﻣﺎﺑ,56
599,1,ﻪﻧﺍﺩﺭﻣ,ﺩﻧﺑﺭﺩ ﺩﺟﺳﻣ,1004058,ﻥﺎﻳﻣﺎﺑ,57
599,3,ﻪﻧﺎﻧﺯ,ﺏﺁ ﻭﺩ ﻪﺳﺭﺩﻣ,1004060,ﻥﺎﻳﻣﺎﺑ,58
599,1,ﻪﻧﺍﺩﺭﻣ,ﻩﺭﺩ ﻭﺟ ﺩﺟﺳﻣ,1003046,ﻥﺎﻳﻣﺎﺑ,59
599,3,ﻪﻧﺎﻧﺯ,ﻪﺗﺧﻭﺳ ﺕﺷﺩ ﻪﻳﻣﺧ,1005089,ﻥﺎﻳﻣﺎﺑ,60
599,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻏﺭﻣ ﺭﺳ ﻪﻳﻧﻳﺷﺭﺑﻧﻣ,1005093,ﻥﺎﻳﻣﺎﺑ,61
599,1,ﻪﻧﺍﺩﺭﻣ,ﮏﻳﺭﺎﺑ ﺏﻳﺳ ﺩﺟﺳﻣ,1007138,ﻥﺎﻳﻣﺎﺑ,62
600,2,ﻪﻧﺎﻧﺯ,ﻩﺩﻧﮔ ﺏﺁ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,1713146,ﻥﺎﺷﺧﺩﺑ,63
600,1,ﻪﻧﺍﺩﺭﻣ,ﭻﻣﺯ ﺏﺁ ﺩﺟﺳﻣ,1709136,ﻥﺎﺷﺧﺩﺑ,64
600,4,ﻪﻧﺎﻧﺯ,ﺵﺭﺟﺁ ﺏﺗﮑﻣ,1714234,ﻥﺎﺷﺧﺩﺑ,65
600,2,ﻪﻧﺍﺩﺭﻣ,ﺎﺷﻳﻭﺭﺍ ﺩﺟﺳﻣ,1704024,ﻥﺎﺷﺧﺩﺑ,66
600,1,ﻪﻧﺎﻧﺯ,ﻥﺎﮑﺷﻳﺗ ﺭﺍﺯﺎﺑ ﺏﺗﮑﻣ,1711183,ﻥﺎﺷﺧﺩﺑ,67
600,1,ﻪﻧﺍﺩﺭﻣ,ﻍﺎﺑ ﺭﺎﭼ ﻪﺳﺭﺩﻣ,1722261,ﻥﺎﺷﺧﺩﺑ,68
600,3,ﻪﻧﺎﻧﺯ,ﻍﺎﺑ ﺭﺎﭼ ﻪﺳﺭﺩﻣ,1722261,ﻥﺎﺷﺧﺩﺑ,69
600,4,ﻪﻧﺎﻧﺯ,ﻍﺎﺑ ﺭﺎﭼ ﻪﺳﺭﺩﻣ,1722261,ﻥﺎﺷﺧﺩﺑ,70
600,2,ﻪﻧﺍﺩﺭﻣ,ﮏﺗﺷﺎﭼ ﺏﺗﮑﻣ,1722262,ﻥﺎﺷﺧﺩﺑ,71
600,2,ﻪﻧﺍﺩﺭﻣ,ﯽﻧﺎﮔﻭﭼ ﻪﺳﻳﻟ,1713144,ﻥﺎﺷﺧﺩﺑ,72
600,2,ﻪﻧﺎﻧﺯ,ﻪﻏﺁ ﺕﺷﺩ ﺏﺗﮑﻣ,1711187,ﻥﺎﺷﺧﺩﺑ,73
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺍﺩﻳﺳ ﻩﺩ ﺏﺗﮑﻣ,1711180,ﻥﺎﺷﺧﺩﺑ,74
600,2,ﻪﻧﺎﻧﺯ,ﻥﺍﺩﻳﺳ ﻩﺩ ﺏﺗﮑﻣ,1711180,ﻥﺎﺷﺧﺩﺑ,75
600,2,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺋﺎﭘ ﺭﻔﻧﻏ ﺩﺟﺳﻣ,1713308,ﻥﺎﺷﺧﺩﺑ,76
600,3,ﻪﻧﺎﻧﺯ,ﻥﻳﺋﺎﭘ ﺭﻔﻧﻏ ﺩﺟﺳﻣ,1713308,ﻥﺎﺷﺧﺩﺑ,77
600,1,ﻪﻧﺍﺩﺭﻣ,ﮓﻧﺳ یﺭﻭﻏ ﺏﺗﮑﻣ,1711178,ﻥﺎﺷﺧﺩﺑ,78
600,2,ﻪﻧﺍﺩﺭﻣ,ﮓﻧﺳ یﺭﻭﻏ ﺏﺗﮑﻣ,1711178,ﻥﺎﺷﺧﺩﺑ,79
600,3,ﻪﻧﺎﻧﺯ,ﮓﻧﺳ یﺭﻭﻏ ﺏﺗﮑﻣ,1711178,ﻥﺎﺷﺧﺩﺑ,80
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺩﺭﮔ ﻩ ﺭﺟﺣ ﺩﺟﺳﻣ,1708126,ﻥﺎﺷﺧﺩﺑ,81
600,3,ﻪﻧﺍﺩﺭﻣ,ﺩﮐﺭﺧ ﻪﺳﺭﺩﻣ,1727268,ﻥﺎﺷﺧﺩﺑ,82
600,4,ﻪﻧﺎﻧﺯ,ﻪﻧﻳﺩﻣ ﯽﻟﺎﻋ ﻪﺳﻳﻟ,1707063,ﻥﺎﺷﺧﺩﺑ,83
600,3,ﻪﻧﺎﻧﺯ,ﻪﺳﺭﺩﻣ,1709299,ﻥﺎﺷﺧﺩﺑ,84
600,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﺑﺭﻗ ﻼﻣ ﺩﺟﺳﻣ,1718255,ﻥﺎﺷﺧﺩﺑ,85
600,2,ﻪﻧﺍﺩﺭﻣ,ﺕﺷﺩ یﻭﺭ ﺩﺎﺑﺁ ﻭﻧ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,1707068,ﻥﺎﺷﺧﺩﺑ,86
600,3,ﻪﻧﺎﻧﺯ,ﺕﺷﺩ یﻭﺭ ﺩﺎﺑﺁ ﻭﻧ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,1707068,ﻥﺎﺷﺧﺩﺑ,87
600,2,ﻪﻧﺎﻧﺯ,ﻪﻠﺗ ﻡﻳﻧ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,1707066,ﻥﺎﺷﺧﺩﺑ,88
600,2,ﻪﻧﺎﻧﺯ,یﺭﺎﺳ ﺏﺗﮑﻣ,1709128,ﻥﺎﺷﺧﺩﺑ,89
600,4,ﻪﻧﺎﻧﺯ,ﺏﻟ ﺭﮑﺷ ﺙﺎﻧﺍ ﻪﺳﻳﻟ,1704033,ﻥﺎﺷﺧﺩﺑ,90
600,3,ﻪﻧﺎﻧﺯ,ﻭﺭﺧﺷ ﺏﺗﮑﻣ,1721250,ﻥﺎﺷﺧﺩﺑ,91
600,2,ﻪﻧﺎﻧﺯ,ﻻﺎﺑ یﻭﭘﺷ ﺩﺟﺳﻣ,1708123,ﻥﺎﺷﺧﺩﺑ,92
600,3,ﻪﻧﺎﻧﺯ,ﻥﻳﺎﭘ ﯽﻧﮔﺭﺗ ﻪﺳﺭﺩﻣ,1707294,ﻥﺎﺷﺧﺩﺑ,93
600,1,ﻪﻧﺍﺩﺭﻣ,ﻡﺧ ﺎﻳﻠﻋ ﺏﺗﮑﻣ,1714236,ﻥﺎﺷﺧﺩﺑ,94
600,3,ﻪﻧﺎﻧﺯ,ﻥﺎﻳﺩﻧﻭ ﺏﺗﮑﻣ,1713139,ﻥﺎﺷﺧﺩﺑ,95
600,4,ﻪﻧﺎﻧﺯ,ﷲ ﺏﻳﺑﺣ ﯽﺟﺎﺣ ﻭ ﻥﻳﺩﻟﺍ ﻥﺎﻣﺯ ﻝﺯﻧﻣ ﺭﺍﻭﺟ,1707062,ﻥﺎﺷﺧﺩﺑ,96
600,1,ﻪﻧﺍﺩﺭﻣ,ﺩﻭﻧﺭﺯ ﺩﺟﺳﻣ,1708296,ﻥﺎﺷﺧﺩﺑ,97
599,2,ﻪﻧﺎﻧﺯ,ﭻﻣﺯ ﺏﺁ ﺩﺟﺳﻣ,1709136,ﻥﺎﺷﺧﺩﺑ,98
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﮐﺩﻧﻏﺭﺍ ﺏﺗﮑﻣ,1711181,ﻥﺎﺷﺧﺩﺑ,99
599,3,ﻪﻧﺎﻧﺯ,ﮏﺗﺷﺎﭼ ﺏﺗﮑﻣ,1722262,ﻥﺎﺷﺧﺩﺑ,100
599,3,ﻪﻧﺎﻧﺯ,ﯽﻧﺎﮔﻭﭼ ﻪﺳﻳﻟ,1713144,ﻥﺎﺷﺧﺩﺑ,101
599,2,ﻪﻧﺎﻧﺯ,ﮓﻧﻳﺭﻻ ﺕﺷﺩ ﺏﺗﮑﻣ,1711186,ﻥﺎﺷﺧﺩﺑ,102
599,2,ﻪﻧﺍﺩﺭﻣ,ﮏﻧﺍﺯﮔ ﻪﺳﻳﻟ,1704028,ﻥﺎﺷﺧﺩﺑ,103
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺋﺎﭘ ﺭﻔﻧﻏ ﺩﺟﺳﻣ,1713308,ﻥﺎﺷﺧﺩﺑ,104
599,2,ﻪﻧﺎﻧﺯ,ﻩﺭﺩ ﻥﻳﺷﮐ ﺏﺗﮑﻣ,1704029,ﻥﺎﺷﺧﺩﺑ,105
599,3,ﻪﻧﺎﻧﺯ,ﻩﺭﺩ ﻥﻳﺷﮐ ﺏﺗﮑﻣ,1704029,ﻥﺎﺷﺧﺩﺑ,106
599,1,ﻪﻧﺍﺩﺭﻣ,ﺩﮐﺭﺧ ﻪﺳﺭﺩﻣ,1727268,ﻥﺎﺷﺧﺩﺑ,107
599,2,ﻪﻧﺍﺩﺭﻣ,ﺩﮐﺭﺧ ﻪﺳﺭﺩﻣ,1727268,ﻥﺎﺷﺧﺩﺑ,108
599,3,ﻪﻧﺎﻧﺯ,ﻝﻭﮐ ﻪﺳﻳﻟ,1713142,ﻥﺎﺷﺧﺩﺑ,109
599,2,ﻪﻧﺍﺩﺭﻣ,ﻥﻳﺑﺎﻣ ﻩﺭﮐ ﺏﺗﮑﻣ,1713138,ﻥﺎﺷﺧﺩﺑ,110
599,2,ﻪﻧﺍﺩﺭﻣ,ﻭﺭﺳﺧ ﺭﺻﺎﻧ ﻪﺳﻳﻟ,1718257,ﻥﺎﺷﺧﺩﺑ,111
599,2,ﻪﻧﺍﺩﺭﻣ,ﻡﺩﻗ ﺏﺗﮑﻣ,1702047,ﻥﺎﺷﺧﺩﺑ,112
599,1,ﻪﻧﺍﺩﺭﻣ,یﺭﺎﺳ ﺏﺗﮑﻣ,1709128,ﻥﺎﺷﺧﺩﺑ,113
599,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺭﺳ ﺏﺗﮑﻣ,1704036,ﻥﺎﺷﺧﺩﺑ,114
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻳﺎﭘ ﻥﺎﮕﻧﻳﺷ ﺏﺗﮑﻣ,1709130,ﻥﺎﺷﺧﺩﺑ,115
599,2,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻳﺎﭘ ﻥﺎﮕﻧﻳﺷ ﺏﺗﮑﻣ,1709130,ﻥﺎﺷﺧﺩﺑ,116
599,1,ﻪﻧﺍﺩﺭﻣ,ﻻﺎﺑ یﻭﭘﺷ ﺩﺟﺳﻣ,1708123,ﻥﺎﺷﺧﺩﺑ,117
599,3,ﻪﻧﺎﻧﺯ,ﻡﺧ ﺎﻳﻠﻋ ﺏﺗﮑﻣ,1714236,ﻥﺎﺷﺧﺩﺑ,118
599,2,ﻪﻧﺎﻧﺯ,ﮏﻟﺍﻭ ﺩﺟﺳﻣ,1704030,ﻥﺎﺷﺧﺩﺑ,119
599,1,ﻪﻧﺍﺩﺭﻣ,ﻥﺎﻳﭼﻣﻳ ﺏﺗﮑﻣ,1707070,ﻥﺎﺷﺧﺩﺑ,120
600,4,ﻪﻧﺎﻧﺯ,ﺭﮑﺑﻭﺑﺍ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,905074,ﻥﻼﻐﺑ,121
600,5,ﻪﻧﺎﻧﺯ,ﺭﮑﺑﻭﺑﺍ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,905074,ﻥﻼﻐﺑ,122
600,1,ﻪﻧﺍﺩﺭﻣ,ﻪﺑﻳﻁﻗ ﻡﺎﻣﺍ ﻪﺳﺭﺩﻣ,908185,ﻥﻼﻐﺑ,123
600,3,ﻪﻧﺎﻧﺯ,ﻪﺑﻳﻁﻗ ﻡﺎﻣﺍ ﻪﺳﺭﺩﻣ,908185,ﻥﻼﻐﺑ,124
600,3,ﻪﻧﺎﻧﺯ,ﺏﻳﺎﻋ ﻪﺑﺎﺑ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,910162,ﻥﻼﻐﺑ,125
600,1,ﻪﻧﺍﺩﺭﻣ,کﺭﺎﻬﺑ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,913212,ﻥﻼﻐﺑ,126
600,1,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﺎﻬﭼ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,909197,ﻥﻼﻐﺑ,127
600,2,ﻪﻧﺍﺩﺭﻣ,ﺭﺩﺎﻬﭼ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,909197,ﻥﻼﻐﺑ,128
600,4,ﻪﻧﺎﻧﺯ,ﻪﻣﺗﺳﺍ ﻪﻧﻫﺩ ﺭﺩ ﻪﻣﻳﺧ,911168,ﻥﻼﻐﺑ,129
600,1,ﻪﻧﺍﺩﺭﻣ,کﺭﻳﻣ ﻩﺩ ﻪﺳﺭﺩﻣ,913253,ﻥﻼﻐﺑ,130
600,2,ﻪﻧﺍﺩﺭﻣ,کﺭﻳﻣ ﻩﺩ ﻪﺳﺭﺩﻣ,913253,ﻥﻼﻐﺑ,131
600,3,ﻪﻧﺎﻧﺯ,کﺭﻳﻣ ﻩﺩ ﻪﺳﺭﺩﻣ,913253,ﻥﻼﻐﺑ,132
600,1,ﻪﻧﺍﺩﺭﻣ,ﺡﻼﺻ ﻩﺩ ﺭﺍﺯﺎﺑ ﺏﺗﮑﻣ,908187,ﻥﻼﻐﺑ,133
600,1,ﻪﻧﺍﺩﺭﻣ,ﻝﻭﻠﻓ ﻪﺳﻳﻟ,910151,ﻥﻼﻐﺑ,134
600,1,ﻪﻧﺍﺩﺭﻣ,یﺭﺩﮔ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,909200,ﻥﻼﻐﺑ,135
600,2,ﻪﻧﺍﺩﺭﻣ,یﺭﺩﮔ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,909200,ﻥﻼﻐﺑ,136
600,4,ﻪﻧﺎﻧﺯ,یﺭﺩﮔ ﻊﻣﺎﺟ ﺩﺟﺳﻣ,909200,ﻥﻼﻐﺑ,137
600,1,ﻪﻧﺍﺩﺭﻣ,ﻪﺑﺁ ﻡﺭﮔ ﺏﺗﮑﻣ,913216,ﻥﻼﻐﺑ,138
600,2,ﻪﻧﺎﻧﺯ,ﺭﺫﮔ ﺏﺗﮑﻣ,913207,ﻥﻼﻐﺑ,139
600,1,ﻪﻧﺍﺩﺭﻣ,ﯽﻟﺍﺩﮔ ﻑﻳﺭﺷ ﺩﺟﺳﻣ,908189,ﻥﻼﻐﺑ,140
600,2,ﻪﻧﺍﺩﺭﻣ,ﯽﻟﺍﺩﮔ ﻑﻳﺭﺷ ﺩﺟﺳﻣ,908189,ﻥﻼﻐﺑ,141
600,3,ﻪﻧﺍﺩﺭﻣ,ﻥﻣﻭﻣ ﯽﺟﺎﺣ ﺩﺟﺳﻣ,910148,ﻥﻼﻐﺑ,142
600,2,ﻪﻧﺍﺩﺭﻣ,ﺩﻳﻬﺷ ﷲ ﺩﻳﻣﺣ ﻪﺳﻳﻟ,909194,ﻥﻼﻐﺑ,143
600,1,ﻪﻧﺍﺩﺭﻣ,ﻝﺎﺗ ﻥﺳﺣ ﻪﺳﻳﻟ ﺏﺗﮑﻣ,905045,ﻥﻼﻐﺑ,144
600,3,ﻪﻧﺎﻧﺯ,ﻝﻳﺧ ﺕﻣﻫ ﺩﺟﺳﻣ,905236,ﻥﻼﻐﺑ,145
600,4,ﻪﻧﺍﺩﺭﻣ,ﻝﻳﺧ ﺕﻣﻫ ﺩﺟﺳﻣ,905236,ﻥﻼﻐﺑ,146
600,3,ﻪﻧﺎﻧﺯ,یﺎﺳ ﺏﺭﻋ ﯽﻠﻌﻣﺟ  ﻪﺳﺭﺩﻣ,910158,ﻥﻼﻐﺑ,147
600,1,ﻪﻧﺍﺩﺭﻣ,ﺏﺁﺭﺟ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,914225,ﻥﻼﻐﺑ,148
600,3,ﻪﻧﺎﻧﺯ,ﺏﺁﺭﺟ ﻪﻁﺳﻭﺗﻣ ﺏﺗﮑﻣ,914225,ﻥﻼﻐﺑ,149
600,2,ﻪﻧﺍﺩﺭﻣ,ﺵﻭﻫﺎﺧ ﻪﻳﺋﺍﺩﺗﺑﺍ ﺏﺗﮑﻣ,913214,ﻥﻼﻐﺑ,150
600,3,ﻪﻧﺎﻧﺯ,ﻪﻔﻳﻠﺧ ﺩﺟﺳﻣ,910156,ﻥﻼﻐﺑ,151
600,3,ﻪﻧﺎﻧﺯ,ﻥﺍﺭﺟﻫ ﻪﺟﺍﻭﺧ ﻪﻳﺋﺍﺩﺗﺑﺍ ﺏﺗﮑﻣ,909195,ﻥﻼﻐﺑ,152
600,1,ﻪﻧﺍﺩﺭﻣ,ﮓﻧﺳ ﻪﻟﻭﻠﮐ ﺩﺟﺳﻣ,911279,ﻥﻼﻐﺑ,153
600,3,ﻪﻧﺎﻧﺯ,ﻪﻣﺷﭼ ﻡﻳﺭﻣ ﺩﺟﺳﻣ,910159,ﻥﻼﻐﺑ,154
